name,part_url,price,size,color,rpm,airflow,noise_level,pwm
Lian Li UNI FAN SL V2 120 Reverse,https://pcpartpicker.com/product/cPhv6h/lian-li-uni-fan-sl-v2-120-reverse-654-cfm-120-mm-fan-rsl120v2-1w,,120,White,"250,2000",65.4,32,true
ARCTIC P12,https://pcpartpicker.com/product/HGGnTW/arctic-p12-563-cfm-120-mm-fan-acfan00118a,8.49,120,Black,1800,56.3,,false
be quiet! Silent Wings 4,https://pcpartpicker.com/product/4Hytt6/be-quiet-silent-wings-4-513-cfm-140-mm-fan-bl096,24.88,140,Black,1100,51.3,13.6,true
Corsair RS120-R 3-Pack,https://pcpartpicker.com/product/rm2j4D/corsair-rs120-r-6582-cfm-120-mm-fans-3-pack-co-9050197-ww,61.99,120,White,"420,2100","13.33,65.82","10,34.6",true
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/ZcgZxr/lian-li-uni-fan-cl-wireless-7734-cfm-120-mm-fans-3-pack-12cl1w3b,57.99,120,Black,"250,2150",77.34,29.8,true
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/c63NnQ/lian-li-uni-fan-sl-wireless-lcd-5145-cfm-120-mm-fans-3-pack-12rsllcd1w3w,144.16,120,White,"350,1900",51.45,31,true
Lian Li UNI FAN TL Wireless 3-Pack,https://pcpartpicker.com/product/M3FCmG/lian-li-uni-fan-tl-wireless-834-cfm-120-mm-fans-3-pack-12rtl1w3w,111.99,120,White,"200,2300",83.4,34,true
Corsair iCUE LINK RX140 2-Pack,https://pcpartpicker.com/product/2NHqqs/corsair-icue-link-rx140-957-cfm-140-mm-fans-2-pack-co-9051020-ww,91.98,140,Black / White,1700,"18.1,95.7","10,36",false
Thermalright TL-M12QW X3 3-Pack,https://pcpartpicker.com/product/rqrp99/thermalright-tl-m12qw-x3-689-cfm-120-mm-fans-3-pack-tl-m12qw-x3,29.9,120,White,2000,68.9,28.2,true
Lian Li UNI FAN SL-INF Wireless 3-Pack,https://pcpartpicker.com/product/4JgZxr/lian-li-uni-fan-sl-inf-wireless-67-cfm-120-mm-fans-3-pack-12slin1w3b,121.99,120,Black,"200,2300",67,29.2,true
NZXT F120 RGB Core 3-Pack,https://pcpartpicker.com/product/97RwrH/nzxt-f120-rgb-core-7886-cfm-120-mm-fans-3-pack-rf-c12tf-b1,72.99,120,Black,"500,1800",78.86,33.88,true
ARCTIC S12038-8K 3-Pack,https://pcpartpicker.com/product/njjRsY/arctic-s12038-8k-220-cfm-120-mm-fans-3-pack-acfan00302a,51.99,120,Black,"800,8000",220,,true
Corsair LL120 3-Pack,https://pcpartpicker.com/product/ydRzK8/corsair-ll120-rgb-white-63-cfm-120-mm-fans-3-pack-co-9050092-ww,125.89,120,White,2200,63,36,true
ARCTIC P12 PST 5-Pack,https://pcpartpicker.com/product/LmCFf7/arctic-p12-pst-563-cfm-120-mm-fans-5-pack-acfan00137a,56.99,120,Black,"200,1800",56.3,22.5,true
NZXT F120 RGB 3-Pack,https://pcpartpicker.com/product/HwGbt6/nzxt-f120-rgb-5018-cfm-120-mm-fans-3-pack-rf-r12tf-w1,92.49,120,White,"500,1800","13.94,50.18","17.2,27.5",true
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,https://pcpartpicker.com/product/MXNYcf/lian-li-uni-fan-tl-lcd-120-reverse-blade-834-cfm-120-mm-fans-3-pack-12rtllcd3w,,120,White,,83.4,34,true
ARCTIC P14 Pro A-RGB,https://pcpartpicker.com/product/ptrp99/arctic-p14-pro-a-rgb-110-cfm-140-mm-fan-acfan00318a,19.49,140,White,"400,2500",110,,true
Noctua P14s redux-1500 PWM,https://pcpartpicker.com/product/8r9KHx/noctua-case-fan-nfp14sredux1500pwm,17.95,140,Black / Gray,"450,1500",78.69,25.8,true
Corsair RS140 ARGB 2-Pack,https://pcpartpicker.com/product/Kp7scf/corsair-rs140-argb-955-cfm-140-mm-fans-2-pack-co-9050183-ww,65.99,140,Black,"330,1700","14.6,95.5","10,36",true
Thermalright TL-M12,https://pcpartpicker.com/product/Qg4Zxr/thermalright-tl-m12-476-cfm-120-mm-fan-tl-m12,7.29,120,Black,1500,47.6,23.2,true
Phanteks D30-120 Reversed 3-Pack,https://pcpartpicker.com/product/hrV2FT/phanteks-d30-120-reversed-615-cfm-120-mm-fans-3-pack-ph-f120d30r_drgb_pwm_bk01_3p,114.99,120,Black,"250,2000",61.5,31.8,true
Noctua F12 PWM chromax.black.swap,https://pcpartpicker.com/product/cFwqqs/noctua-nf-f12-pwm-chromaxblackswap-550-cfm-120mm-fan-nf-f12-pwm-chromaxblackswap,32.95,120,Multicolor,"300,1500",54.97,22.4,true
Lian Li UNI FAN TL LCD 120 3-Pack,https://pcpartpicker.com/product/LppQzy/lian-li-uni-fan-tl-lcd-120-901-cfm-120-mm-fans-3-pack-12tllcd3w,69.99,120,White,,90.1,33,true
DARKROCK F120 3-Pack,https://pcpartpicker.com/product/jrnXsY/darkrock-f120-120-mm-fans-3-pack-dr-fan-f120-wt-x3,15.99,120,White,"800,1600",,,true
ARCTIC P12 5-Pack,https://pcpartpicker.com/product/t7WBD3/arctic-p12-563-cfm-120-mm-fans-5-pack-acfan00135a,23.99,120,Black,1800,56.3,,false
Lian Li UNI FAN TL LCD Wireless 3-Pack,https://pcpartpicker.com/product/4NNscf/lian-li-uni-fan-tl-lcd-wireless-62-cfm-120-mm-fans-3-pack-12tllcd1w3w,134.99,120,White,"350,1900",62,27,true
Corsair RS120 3-Pack,https://pcpartpicker.com/product/sL88TW/corsair-rs120-728-cfm-120-mm-fans-3-pack-co-9050193-ww,29.99,120,White,"420,2100","13.3,72.8","10,36",true
be quiet! Light Wings LX 3-Pack,https://pcpartpicker.com/product/s2tLrH/be-quiet-light-wings-lx-618-cfm-120-mm-fans-3-pack-bl124,53.9,120,Black,2100,61.8,30.9,true
Thermalright TL-S12RW X3 3-Pack,https://pcpartpicker.com/product/D63NnQ/thermalright-tl-s12rw-x3-476-cfm-120-mm-fans-3-pack-tl-s12rw-x3,15.9,120,White,1500,47.6,23.2,true
Thermalright TL-M12QR,https://pcpartpicker.com/product/dWPv6h/thermalright-tl-m12qr-476-cfm-120-mm-fan-tl-m12qr,10.19,120,Black,1500,47.6,23.2,true
Thermalright TL-M12Q,https://pcpartpicker.com/product/sfkqqs/thermalright-tl-m12q-689-cfm-120-mm-fan-tl-m12q,9.9,120,Black,2000,68.9,28.2,true
ARCTIC P14 Max,https://pcpartpicker.com/product/KmzXsY/arctic-p14-max-95-cfm-140-mm-fan-acfan00287a,16.99,140,Black,"400,2800",95,,true
MSI MPG EZ120 3-Pack,https://pcpartpicker.com/product/QqzXsY/msi-mpg-ez120-7382-cfm-120-mm-fans-3-pack-mpg-ez120-argb-3b,79.98,120,Black,,"0,73.82","0,28.82",true
Lian Li UNI FAN SL V2,https://pcpartpicker.com/product/t87G3C/lian-li-uni-fan-sl-v2-645-cfm-120-mm-fan-sl120v2-1b,,120,Black / Silver,"250,2000",64.5,29.2,true
Thermalright TL-S12,https://pcpartpicker.com/product/YsmNnQ/thermalright-tl-s12-476-cfm-120-mm-fan-tl-s12,7.09,120,Black,1500,47.6,23.2,true
Thermalright TL-M,https://pcpartpicker.com/product/mHKscf/thermalright-tl-m-476-cfm-120-mm-fan-tl-m12w,8.9,120,White,1500,47.6,23.2,true
Corsair iCUE LINK LX140-R RGB 2-Pack,https://pcpartpicker.com/product/LBgrxr/corsair-icue-link-lx140-r-rgb-90-cfm-140-mm-fans-2-pack-co-9051052-ww,119.99,140,Black,2000,90,35.4,true
NZXT F140Q (2024),https://pcpartpicker.com/product/cZMMnQ/nzxt-f140q-2024-1029-cfm-140-mm-fan-rf-q14sf-b2,17.98,140,Black,"500,1500",102.9,29.8,true
Lian Li UNI FAN SL-INF Wireless 3-Pack,https://pcpartpicker.com/product/fD7MnQ/lian-li-uni-fan-sl-inf-wireless-67-cfm-120-mm-fans-3-pack-12slin1w3w,98.99,120,White,"200,2300",67,29.2,true
Thermalright TL-C-C-S,https://pcpartpicker.com/product/KMrqqs/thermalright-tl-c-c-s-758-cfm-140-mm-fan-tl-c14cw-s,7.9,140,White,1500,75.8,26.4,true
be quiet! Pure Wings 3,https://pcpartpicker.com/product/F3jRsY/be-quiet-pure-wings-3-596-cfm-120-mm-fan-bl106,16.9,120,Black,2100,59.6,30.9,true
Noctua R8 redux-1800 PWM,https://pcpartpicker.com/product/Bj8Zxr/noctua-case-fan-nfr8redux1800pwm,13.95,80,Black / Gray,"325,1800",31.37,17.1,true
Thermaltake Riing Quad 14 RGB Radiator TT Premium Edition 3-Pack,https://pcpartpicker.com/product/7zpmP6/thermaltake-riing-quad-14-rgb-radiator-fan-tt-6017-cfm-140-mm-fans-3-pack-cl-f101-pl14sw-b,19.99,140,White,"500,1400",60.17,26.1,true
Thermalright TL-M12W-S,https://pcpartpicker.com/product/HMHqqs/thermalright-tl-m12w-s-476-cfm-120-mm-fan-tl-m12w-s,8.39,120,White,1500,47.6,23.2,true
be quiet! Silent Wings 4,https://pcpartpicker.com/product/TGC48d/be-quiet-silent-wings-4-487-cfm-120-mm-fan-bl093,30.9,120,Black,1600,48.7,18.9,true
Corsair LL120 3-Pack,https://pcpartpicker.com/product/8KFXsY/corsair-ll120rgb-led-4325-cfm-120-mm-fans-3-pack-co-9050072-ww,,120,Black,"600,1500",43.25,24.8,true
Phanteks M25G2-120 D-RGB Reverse 3-Pack,https://pcpartpicker.com/product/cq3WGX/phanteks-m25g2-120-d-rgb-reverse-7369-cfm-120-mm-fans-3-pack-ph-f120m25r_g2_dwt01-_3p,42.98,120,White,"350,2000",73.69,39.28,true
Thermalright TL-K12,https://pcpartpicker.com/product/TfRwrH/thermalright-tl-k12-69-cfm-120-mm-fan-tl-k12,11.59,120,Black,2150,69,27,true
Thermalright TL-M12-S,https://pcpartpicker.com/product/7KLdnQ/thermalright-tl-m12-s-476-cfm-120-mm-fan-tl-m12-s,,120,Black,1500,47.6,23.2,true
HAVN H18 2-Pack,https://pcpartpicker.com/product/KXpD4D/havn-h18-16463-cfm-180-mm-fans-2-pack-hvn-fs-h1840-02-duo,65.99,180,Black,,164.63,35,true
Asus ROG STRIX XF,https://pcpartpicker.com/product/L2stt6/asus-rog-strix-xf-120-625-cfm-120-mm-fan-rog-strix-xf-120,22.99,120,Black,1800,62.5,22.5,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/QWxxFT/thermaltake-ct120-ex-reverse-argb-sync-6582-cfm-120-mm-fans-3-pack-cl-f192-pl12sw-a,68.99,120,Black,"500,2000",65.82,31.2,true
NZXT F RGB Core,https://pcpartpicker.com/product/kjHqqs/nzxt-f-rgb-core-8948-cfm-140-mm-fan-rf-c14sf-b1,25.28,140,Black,"500,1800","24.85,89.48","20,32.5",true
Phanteks D30-120 Reversed 3-Pack,https://pcpartpicker.com/product/pn7scf/phanteks-d30-120-reversed-615-cfm-120-mm-fans-3-pack-ph-f120d30r_drgb_pwm_wt01_3p,104.99,120,White,"250,2000",61.5,31.8,true
Montech RX120,https://pcpartpicker.com/product/6Fqrxr/montech-rx120-59-cfm-120-mm-fan-rx120-pwm-black,15.9,120,Black,"800,1600",59,27,true
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,https://pcpartpicker.com/product/ZdwmP6/lian-li-uni-fan-tl-120-reverse-blade-834-cfm-120-mm-fans-3-pack-12rtl3b,,120,Black,"200,2300",83.4,34,false
Thermalright TL-C12W-S V3 X3 3-Pack,https://pcpartpicker.com/product/PbV2FT/thermalright-tl-c12w-s-v3-x3-6617-cfm-120-mm-fans-3-pack-tl-c12w-s-v3-x3,13.9,120,White,1500,66.17,25.6,true
Noctua S12A PWM chromax.black.swap,https://pcpartpicker.com/product/CKFXsY/noctua-nf-s12a-pwm-chromaxblackswap-633-cfm-120mm-fan-nf-s12a-pwm-chromaxblackswap,26.95,120,Multicolor,"300,1200",63.27,17.8,true
NZXT F RGB Core,https://pcpartpicker.com/product/rmDQzy/nzxt-f-rgb-core-8948-cfm-140-mm-fan-rf-c14sf-w1,22.79,140,White,"500,1800","24.85,89.48","20,32.5",true
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/YdG2FT/lian-li-uni-fan-cl-wireless-7734-cfm-120-mm-fans-3-pack-12cl1w3w,71.99,120,White,"250,2150",77.34,29.8,true
Corsair iCUE LINK QX140 RGB Starter Kit 2-Pack,https://pcpartpicker.com/product/PRzXsY/corsair-icue-link-qx140-rgb-starter-kit-825-cfm-140-mm-fans-2-pack-co-9051008-ww,149.99,140,White,"400,2400","12.1,82.5",,true
Asus TUF Gaming TF120 ARGB 3-Pack,https://pcpartpicker.com/product/bRD7YJ/asus-tuf-gaming-tf120-argb-76-cfm-120-mm-fans-3-pack-tuf-gaming-tf120-argb-3in1,59.99,120,Black / White,"250,1900",76,29,true
Lian Li UNI FAN SL V2 3-Pack,https://pcpartpicker.com/product/gtcG3C/lian-li-uni-fan-sl-v2-645-cfm-120-mm-fans-3-pack-sl120v2-3b,,120,Black / Silver,"250,2000",64.5,29.2,true
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/CpZXsY/lian-li-uni-fan-sl-wireless-lcd-5145-cfm-120-mm-fans-3-pack-12rsllcd1w3b,142,120,Black,"350,1900",51.45,31,true
ARCTIC P12 Silent,https://pcpartpicker.com/product/pBbCmG/arctic-p12-silent-241-cfm-120-mm-fan-acfan00130a,10.51,120,Black,1050,24.1,,false
Lian Li UNI FAN TL LCD 120 3-Pack,https://pcpartpicker.com/product/Nsgrxr/lian-li-uni-fan-tl-lcd-120-901-cfm-120-mm-fans-3-pack-12tllcd3b,136.99,120,Black,,90.1,33,true
Phanteks D30-120,https://pcpartpicker.com/product/dWbRsY/phanteks-d30-120-643-cfm-120-mm-fan-ph-f120d30_drgb_pwm_bk01,46.98,120,Black,"250,2000",64.3,30.2,true
Corsair RS140 2-Pack,https://pcpartpicker.com/product/JMzXsY/corsair-rs140-955-cfm-140-mm-fans-2-pack-co-9050191-ww,38.99,140,Black,"330,1700","14.6,95.5","10,36",true
Noctua A4x20 PWM,https://pcpartpicker.com/product/t9s8TW/noctua-nf-a4x20-pwm-55-cfm-40mm-fan-nf-a4x20-pwm,15.95,40,Brown,"1200,5000","4.89,5.53","12.2,14.9",true
Fractal Design Aspect 14 PWM,https://pcpartpicker.com/product/bgzhP6/fractal-design-aspect-14-pwm-78-cfm-140-mm-fan-fd-f-as1-1403,24.99,140,Black,"500,1700","20,78","10,35.5",true
ARCTIC P12 Max,https://pcpartpicker.com/product/9r6NnQ/arctic-p12-max-8104-cfm-120-mm-fan-acfan00280a,,120,Black,"200,3300",81.04,,true
NZXT F120 RGB DUO,https://pcpartpicker.com/product/k8Fbt6/nzxt-f120-rgb-duo-4858-cfm-120-mm-fan-rf-d12sf-b1,32.99,120,Black,"500,1800",48.58,29,true
DARKROCK R120 2-Pack,https://pcpartpicker.com/product/zVgZxr/darkrock-r120-120-mm-fans-2-pack-dr-fan-r120-bk-x2,14.99,120,Black,"800,1600",,27.7,true
Phanteks M25G2-120 3-Pack,https://pcpartpicker.com/product/n7TFf7/phanteks-m25g2-120-7272-cfm-120-mm-fans-3-pack-ph-f120m25_g2_bbk01_3p,19.98,120,Black,"350,2000",72.72,35.13,true
be quiet! Light Wings PWM high-speed 3-Pack,https://pcpartpicker.com/product/FFpzK8/be-quiet-light-wings-pwm-high-speed-717-cfm-140-mm-fans-3-pack-bl079,80.9,140,Black,2200,71.7,31,true
Corsair iCUE LINK RX120 3-Pack,https://pcpartpicker.com/product/mHtLrH/corsair-icue-link-rx120-742-cfm-120-mm-fans-3-pack-co-9051010-ww,91.99,120,Black,2100,"10.5,74.2","10,36",false
be quiet! Silent Wings Pro 4,https://pcpartpicker.com/product/RPkH99/be-quiet-silent-wings-pro-4-839-cfm-120-mm-fan-bl118,29.9,120,White,3000,83.9,36.9,true
Cooler Master MasterFan MF120 Halo² 3in1 3-Pack,https://pcpartpicker.com/product/Jv88TW/cooler-master-masterfan-mf120-halo2-3in1-5188-cfm-120-mm-fans-3-pack-mfl-b2dn-213p2-r2,59,120,Black,"1,2050",51.88,27,true
Fractal Design Momentum 3-Pack,https://pcpartpicker.com/product/nZG2FT/fractal-design-momentum-7439-cfm-140-mm-fans-3-pack-fd-f-mr1-1403,79.99,140,Black,"350,1800",74.39,28,true
Lian Li UNI FAN SL V2,https://pcpartpicker.com/product/QD6p99/lian-li-uni-fan-sl-v2-776-cfm-140-mm-fan-sl140v2-1b,,140,Black / Silver,"250,1600",77.6,29,true
NZXT F120 RGB Core 3-Pack,https://pcpartpicker.com/product/7vjRsY/nzxt-f120-rgb-core-7886-cfm-120-mm-fans-3-pack-rf-c12tf-w1,89.68,120,White,"500,1800",78.86,33.88,true
Lian Li UNI FAN SL V2,https://pcpartpicker.com/product/FgRYcf/lian-li-uni-fan-sl-v2-776-cfm-140-mm-fan-sl140v2-1w,,140,White / Silver,"250,1600",77.6,29,true
Thermalright TL-S12R,https://pcpartpicker.com/product/D9mNnQ/thermalright-tl-s12r-476-cfm-120-mm-fan-tl-s12r,,120,Black,1500,47.6,23.2,true
Thermaltake CT120 ARGB Sync 2-Pack,https://pcpartpicker.com/product/MBP8TW/thermaltake-ct120-argb-sync-5705-cfm-120-mm-fans-2-pack-cl-f149-pl12sw-a,35.99,120,Black,"500,2000",57.05,25.8,true
Noctua A20 PWM chromax.black.swap,https://pcpartpicker.com/product/2WfFf7/noctua-nf-a20-pwm-chromaxblackswap-8646-cfm-200-mm-fan-nf-a20-pwm-chromaxblackswap,41.95,200,Black / Multicolor,"350,800",86.46,18.1,true
be quiet! Light Wings,https://pcpartpicker.com/product/CspD4D/be-quiet-light-wings-5137-cfm-140-mm-fan-bl134,29.9,140,Black,1300,51.37,25.5,true
Corsair RS140 ARGB 2-Pack,https://pcpartpicker.com/product/Q6GhP6/corsair-rs140-argb-955-cfm-140-mm-fans-2-pack-co-9050187-ww,63.99,140,White,"330,1700","14.6,95.5","10,36",true
ARCTIC P12 Pro Reverse A-RGB,https://pcpartpicker.com/product/CxCCmG/arctic-p12-pro-reverse-a-rgb-73-cfm-120-mm-fan-acfan00325a,14.99,120,White,"500,3000",73,,true
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/fdG2FT/lian-li-uni-fan-cl-wireless-723-cfm-120-mm-fans-3-pack-12rcl1w3w,63.99,120,White,"250,2100",72.3,30.8,true
be quiet! Silent Wings 4,https://pcpartpicker.com/product/fXcG3C/be-quiet-silent-wings-4-784-cfm-140-mm-fan-bl097,25.9,140,Black,1900,78.4,29.3,true
ARCTIC P14 PST,https://pcpartpicker.com/product/Wm66Mp/arctic-p14-pst-728-cfm-140-mm-fan-acfan00125a,,140,Black,"200,1700",72.8,22.5,true
NZXT F120Q (2024),https://pcpartpicker.com/product/C2dG3C/nzxt-f120q-2024-7426-cfm-120-mm-fan-rf-q12sf-w2,14.99,120,White,"500,1700",74.26,25.1,true
Phanteks PH-F140D30R 3-Pack,https://pcpartpicker.com/product/pnwmP6/phanteks-ph-f140d30r-7176-cfm-140-mm-fans-3-pack-ph-f140d30r_drgb_pwm_bk01_3p,114.99,140,Black,"250,1800",71.76,32.1,true
Phanteks M25G2-120,https://pcpartpicker.com/product/f9G2FT/phanteks-m25g2-120-7272-cfm-120-mm-fan-ph-f120m25_g2_bbk01,13.98,120,Black,"350,2000",72.72,35.13,true
Thermaltake Riing Trio 14 RGB TT Premium Edition 3-Pack,https://pcpartpicker.com/product/9VPKHx/thermaltake-riing-trio-14-rgb-tt-6068-cfm-140-mm-fans-3-pack-cl-f077-pl14sw-a,180.04,140,Black,"500,1400",60.68,26.5,true
ARCTIC P14 Slim PWM PST,https://pcpartpicker.com/product/jPjBD3/arctic-p14-slim-pwm-pst-52-cfm-140-mm-fan-acfan00268a,15.99,140,Black,"150,1800",52,,true
Corsair iCUE LINK LX140 RGB 2-Pack,https://pcpartpicker.com/product/tPCZxr/corsair-icue-link-lx140-rgb-847-cfm-140-mm-fans-2-pack-co-9051028-ww,119.99,140,Black,"350,2000","10.74,84.7","10,36",true
be quiet! Pure Wings 3 PWM High-Speed 3-Pack,https://pcpartpicker.com/product/kxPv6h/be-quiet-pure-wings-3-pwm-high-speed-722-cfm-120-mm-fans-3-pack-bl138,36.9,120,Black,1800,72.2,30.5,true
Phanteks D30-120 3-Pack,https://pcpartpicker.com/product/PDxxFT/phanteks-d30-120-643-cfm-120-mm-fans-3-pack-ph-f120d30_drgb_pwm_bk01_3p,127.99,120,Black,"250,2000",64.3,30.2,true
ID-COOLING AF-125 3-Pack,https://pcpartpicker.com/product/nv7scf/id-cooling-af-125-7825-cfm-120-mm-fans-3-pack-af-125-k-trio,31.99,120,Black,"500,2000",78.25,29.85,true
Jonsbo ZB-120BR,https://pcpartpicker.com/product/FFKnTW/jonsbo-zb-120br-6526-cfm-120-mm-fan-zb-120br,14.49,120,Black,"700,2400","20.95,65.26","20.3,36.6",true
ARCTIC P12 PST A-RGB 0dB 3-Pack,https://pcpartpicker.com/product/FQ6p99/arctic-p12-pst-a-rgb-0db-488-cfm-120-mm-fans-3-pack-acfan00232a,43.99,120,Black,,48.8,,true
Noctua A9 PWM,https://pcpartpicker.com/product/JhM323/noctua-case-fan-nfa9pwm,18.95,92,Brown,"400,2000","36.84,46.44","16.3,22.8",true
Corsair iCUE SP120 RGB ELITE 3-Pack,https://pcpartpicker.com/product/wdmmP6/corsair-icue-sp120-rgb-elite-477-cfm-120-mm-fans-3-pack-co-9050109-ww,71.97,120,Black / White,"400,1500",,,true
ARCTIC P14 Pro PST,https://pcpartpicker.com/product/wGVfrH/arctic-p14-pro-pst-110-cfm-140-mm-fan-acfan00317a,12.49,140,White,"400,2499",110,,true
TRYX ROTA SL 3-Pack,https://pcpartpicker.com/product/2prp99/tryx-rota-sl-6564-cfm-120-mm-fans-3-pack-f-r120a-am3m-g0k,79.99,120,Black,"500,1850",65.64,28.87,true
Xigmatek eXTREME SILENT,https://pcpartpicker.com/product/vpCwrH/xigmatek-xsf-f8252-36-cfm-80-mm-fan-xsf-f8252,6.49,80,Black,2200,36,24,false
Thermalright TL-M12QW,https://pcpartpicker.com/product/yB4Pxr/thermalright-tl-m12qw-689-cfm-120-mm-fan-tl-m12qw,31.9,120,White,2000,68.9,28.2,true
Noctua F12 industrialPPC-2000 IP67 PWM,https://pcpartpicker.com/product/Ls6BD3/noctua-case-fan-nff12industrialppc2000ip67pwm,34.95,120,Brown / Black,"450,2000",71.69,29.7,true
Thermalright TL-E12B-S V3,https://pcpartpicker.com/product/P2grxr/thermalright-tl-e12b-s-v3-7237-cfm-120-mm-fan-tl-e12b-s-v3,7.9,120,Black,2000,72.37,27.7,true
Lian Li UNI FAN SL V2 3-Pack,https://pcpartpicker.com/product/K3KKHx/lian-li-uni-fan-sl-v2-645-cfm-120-mm-fans-3-pack-sl120v2-3w,,120,White / Silver,"250,2000",64.5,29.2,true
Thermalright TL-E12B V3,https://pcpartpicker.com/product/d3V2FT/thermalright-tl-e12b-v3-7237-cfm-120-mm-fan-tl-e12b-v3,8.39,120,Black,2000,72.37,27.7,true
HYTE flow FA12 3-Pack,https://pcpartpicker.com/product/BmpQzy/hyte-flow-fa12-72-cfm-120-mm-fans-3-pack-fan-hyte-001,34.9,120,Black / White,1500,72,28,true
Noctua S12B redux-1200 PWM,https://pcpartpicker.com/product/bKFPxr/noctua-case-fan-nfs12bredux1200pwm,16.95,120,Black / Gray,"400,1200",59.1,18.1,true
Lian Li UNI FAN TL 120 Reverse Blade 3-Pack,https://pcpartpicker.com/product/YBYRsY/lian-li-uni-fan-tl-120-reverse-blade-834-cfm-120-mm-fans-3-pack-12rtl3w,,120,White,"200,2300",83.4,34,false
Fractal Design Momentum,https://pcpartpicker.com/product/Y4JBD3/fractal-design-momentum-7439-cfm-140-mm-fan-fd-f-mr1-1401,29.99,140,Black,"350,1800",74.39,28,true
Thermalright TL-C12RW-S V2,https://pcpartpicker.com/product/qRwmP6/thermalright-tl-c12rw-s-v2-58-cfm-120-mm-fan-c12rw-s-v2,8.9,120,Black / White,1500,58,25.6,true
Corsair iCUE LINK RX120 MAX Starter Kit 3-Pack,https://pcpartpicker.com/product/rysV3C/corsair-icue-link-rx120-max-starter-kit-716-cfm-120-mm-fans-3-pack-co-9051042-ww,93.99,120,Black,"400,2000","16.5,71.6","10,29.5",true
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/MfYRsY/lian-li-uni-fan-sl-wireless-lcd-5008-cfm-120-mm-fans-3-pack-12sllcd1w3w,133,120,White,"350,1900",50.08,29.5,true
Corsair RS140 ARGB,https://pcpartpicker.com/product/qmXV3C/corsair-rs140-argb-955-cfm-140-mm-fan-co-9050186-ww,31.99,140,White,"330,1700","14.6,95.5","10,36",true
NZXT F140P (2024),https://pcpartpicker.com/product/FJLdnQ/nzxt-f140p-2024-932-cfm-140-mm-fan-rf-p14sf-b2,16.98,140,Black,"500,1700",93.2,30,true
Thermalright TL-K12R,https://pcpartpicker.com/product/BTbRsY/thermalright-tl-k12r-69-cfm-120-mm-fan-tl-k12r,,120,Black,2150,69,27,true
Noctua A8 PWM chromax.black.swap,https://pcpartpicker.com/product/Jdwkcf/noctua-nf-a8-pwm-chromaxblackswap-3267-cfm-80-mm-fan-nf-a8-pwm-chromaxblackswap,52.23,80,Black / Multicolor,"450,2200",32.67,17.7,true
Thermalright TL-C12CW,https://pcpartpicker.com/product/rrpQzy/thermalright-tl-c12cw-6617-cfm-120-mm-fan-tl-c12cw,,120,White,1550,66.17,25.6,true
DARKROCK R120 2-Pack,https://pcpartpicker.com/product/BBWmP6/darkrock-r120-120-mm-fans-2-pack-dr-fan-r120-wt-x2,14.99,120,White,"800,1600",,27.7,true
Antec P12R,https://pcpartpicker.com/product/ZvpQzy/antec-p12r-6146-cfm-120-mm-fan-0-761345-40034-3,24.63,120,Black,"600,1500","55.31,61.46","14.2,29.5",true
NZXT F120 RGB DUO 3-Pack,https://pcpartpicker.com/product/2T4Ycf/nzxt-f120-rgb-duo-4858-cfm-120-mm-fans-3-pack-rf-d12tf-b1,124.99,120,Black,"500,1800",48.58,29,true
Asus TUF Gaming TR120 ARGB,https://pcpartpicker.com/product/tvnXsY/asus-tuf-gaming-tr120-argb-774-cfm-120-mm-fan-tuf-gaming-tr120-fan-argb-black,36.7,120,Black,2000,77.4,29,true
Noctua A9 PWM chromax.black.swap,https://pcpartpicker.com/product/LmLwrH/noctua-a9-pwm-chromaxblackswap-4644-cfm-92-mm-fan-nf-a9-pwm-chromaxblackswap,26.95,92,Black / Multicolor,"400,2000",46.44,22.8,true
Thermaltake CT120 2-Pack,https://pcpartpicker.com/product/Lhqrxr/thermaltake-ct120-5705-cfm-120-mm-fans-2-pack-cl-f147-pl12bl-a,24.99,120,Black,"500,2000",57.05,25.8,true
Corsair LL120,https://pcpartpicker.com/product/m8hj4D/corsair-ll120-rgb-led-4325-cfm-120-mm-fan-co-9050071-ww,,120,Black,"600,1500",43.25,24.8,true
Lian Li UNI FAN SL V2,https://pcpartpicker.com/product/qpqPxr/lian-li-uni-fan-sl-v2-645-cfm-120-mm-fan-sl120v2-1w,,120,White / Silver,"250,2000",64.5,29.2,true
ARCTIC F12,https://pcpartpicker.com/product/W4fxFT/arctic-f12-53-cfm-120-mm-fan-acfan00201a,7.07,120,Black,1350,53,22.5,false
