name,part_url,price,type,efficiency,wattage,modular,color
Aerocool P7 Platinum,https://pcpartpicker.com/product/GDjJ7P/aerocool-p7-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-p785fuc11,,ATX,platinum,850,Full,Black
Cooler Master Elite NEX N500 230V,https://pcpartpicker.com/product/mWzp99/cooler-master-elite-nex-n500-230v-500-w-atx-power-supply-mpw-5001-acbn-b,,ATX,,500,false,Black
Cooler Master Elite NEX PN600 Peak,https://pcpartpicker.com/product/HrRnTW/cooler-master-elite-nex-pn600-peak-600-w-atx-power-supply-mpw-6001-acak-p,,ATX,,600,false,Black
FSP Group VITA-1000GM,https://pcpartpicker.com/product/mwQKHx/fsp-group-vita-1000gm-1000-w-80-gold-certified-fully-modular-atx-power-supply-vita-1000gm-white-edition,,ATX,gold,1000,Full,White
SeaSonic 850FX WHITE,https://pcpartpicker.com/product/dbNgXL/seasonic-focus-fx-white-850-w-80-gold-certified-fully-modular-atx-power-supply-ssr-850fx-white,,ATX,gold,850,Full,White
be quiet! Pure Power L8,https://pcpartpicker.com/product/cRjG3C/be-quiet-pure-power-l8-600-w-80-bronze-certified-atx-power-supply-bn624,,ATX,bronze,600,false,
be quiet! Pure Power L8,https://pcpartpicker.com/product/C4R48d/be-quiet-power-supply-bn625,,ATX,bronze,700,false,
BitFenix BFG GOLD ATX3.0,https://pcpartpicker.com/product/RMgrxr/bitfenix-bfg-gold-atx30-750-w-80-gold-certified-fully-modular-atx-power-supply-bp-bga750umag,,ATX,gold,750,Full,Black
FSP Group AURUM GOLD 700,https://pcpartpicker.com/product/Bv9KHx/fsp-group-power-supply-aurumgold700,,ATX,gold,700,false,
XFX P1-650S-NLB9,https://pcpartpicker.com/product/98tCmG/xfx-p1-650s-nlb9-650-w-80-bronze-certified-atx-power-supply-p1-650s-nlb9,,ATX,bronze,650,false,
EVGA SuperNOVA 1000 PQ,https://pcpartpicker.com/product/dfF48d/evga-supernova-1000-pq-1000-w-80-platinum-certified-semi-modular-atx-power-supply-210-pq-1000-x1,,ATX,platinum,1000,Semi,Black
Cougar GX-F,https://pcpartpicker.com/product/8vqhP6/cougar-gx-f-550-w-80-gold-certified-fully-modular-atx-power-supply-gxf550,,ATX,gold,550,Full,Black / Orange
FSP Group Berserker 500,https://pcpartpicker.com/product/VsZ2FT/fsp-group-500w-80-bronze-certified-atx-power-supply-berserker-500,,ATX,bronze,500,false,
Cooler Master Hyper White,https://pcpartpicker.com/product/wT8bt6/cooler-master-hyper-white-600-w-80-certified-atx-power-supply-mpe-6001-acaan-hus,,ATX,plus,600,false,Black
Rosewill Capstone G750,https://pcpartpicker.com/product/vHhj4D/rosewill-power-supply-capstoneg750,,ATX,gold,750,Semi,
Rosewill G650,https://pcpartpicker.com/product/HkdFf7/rosewill-power-supply-capstoneg650,,ATX,gold,650,Semi,
G.Skill PS1250P,https://pcpartpicker.com/product/M6ZFf7/gskill-ripjaws-platinum-1250w-80-platinum-certified-fully-modular-atx-power-supply-gp-pl1250a-cwv1,,ATX,platinum,1250,Full,Black
EVGA SuperNOVA 1050 GS,https://pcpartpicker.com/product/QG38TW/evga-supernova-1050-gs-1050-w-80-gold-certified-fully-modular-atx-power-supply-220-gs-1050-v1,,ATX,gold,1050,Full,
Fractal Design Tesla R2,https://pcpartpicker.com/product/PtPfrH/fractal-design-power-supply-fdpsuts2b1000w,,ATX,gold,1000,false,
FSP Group Raider S 650,https://pcpartpicker.com/product/mdK7YJ/fsp-group-power-supply-raiders650,,ATX,silver,650,false,
LC-Power LC1000 V2.4,https://pcpartpicker.com/product/yg8bt6/lc-power-lc1000-v24-1000-w-80-platinum-certified-fully-modular-atx-power-supply-lc1000-v24,,ATX,platinum,1000,Full,Black
LC-Power LC1200 V2.4,https://pcpartpicker.com/product/dH6p99/lc-power-lc1200-v24-1200-w-80-platinum-certified-fully-modular-atx-power-supply-lc1200-v24,,ATX,platinum,1200,Full,Black
Cooler Master RS,https://pcpartpicker.com/product/Rc3RsY/cooler-master-power-supply-rs650acaab1us,,ATX,bronze,650,false,
Thermalright TPFX750,https://pcpartpicker.com/product/7rkH99/thermalright-tpfx750-750-w-80-platinum-certified-fully-modular-sfx-power-supply-tpfx750,,SFX,platinum,750,Full,Black
SeaSonic SS-500ET Bronze,https://pcpartpicker.com/product/R6M323/seasonic-power-supply-ss500etbronze,,ATX,bronze,500,false,
SeaSonic SS-500ES Bronze,https://pcpartpicker.com/product/9p98TW/seasonic-power-supply-ss500esbronze,,ATX,bronze,500,false,
Rosewill ARC 550,https://pcpartpicker.com/product/bBsKHx/rosewill-power-supply-arc550,,ATX,bronze,550,false,
Antec Earthwatts,https://pcpartpicker.com/product/tsDwrH/antec-power-supply-ea500green,,ATX,bronze,500,false,
Fractal Design Integra M,https://pcpartpicker.com/product/fgX2FT/fractal-design-power-supply-fdpsuin3b750w,,ATX,bronze,750,Semi,
OCZ ZS,https://pcpartpicker.com/product/jdh9TW/ocz-power-supply-oczzs750w,,ATX,bronze,750,false,
Xilence XP530R8,https://pcpartpicker.com/product/DWKcCJ/xilence-xp530r8-530-w-80-bronze-certified-atx-power-supply-xn061,,ATX,bronze,530,false,Black / Red
Xilence XP830R8,https://pcpartpicker.com/product/sGdxFT/xilence-xp830r8-830-w-80-bronze-certified-atx-power-supply-xn064,,ATX,bronze,830,false,Black / Red
Fractal Design Tesla R2,https://pcpartpicker.com/product/Hjdqqs/fractal-design-power-supply-fdpsuts2b500w,,ATX,gold,500,false,
Fractal Design Integra R2,https://pcpartpicker.com/product/pnxfrH/fractal-design-power-supply-fdpsuin2b750w,,ATX,bronze,750,false,
Inter-Tech Coba Nitrox Nobility,https://pcpartpicker.com/product/mFP8TW/inter-tech-coba-nitrox-nobility-700-w-80-silver-certified-semi-modular-atx-power-supply-88882050,,ATX,silver,700,Semi,Black / Orange
Deepcool GamerStorm DQ-M,https://pcpartpicker.com/product/38w7YJ/deepcool-gamerstorm-dq-m-850-w-80-gold-certified-fully-modular-atx-power-supply-dq850-m,,ATX,gold,850,Full,Black / Silver
be quiet! Straight Power 10,https://pcpartpicker.com/product/Qx648d/be-quiet-power-supply-bn230,,ATX,gold,400,false,
GameMax GX-550 Modular,https://pcpartpicker.com/product/yZBzK8/gamemax-gx-550-modular-550-w-80-gold-certified-fully-modular-atx-power-supply-gx-550-modular,,ATX,gold,550,Full,Black
Fractal Design Anode Bronze,https://pcpartpicker.com/product/Q8D7YJ/fractal-design-anode-bronze-750-w-80-bronze-certified-semi-modular-atx-power-supply-fd-p-aa1b-750,233,ATX,bronze,750,Semi,Black
Cooler Master Silent Pro M2,https://pcpartpicker.com/product/4L3RsY/cooler-master-power-supply-rs850spm2d3us,,ATX,silver,850,Semi,
Cougar COUGAR-RS650,https://pcpartpicker.com/product/j4bp99/cougar-power-supply-cougarrs650,,ATX,plus,650,false,
Apevia AR,https://pcpartpicker.com/product/w3hKHx/apevia-ar-500-w-atx-power-supply-atx-ar500w,,ATX,,500,false,Black
Insignia NS-PCW5508,https://pcpartpicker.com/product/YF3H99/insignia-550-w-80-bronze-certified-atx-power-supply-ns-pcw5508,,ATX,bronze,550,false,Black
Diablotek PSUL775,https://pcpartpicker.com/product/RkMFf7/diablotek-power-supply-psul775,,ATX,,775,false,
Azza PSAZ-500B12,https://pcpartpicker.com/product/27Lypg/azza-power-supply-psaz500b12,,ATX,,500,false,
Thermaltake Smart BM2,https://pcpartpicker.com/product/c47G3C/thermaltake-smart-bm2-450-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0450mnfabu-1,,ATX,bronze,450,Semi,Black
Super Flower Leadex Gold,https://pcpartpicker.com/product/nXXfrH/super-flower-leadex-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14mg,,ATX,gold,850,Full,
Super Flower SF-1000F14MP White,https://pcpartpicker.com/product/G2qdnQ/super-flower-power-supply-sf1000f14mpwhite,,ATX,platinum,1000,Full,
SeaSonic G12 GM,https://pcpartpicker.com/product/ZRvD4D/seasonic-g12-gm-550-w-80-gold-certified-semi-modular-atx-power-supply-g12-gm-550,,ATX,gold,550,Semi,Black / Blue
SHARKOON Rebel P20 1200,https://pcpartpicker.com/product/msDQzy/sharkoon-rebel-p20-1200-1200-w-fully-modular-atx-power-supply-rebel-p20-1200,354.05,ATX,,1200,Full,Black
SHARKOON Rebel P20 850,https://pcpartpicker.com/product/MXNscf/sharkoon-rebel-p20-850-850-w-fully-modular-atx-power-supply-rebel-p20-850-white,,ATX,,850,Full,White
Chieftec Polaris,https://pcpartpicker.com/product/BNwmP6/chieftec-polaris-850-w-80-gold-certified-fully-modular-atx-power-supply-pps-850fc,,ATX,gold,850,Full,Black
Enermax Platimax D.F.,https://pcpartpicker.com/product/fGJtt6/enermax-platimax-df-1050-w-80-platinum-certified-fully-modular-atx-power-supply-epf1050ewt,,ATX,platinum,1050,Full,Black
CoolMax CL-700B,https://pcpartpicker.com/product/KgW9TW/coolmax-power-supply-cl700b,65.59,ATX,,700,false,
XFX Black Edition,https://pcpartpicker.com/product/xqn2FT/xfx-black-edition-750-w-80-silver-certified-fully-modular-atx-power-supply-p1-750b-cag9,126.99,ATX,silver,750,Full,
SHARKOON Rebel P20 1000,https://pcpartpicker.com/product/wDFCmG/sharkoon-rebel-p20-1000-1000-w-fully-modular-atx-power-supply-rebel-p20-1000-white,,ATX,,1000,Full,White
Super Flower Leadex Platinum,https://pcpartpicker.com/product/mW4Ycf/super-flower-leadex-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-sf-850f14mp,,ATX,platinum,850,Full,Black
BitFenix BFG GOLD ATX3.0,https://pcpartpicker.com/product/9XNYcf/bitfenix-bfg-gold-atx30-850-w-80-gold-certified-fully-modular-atx-power-supply-bp-bga850umag,,ATX,gold,850,Full,Black
Rosewill VALENS-500,https://pcpartpicker.com/product/DkL7YJ/rosewill-power-supply-valens500,,ATX,gold,500,false,
Enermax MarbleBron RGB,https://pcpartpicker.com/product/zjC48d/enermax-marblebron-rgb-850-w-80-bronze-certified-semi-modular-atx-power-supply-emb850ewt-rgb,,ATX,bronze,850,Semi,Black
YEYIAN Pegasus,https://pcpartpicker.com/product/MmZXsY/yeyian-pegasus-1000-w-80-platinum-certified-fully-modular-atx-power-supply-yfp-1k031-01,,ATX,platinum,1000,Full,Black
Chieftec SILICON,https://pcpartpicker.com/product/kwFCmG/chieftec-silicon-750-w-80-bronze-certified-fully-modular-atx-power-supply-slc-750c,,ATX,bronze,750,Full,Black / Red
Deepcool PM700D,https://pcpartpicker.com/product/hDqrxr/deepcool-pm700d-700-w-80-gold-certified-atx-power-supply-r-pm700d-fa0b-us,,ATX,gold,700,false,Black
Thermaltake Toughpower,https://pcpartpicker.com/product/PHyFf7/thermaltake-toughpower-1500-w-80-silver-certified-semi-modular-atx-power-supply-tp-1500m,,ATX,silver,1500,Semi,
LC-Power LC6450 V2.3,https://pcpartpicker.com/product/QJnypg/lc-power-lc6-v23-450-w-80-bronze-certified-atx-power-supply-lc6450v23,,ATX,bronze,450,false,Black
GALAX PGO1BGPFNAFB0,https://pcpartpicker.com/product/VqtLrH/galax-pgo1bgpfnafb0-1200-w-80-gold-certified-fully-modular-atx-power-supply-pgo1bgpfnafb0,,ATX,gold,1200,Full,Black
be quiet! POWER 2,https://pcpartpicker.com/product/C998TW/be-quiet-power-2-400-w-80-bronze-certified-sfx-power-supply-bn227,,SFX,bronze,400,false,Black
Antec VP,https://pcpartpicker.com/product/bZL7YJ/antec-power-supply-vp550f,,ATX,plus,550,false,
Ultra X4,https://pcpartpicker.com/product/Yt648d/ultra-x4-750-w-80-bronze-certified-fully-modular-atx-power-supply-u12-41562,,ATX,bronze,750,Full,
Kuroutoshikou KRPW-BR550W/85+,https://pcpartpicker.com/product/7KKscf/kuroutoshikou-krpw-br550w85-550-w-80-bronze-certified-atx-power-supply-krpw-br550w85,,ATX,bronze,550,false,Black
Rosewill Capstone,https://pcpartpicker.com/product/BstQzy/rosewill-capstone-1000w-80-gold-certified-semi-modular-atx-power-supply-capstone-1000m-2,,ATX,gold,1000,Semi,Black
Aerocool PREMIER G1,https://pcpartpicker.com/product/NjKnTW/aerocool-premier-g1-750-w-80-gold-certified-fully-modular-atx-power-supply-acps-2503,,ATX,gold,750,Full,Black
HEC HP485D,https://pcpartpicker.com/product/rfBv6h/compucase-power-supply-hp485d,,ATX,,485,false,
Thermaltake Toughpower,https://pcpartpicker.com/product/KVzv6h/thermaltake-toughpower-1200-w-80-certified-fully-modular-atx-power-supply-w0133ru,,ATX,plus,1200,Full,
OCZ ZT,https://pcpartpicker.com/product/6kMFf7/ocz-power-supply-oczzt750w,,ATX,bronze,750,Full,
Thermaltake Smart,https://pcpartpicker.com/product/r2yFf7/thermaltake-smart-530-w-80-certified-atx-power-supply-sp-530p,,ATX,plus,530,false,
Thermaltake Toughpower XT,https://pcpartpicker.com/product/PtGkcf/thermaltake-power-supply-tpx1375m,,ATX,gold,1375,Semi,
HEC HEC200SAFX,https://pcpartpicker.com/product/8hH323/hec-power-supply-hec200safx,,Mini ITX,,200,false,
Thortech Thunderbolt PLUS,https://pcpartpicker.com/product/Ypckcf/thortech-thunderbolt-plus-1000-w-80-gold-certified-fully-modular-atx-power-supply-ttbpk00g,,ATX,gold,1000,Full,
Corsair Vengeance 500,https://pcpartpicker.com/product/4Ms8TW/corsair-vengeance-500-500-w-80-bronze-certified-atx-power-supply-cp-9020107-de,,ATX,bronze,500,false,
Rosewill RD-Z,https://pcpartpicker.com/product/wGPgXL/rosewill-rd-z-450-w-80-certified-atx-power-supply-rd-450z,,ATX,plus,450,false,Black
Rosewill RD-Z,https://pcpartpicker.com/product/DpBhP6/rosewill-rd-z-500-w-80-certified-atx-power-supply-rd-500z,,ATX,plus,500,false,Black
Antec EDGE,https://pcpartpicker.com/product/sdCrxr/antec-power-supply-edge750,,ATX,gold,750,Full,
Chieftec Polaris,https://pcpartpicker.com/product/TXzXsY/chieftec-polaris-1050-w-80-gold-certified-fully-modular-atx-power-supply-pps-1050fc,,ATX,gold,1050,Full,Black
Chieftec Polaris,https://pcpartpicker.com/product/Zkrqqs/chieftec-polaris-1250-w-80-gold-certified-fully-modular-atx-power-supply-pps-1250fc,,ATX,gold,1250,Full,Black
Cougar VTE X2,https://pcpartpicker.com/product/4BgFf7/cougar-vte-x2-700-w-80-certified-atx-power-supply-vte-x2-700,,ATX,plus,700,false,Black
Zalman ZM600-HP,https://pcpartpicker.com/product/6bg323/zalman-zm600-hp-600-w-fully-modular-atx-power-supply-zm600-hp,,ATX,,600,Full,
Enermax TRIATHLOR,https://pcpartpicker.com/product/xzJwrH/enermax-power-supply-eta650awtm,,ATX,bronze,650,Semi,
Cooler Master Silent Pro Hybrid,https://pcpartpicker.com/product/f7xfrH/cooler-master-power-supply-rs850sphad3,,ATX,gold,850,Full,
SeaSonic X,https://pcpartpicker.com/product/27xfrH/seasonic-power-supply-x1250,,ATX,gold,1250,Full,
LEPA G,https://pcpartpicker.com/product/KfXfrH/lepa-power-supply-g1600ma,,ATX,gold,1600,Full,
LEPA B850-MA,https://pcpartpicker.com/product/Qp7wrH/lepa-power-supply-b850ma,,ATX,bronze,850,Semi,
NZXT HALE82,https://pcpartpicker.com/product/zvMFf7/nzxt-hale82-850-w-80-bronze-certified-semi-modular-atx-power-supply-hale82-850-m,,ATX,bronze,850,Semi,
Cougar RX600,https://pcpartpicker.com/product/P2vRsY/cougar-power-supply-rx600,,ATX,plus,600,false,
Cougar RX500,https://pcpartpicker.com/product/d3Lypg/cougar-power-supply-rx500,,ATX,plus,500,false,
Antec High Current Pro,https://pcpartpicker.com/product/BJ9KHx/antec-power-supply-hcp1200,,ATX,gold,1200,false,
Antec Signature,https://pcpartpicker.com/product/4hphP6/antec-power-supply-sg850,,ATX,bronze,850,Full,
HEC HEC200SA2FX,https://pcpartpicker.com/product/mHg323/compucase-power-supply-hec200sa2fx,,Mini ITX,,200,false,
Cooler Master eXtreme Power Plus,https://pcpartpicker.com/product/cvxfrH/cooler-master-power-supply-rs700pcaae3us,,ATX,,700,false,
Enermax ERV1020EWT,https://pcpartpicker.com/product/tdQypg/enermax-power-supply-erv1020ewt,,ATX,silver,1020,Full,
Enermax ERV920EWT,https://pcpartpicker.com/product/gxMFf7/enermax-power-supply-erv920ewt,,ATX,silver,920,Full,
OCZ StealthXstream II,https://pcpartpicker.com/product/mpsKHx/ocz-power-supply-ocz600sxs2,,ATX,plus,600,false,
OCZ EliteXStream,https://pcpartpicker.com/product/rsNp99/ocz-power-supply-ocz800exs,,ATX,plus,800,false,
Rosewill Stallion,https://pcpartpicker.com/product/czckcf/rosewill-power-supply-rd5002db,,ATX,,500,false,
Rosewill RV2-700,https://pcpartpicker.com/product/hLTmP6/rosewill-power-supply-rv2700,,ATX,,700,false,
Rosewill RV350-2,https://pcpartpicker.com/product/pLTmP6/rosewill-power-supply-rv3502,,ATX,,350,false,
Rosewill SL-300TFX,https://pcpartpicker.com/product/q8Bv6h/rosewill-sl-300tfx-300-w-tfx-power-supply-sl-300tfx,,TFX,,300,false,Silver
Silverstone Strider,https://pcpartpicker.com/product/zwQypg/silverstone-power-supply-st75ef,,ATX,bronze,750,false,
Silverstone Strider,https://pcpartpicker.com/product/TTh9TW/silverstone-power-supply-st85fp,,ATX,silver,850,Full,
Sunbeam PSU-ECO750-US-BL,https://pcpartpicker.com/product/NHg323/sunbeam-power-supply-psueco750usbl,,ATX,plus,750,false,
Thermaltake TR2,https://pcpartpicker.com/product/tYGkcf/thermaltake-power-supply-trx650m,,ATX,,650,Full,
Thermaltake TR2,https://pcpartpicker.com/product/gcK7YJ/thermaltake-power-supply-w0070ruc,,ATX,,430,false,
Zalman ZM500-RS,https://pcpartpicker.com/product/WvxfrH/zalman-zm500-rs-500-w-80-certified-atx-power-supply-zm500-rs,,ATX,plus,500,false,
Silverstone Strider,https://pcpartpicker.com/product/cg6BD3/silverstone-power-supply-sstst75fgevolution,,ATX,gold,750,Full,
be quiet! System Power U9,https://pcpartpicker.com/product/TKvbt6/be-quiet-system-power-u9-700-w-80-bronze-certified-atx-power-supply-bn289,,ATX,bronze,700,false,Black
Thermaltake Toughpower iRGB PLUS 850 Platinum,https://pcpartpicker.com/product/k6DJ7P/thermaltake-toughpower-irgb-plus-850-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpi-0850f2fdpu-1,,ATX,platinum,850,Full,Black
Enermax NAXN ADV.,https://pcpartpicker.com/product/YrZQzy/enermax-naxn-adv-550-w-80-bronze-certified-atx-power-supply-etl550awt,,ATX,bronze,550,false,
Enermax NAXN ADV.,https://pcpartpicker.com/product/4CNp99/enermax-power-supply-etl650awt,,ATX,bronze,650,Semi,
SeaSonic SSP-450RT,https://pcpartpicker.com/product/Cb7wrH/seasonic-power-supply-ssp450rt,,ATX,gold,450,false,
Raidmax XT,https://pcpartpicker.com/product/QRGj4D/raidmax-power-supply-rx500xt,,ATX,,500,false,
GameMax GM,https://pcpartpicker.com/product/hzNgXL/gamemax-gm-1650-w-80-gold-certified-atx-power-supply-gm-1650,,ATX,gold,1650,false,Black
CoolMax ZU-600B,https://pcpartpicker.com/product/vYxfrH/coolmax-power-supply-zu600b,,ATX,bronze,600,Semi,
Rosewill SMG650,https://pcpartpicker.com/product/QLFbt6/rosewill-smg650-650-w-80-gold-certified-fully-modular-atx-power-supply-smg650,,ATX,gold,650,Full,Black
Antec NeoECO 550 Gold,https://pcpartpicker.com/product/f2qhP6/antec-neoeco-gold-550-w-80-gold-certified-semi-modular-atx-power-supply-ne550g,,ATX,gold,550,Semi,Black
Antec Earthwatts Green,https://pcpartpicker.com/product/8zM323/antec-power-supply-ea350green,,ATX,bronze,350,false,
be quiet! Pure Power L7,https://pcpartpicker.com/product/ndBv6h/be-quiet-pure-power-l7-350-w-80-certified-atx-power-supply-bn104,,ATX,plus,350,false,
Enermax CYBERBRON,https://pcpartpicker.com/product/FB848d/enermax-cyberbron-700-w-80-bronze-certified-atx-power-supply-ecb700awt,,ATX,bronze,700,false,Black / Silver
Antec High Current Pro,https://pcpartpicker.com/product/qMh9TW/antec-power-supply-hcp1000,,ATX,platinum,1000,Full,
Thermaltake Toughpower DPS G RGB Gold,https://pcpartpicker.com/product/RZQRsY/thermaltake-toughpower-dps-g-rgb-gold-850w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0850dpcgus-r,,ATX,gold,850,Full,
Thermalright AG-1000,https://pcpartpicker.com/product/m7Hp99/thermalright-ag-1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-ag-1000,,ATX,gold,1000,Full,Black
Enermax Platimax,https://pcpartpicker.com/product/C8rcCJ/enermax-power-supply-epm500awt,,ATX,platinum,500,Semi,
Cooler Master MasterWatt TUF Gaming Alliance,https://pcpartpicker.com/product/n9PKHx/cooler-master-masterwatt-tuf-gaming-alliance-550-w-80-bronze-certified-semi-modular-atx-power-supply-mpx-5501-amaab-sf,,ATX,bronze,550,Semi,Black / Gray
PC Cooler KN1000,https://pcpartpicker.com/product/dHLp99/pc-cooler-kn1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-p3-kn1000-g1f,,ATX,gold,1000,Full,Black
G.Skill MB850G,https://pcpartpicker.com/product/jZV2FT/gskill-mb850g-850-w-80-gold-certified-fully-modular-atx-power-supply-gp-gd850a-cwmb1,,ATX,gold,850,Full,Black
Segotep CP-PSU-ST-P750F,https://pcpartpicker.com/product/drD7YJ/segotep-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-psu-st-p750f,,ATX,gold,750,Full,Black
Antec High Current Gamer,https://pcpartpicker.com/product/kWfhP6/antec-high-current-gamer-850w-80-bronze-certified-fully-modular-atx-power-supply-hcg850-bronze,,ATX,bronze,850,Full,Black
Antec NeoECO Gold,https://pcpartpicker.com/product/QjTp99/antec-neoeco-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-ne650g-m,,ATX,gold,650,Full,
be quiet! Straight Power E9,https://pcpartpicker.com/product/q78H99/be-quiet-power-supply-bn193,,ATX,gold,600,false,
Rosewill Capstone,https://pcpartpicker.com/product/Pjzv6h/rosewill-power-supply-capstone650m,,ATX,gold,650,Semi,
Cooler Master M620,https://pcpartpicker.com/product/9Q8H99/cooler-master-real-power-620w-80-certified-semi-modular-atx-power-supply-rs-620-asaa-a1,,ATX,plus,620,Semi,
Super Flower Leadex III Super Pro,https://pcpartpicker.com/product/M6rRsY/super-flower-leadex-iii-super-pro-750-w-80-bronze-certified-fully-modular-atx-power-supply-sf-750r14he,,ATX,bronze,750,Full,Black
Super Flower Leadex III Super Pro,https://pcpartpicker.com/product/wjZ9TW/super-flower-leadex-iii-super-pro-850-w-80-bronze-certified-fully-modular-atx-power-supply-sf-850r14he,,ATX,bronze,850,Full,Black
Cooler Master X Silent MAX,https://pcpartpicker.com/product/HvP8TW/cooler-master-x-silent-max-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mps-d001-afap-bus,,ATX,platinum,1300,Full,Black
iTek GF EVO,https://pcpartpicker.com/product/PHYmP6/itek-gf-evo-850-w-80-gold-certified-fully-modular-atx-power-supply-itpsegf850,,ATX,gold,850,Full,Black
CoolMax ZX-500,https://pcpartpicker.com/product/XZMFf7/coolmax-power-supply-zx500,,ATX,plus,500,false,
Cooler Master MasterWatt Maker,https://pcpartpicker.com/product/K88H99/cooler-master-masterwatt-maker-1200w-80-titanium-certified-fully-modular-atx-power-supply-mpz-c001-afbat,,ATX,titanium,1200,Full,
Enermax REVOLUTION X't II,https://pcpartpicker.com/product/t2mxFT/enermax-revolution-xt-ii-650-w-80-gold-certified-semi-modular-atx-power-supply-erx650awt,,ATX,gold,650,Semi,
GAMDIAS ASTRAPE P1 G,https://pcpartpicker.com/product/gpL48d/gamdias-astrape-p1-g-750-w-80-gold-certified-fully-modular-atx-power-supply-astrape-p1-750w-g,,ATX,gold,750,Full,Black / Multicolor
GAMDIAS Cyclops X1 P,https://pcpartpicker.com/product/q7F48d/gamdias-cyclops-x1-p-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cyclops-x1-1200w-p,,ATX,platinum,1200,Full,Black / Multicolor
FSP Group HEXA 85+,https://pcpartpicker.com/product/6Dx2FT/fsp-group-hexa-85-350w-80-bronze-certified-atx-power-supply-hexa-85-350w,,ATX,bronze,350,false,Black
Deepcool PN850D WH,https://pcpartpicker.com/product/3wQKHx/deepcool-pn850d-wh-850-w-80-gold-certified-atx-power-supply-r-pn850d-fc0w-us,,ATX,gold,850,false,White
Rosewill Capstone,https://pcpartpicker.com/product/CdLypg/rosewill-power-supply-capstone550m,,ATX,gold,550,Semi,
Thermalright AG-850,https://pcpartpicker.com/product/4GYRsY/thermalright-ag-850-850-w-80-gold-certified-fully-modular-atx-power-supply-ag-850,,ATX,gold,850,Full,Black
Thermalright AG-850,https://pcpartpicker.com/product/fk3NnQ/thermalright-ag-850-850-w-80-gold-certified-fully-modular-atx-power-supply-ag-850-w,,ATX,gold,850,Full,White
Raidmax RX-635AP,https://pcpartpicker.com/product/ZkxfrH/raidmax-power-supply-rx635ap,,ATX,bronze,635,Semi,
Athena Power AP-P4ATX95FEPC,https://pcpartpicker.com/product/pJ4gXL/athena-power-950-w-80-certified-atx-power-supply-ap-p4atx95fepc,,ATX,plus,950,false,
Athena Power AP-MFATX25,https://pcpartpicker.com/product/6dV48d/athena-power-power-supply-apmfatx25,,Mini ITX,plus,250,false,
In Win P75F,https://pcpartpicker.com/product/zRsV3C/in-win-p75f-750-w-80-gold-certified-atx-power-supply-iw-ps-pf750w,,ATX,gold,750,false,Black
Deepcool PN650D WH,https://pcpartpicker.com/product/qR3NnQ/deepcool-pn650d-wh-650-w-80-gold-certified-atx-power-supply-r-pn650d-fc0w-us,,ATX,gold,650,false,White
Deepcool DN400,https://pcpartpicker.com/product/b78H99/deepcool-power-supply-dn400,,ATX,,400,false,
Thermaltake Cologne,https://pcpartpicker.com/product/2smNnQ/thermaltake-cologne-730-w-80-bronze-certified-atx-power-supply-w0394re,,ATX,bronze,730,false,Black
Thermaltake Toughpower GX1,https://pcpartpicker.com/product/bPKscf/thermaltake-toughpower-gx1-600-w-80-gold-certified-semi-modular-atx-power-supply-ps-tpd-0700nnfage-1,,ATX,gold,600,Semi,Black
EVGA 450 GD,https://pcpartpicker.com/product/g8smP6/evga-450-gd-450-w-80-gold-certified-atx-power-supply-100-gd-0450-v2,,ATX,gold,450,false,Black
EVGA 550 GD,https://pcpartpicker.com/product/qDXnTW/evga-550-gd-550-w-80-gold-certified-atx-power-supply-100-gd-0550-v2,,ATX,gold,550,false,Black
LC-Power LC8550 V2.31 Prophet,https://pcpartpicker.com/product/scxxFT/lc-power-lc8550-v231-prophet-550-w-80-bronze-certified-semi-modular-atx-power-supply-lc8550-v231,,ATX,bronze,550,Semi,Black / Blue
SeaSonic PRIME Gold,https://pcpartpicker.com/product/tnVBD3/seasonic-prime-gold-750w-80-gold-certified-fully-modular-atx-power-supply-ssr-750gd,,ATX,gold,750,Full,
RIOTORO ENIGMA G2,https://pcpartpicker.com/product/WDL48d/riotoro-enigma-g2-750-w-80-gold-certified-fully-modular-atx-power-supply-pr-gp0750-fmg2-uk,,ATX,gold,750,Full,Black / Yellow
RIOTORO BUILDER,https://pcpartpicker.com/product/BbJtt6/riotoro-builder-1200-w-80-gold-certified-fully-modular-atx-power-supply-pr-gp1200fm-uk,,ATX,gold,1200,Full,Black / Red
Ultra LSP650,https://pcpartpicker.com/product/Bxw323/ultra-lsp650-650-w-atx-power-supply-lsp650,,ATX,,650,false,
KOLINK Core RGB,https://pcpartpicker.com/product/YfBzK8/kolink-core-rgb-600-w-80-certified-atx-power-supply-pgw-ps-kol-030,,ATX,plus,600,false,Black
