name,part_url,price,bd,dvd,cd,bd_write,dvd_write,cd_write
Asus DRW-22B3S/BLK/G/AS,https://pcpartpicker.com/product/3RW9TW/asus-optical-drive-drw22b3sblkgas,,,16,48,,22/8/12/22/6/12/12,48/24
Asus DRW-22B2Sb/BLK/B/AS,https://pcpartpicker.com/product/ywsKHx/asus-optical-drive-drw22b2sbblkbas,,,16,48,,22/8/12/22/6/12/12,48/32
Lite-On iHAS524-T98A,https://pcpartpicker.com/product/6hH323/lite-on-optical-drive-ihas524t98a,,,16,48,,24/8/12/24/6/12/12,48/32
MSI DH-24AAS-17 R,https://pcpartpicker.com/product/Z8V48d/msi-optical-drive-dh24aas17r,,,16,48,,24/8/12/24/6/12/12,48/32
Lite-On DC-8A2SH,https://pcpartpicker.com/product/vKrG3C/lite-on-optical-drive-dc8a2sh,,,8,24,,8/8/6/8/6/6/5,24/24
Lite-On iHES208-08,https://pcpartpicker.com/product/qKrG3C/lite-on-optical-drive-ihes20808,,8,16,48,,16/8/8/16/6/8/12,48/48
Sony BD-5750H,https://pcpartpicker.com/product/gRW9TW/sony-optical-drive-bd5750h,,6,8,24,6/6/2/2,8/8/6/8/6/6/5,24/16
Teac DV516E/S,https://pcpartpicker.com/product/xcphP6/teac-optical-drive-dv516es,,,16,48,,,
Memorex 98240-KIT,https://pcpartpicker.com/product/2yCwrH/memorex-optical-drive-98240kit,,,16,48,,24/8/8/24/6/8/-,48/32
Lite-On DS-8A8SH,https://pcpartpicker.com/product/qHyFf7/lite-on-optical-drive-ds8a8sh,,,8,24,,8/8/6/8/6/6/5,24/24
Memorex MRX-550L,https://pcpartpicker.com/product/rF2kcf/memorex-optical-drive-mrx550l,,,16,48,,24/8/-/24/6/-/-,48/32
Sony AD-7740H-01,https://pcpartpicker.com/product/R4bp99/sony-optical-drive-ad7740h01,,,8,,,8/-/-/8/-/-/-,
Samsung SH-222AL/RSBS,https://pcpartpicker.com/product/48V48d/samsung-optical-drive-sh222alrsbs,,,16,48,,22/8/16/22/6/12/12,48/24
Samsung SH-222AL/BSBE,https://pcpartpicker.com/product/4msKHx/samsung-optical-drive-sh222albsbe,,,16,48,,22/8/16/22/6/12/12,48/24
Samsung TS-HB43L/HPBHF,https://pcpartpicker.com/product/XzDwrH/samsung-optical-drive-tshb43lhpbhf,,,16,40,,16/8/8/16/8/8/12,40/-
HP 447326-B21,https://pcpartpicker.com/product/F8Np99/hp-optical-drive-447326b21,,,16,40,,,
Lite-On ihes108-29,https://pcpartpicker.com/product/BbJwrH/lite-on-optical-drive-ihes10829,,8,16,48,8/4/8/4,16/8/16/16/6/16/12,48/32
Lite-On iHAS324-99,https://pcpartpicker.com/product/QqvRsY/lite-on-optical-drive-ihas32499,,,16,48,,24/8/12/24/6/12/12,48/32
Lite-On iHAS524-06,https://pcpartpicker.com/product/YTLypg/lite-on-optical-drive-ihas52406,,,16,48,,24/8/12/24/6/12/12,48/32
Lite-On iHES212-08,https://pcpartpicker.com/product/4qvRsY/lite-on-optical-drive-ihes21208,,12,16,48,,16/8/8/16/6/8/12,48/24
Sony 5280S-CB-PLUS,https://pcpartpicker.com/product/sHH323/sony-optical-drive-5280scbplus,,,16,48,,24/8/12/24/6/12/-,48/32
LG CH12LS28,https://pcpartpicker.com/product/vwW9TW/lg-optical-drive-ch12ls28,,10,16,48,,16/8/8/16/6/8/12,48/24
Pioneer BDR-207DBKS,https://pcpartpicker.com/product/qg6BD3/pioneer-optical-drive-bdr207dbks,,10,16,40,12/12/2/2,16/8/8/16/6/8/-,40/24
Pioneer BDR-207,https://pcpartpicker.com/product/vcXfrH/pioneer-optical-drive-bdr207,,10,16,40,12/12/2/2,16/8/8/16/6/8/-,40/24
Pioneer BDR-2207,https://pcpartpicker.com/product/ZWkD4D/pioneer-optical-drive-bdr2207,,10,16,40,12/12/2/2,16/8/8/16/6/8/5,40/24
LG GH24NS72,https://pcpartpicker.com/product/4YkD4D/lg-optical-drive-gh24ns72,,,16,48,,24/6/8/24/8/24/-,48/32
Lite-On IHAS324-98,https://pcpartpicker.com/product/6z3RsY/lite-on-optical-drive-ihas32498,,,16,48,,24/8/-/24/6/-/-,48/32
Lite-On IHES312-98,https://pcpartpicker.com/product/pKw323/lite-on-optical-drive-ihes31298,,12,16,48,,16/8/8/16/6/8/12,48/24
MSI DH-24AS,https://pcpartpicker.com/product/hFV48d/msi-optical-drive-dh24as,,,16,48,,24/8/12/24/6/12/12,48/32
Samsung SH-222BB/RSBS,https://pcpartpicker.com/product/yp6BD3/samsung-optical-drive-sh222bbrsbs,,,16,48,,22/8/8/22/6/8/12,48/24
Samsung SH-224BB/RSBS,https://pcpartpicker.com/product/Y3PfrH/samsung-optical-drive-sh224bbrsbs,,,16,48,,24/8/8/24/6/8/12,48/24
Lite-On DS-8A9SH-01,https://pcpartpicker.com/product/8kphP6/lite-on-optical-drive-ds8a9sh01,,,8,24,,8/8/6/8/6/6/5,24/24
Pioneer BDR-208DBK,https://pcpartpicker.com/product/Kbbp99/pioneer-optical-drive-bdr208dbk,,12,16,40,15/14/2/2,16/8/8/16/6/8/-,40/24
Plextor PX-891SA-26,https://pcpartpicker.com/product/xNdqqs/plextor-optical-drive-px891sa26,,,16,48,,24/8/12/24/6/12/12,48/32
Plextor PX-891SA-28,https://pcpartpicker.com/product/k7Qypg/plextor-optical-drive-px891sa28,,,16,48,,24/8/12/24/6/12/12,48/32
LG GT80N,https://pcpartpicker.com/product/Q7K7YJ/lg-optical-drive-gt80n,,,8,24,,8/8/6/8/6/6/5,24/24
Samsung SH-118BB,https://pcpartpicker.com/product/ZdBv6h/samsung-optical-drive-sh118bb,,,18,48,,,
Samsung SN-208DB/BEBET,https://pcpartpicker.com/product/Xmbp99/samsung-optical-drive-sn208dbbebet,,,8,24,,8/8/6/8/6/6/5,24/24
Supermicro DVM-TEAC-824B,https://pcpartpicker.com/product/FdBv6h/supermicro-optical-drive-dvmteac824b,,,8,24,,,
Archgon CB-5021-GB,https://pcpartpicker.com/product/wT8Zxr/archgon-optical-drive-cb5021gb,,6,8,24,6/2/2/2,8/8/6/8/6/6/5,24/4
Archgon CB-5021-GD,https://pcpartpicker.com/product/D6YXsY/archgon-optical-drive-cb5021gd,,,8,24,,8/8/6/8/6/6/5,24/24
EVGA 100-OD-S101-BR,https://pcpartpicker.com/product/Zz2kcf/evga-optical-drive-100ods101br,,,,,,8/8/6/8/6/6/5,24/24
Pioneer BDR-S09XLT,https://pcpartpicker.com/product/VHYXsY/pioneer-optical-drive-bdrs09xlt,,,5,40,12/8/10/6,16/12/12/16/12/12/5,40/24
OcUK OcUKSATADVDRW,https://pcpartpicker.com/product/BGvRsY/ocuk-optical-drive-ocuksatadvdrw,,,16,40,,16/12/12/16/12/12/-,48/40
LG GH24NSB0B,https://pcpartpicker.com/product/JRfp99/lg-optical-drive-gh24nsb0b,,,16,48,,24/8/8/24/6/8/5,48/24
LG CU20N,https://pcpartpicker.com/product/fNGj4D/lg-optical-drive-cu20n,,6,8,24,,8/8/6/8/6/6/5,24/16
Lenovo 41N5618,https://pcpartpicker.com/product/L9Trxr/lenovo-optical-drive-41n5618,,,16,40,,,
Lite-On DH-4O1S-11,https://pcpartpicker.com/product/PccMnQ/lite-on-optical-drive-dh4o1s11,,4,12,32,,,
Asus BC-06B1ST,https://pcpartpicker.com/product/fPVBD3/asus-optical-drive-bc06b1st,,6,16,48,6/4/6/4,16/8/8/16/8/8/-,48/32
Sony AD-7200S-0B,https://pcpartpicker.com/product/GdDzK8/sony-optical-drive-ad7200s0b,,,,,,20/8/8/20/6/12/12,48/32
Teac BD-W512GSA,https://pcpartpicker.com/product/kBcMnQ/teac-optical-drive-bdw512gsa,,,,,12/8/2/2,16/8/8/16/6/8/-,48/24
Samsung SH-224FB/RSBS,https://pcpartpicker.com/product/K3bkcf/samsung-sh-224fbrsbs-dvdcd-writer-sh-224fbrsbs,,,16,48,,24/8/8/24/6/8/5,48/24
Asus DRW-24F1MT,https://pcpartpicker.com/product/BZvbt6/asus-drw-24f1mt-dvdcd-writer-drw-24f1mt,,,,,,24/8/8/24/6/8/5,48/24
