name,part_url,price,socket,form_factor,max_memory,memory_slots,color
ASRock A520M-ITX/ac,https://pcpartpicker.com/product/zBn8TW/asrock-a520m-itxac-mini-itx-am4-motherboard-a520m-itxac,130,AM4,Mini ITX,64,2,Black / Silver
MSI MAG B850M MORTAR WIFI,https://pcpartpicker.com/product/m74Pxr/msi-mag-b850m-mortar-wifi-micro-atx-am5-motherboard-mag-b850m-mortar-wifi,219.99,AM5,Micro ATX,256,4,Black / Green
Gigabyte B550M DS3H AC R2,https://pcpartpicker.com/product/HwcBD3/gigabyte-b550m-ds3h-ac-r2-micro-atx-am4-motherboard-b550m-ds3h-ac-r2,94.99,AM4,Micro ATX,128,4,Black
ASRock X870 Pro RS WiFi,https://pcpartpicker.com/product/mtcgXL/asrock-x870-pro-rs-wifi-atx-am5-motherboard-x870-pro-rs-wifi,179.99,AM5,ATX,256,4,White
Asus ROG STRIX B860-I GAMING WIFI,https://pcpartpicker.com/product/F4qNnQ/asus-rog-strix-b860-i-gaming-wifi-mini-itx-lga1851-motherboard-rog-strix-b860-i-gaming-wifi,242.99,LGA1851,Mini ITX,128,2,Black / Silver
Gigabyte A520M DS3H V2,https://pcpartpicker.com/product/rxfxFT/gigabyte-a520m-ds3h-v2-micro-atx-am4-motherboard-a520m-ds3h-v2,,AM4,Micro ATX,128,4,Gray / Brown
Gigabyte B650 AORUS ELITE AX,https://pcpartpicker.com/product/WBwypg/gigabyte-b650-aorus-elite-ax-atx-am5-motherboard-b650-aorus-elite-ax,224.99,AM5,ATX,192,4,Black / Silver
ASRock B650M-H/M.2+,https://pcpartpicker.com/product/xFmNnQ/asrock-b650m-hm2-micro-atx-am5-motherboard-b650m-hm2,117.99,AM5,Micro ATX,96,2,Silver / Black
Gigabyte B850M AORUS ELITE WIFI6E ICE,https://pcpartpicker.com/product/Q8KnTW/gigabyte-b850m-aorus-elite-wifi6e-ice-micro-atx-am5-motherboard-b850m-aorus-elite-wifi6e-ice,189.99,AM5,Micro ATX,256,4,White / Silver
Asus ROG STRIX B850-G GAMING WIFI,https://pcpartpicker.com/product/y97MnQ/asus-rog-strix-b850-g-gaming-wifi-micro-atx-am5-motherboard-rog-strix-b850-g-gaming-wifi,304.33,AM5,Micro ATX,256,4,White
Asus ROG STRIX Z890-E GAMING WIFI,https://pcpartpicker.com/product/T7cgXL/asus-rog-strix-z890-e-gaming-wifi-atx-lga1851-motherboard-rog-strix-z890-e-gaming-wifi,332.99,LGA1851,ATX,256,4,Black
Asus PRIME H610I-PLUS D4-CSM,https://pcpartpicker.com/product/M6t9TW/asus-prime-h610i-plus-d4-csm-mini-itx-lga1700-motherboard-prime-h610i-plus-d4-csm,125.99,LGA1700,Mini ITX,64,2,Silver / Black
MSI B760 GAMING PLUS WIFI DDR4,https://pcpartpicker.com/product/Zhhv6h/msi-b760-gaming-plus-wifi-ddr4-atx-lga1700-motherboard-b760-gaming-plus-wifi-ddr4,216.02,LGA1700,ATX,128,4,Black / Silver
Gigabyte A620I AX,https://pcpartpicker.com/product/Hp3NnQ/gigabyte-a620i-ax-mini-itx-am5-motherboard-a620i-ax,161.99,AM5,Mini ITX,96,2,Black / Gray
Gigabyte B850 EAGLE WIFI7 ICE,https://pcpartpicker.com/product/rBqNnQ/gigabyte-b850-eagle-wifi7-ice-atx-am5-motherboard-b850-eagle-wifi7-ice,190.98,AM5,ATX,256,4,White
ASRock H510M-HDV/M.2 SE,https://pcpartpicker.com/product/3Yrp99/asrock-h510m-hdvm2-se-micro-atx-lga1200-motherboard-h510m-hdvm2-se,97.73,LGA1200,Micro ATX,64,2,Black / Silver
MSI Z790 GAMING PLUS WIFI,https://pcpartpicker.com/product/nYfxFT/msi-z790-gaming-plus-wifi-atx-lga1700-motherboard-z790-gaming-plus-wifi,189.99,LGA1700,ATX,256,4,Black
Asus ROG STRIX X870E-H GAMING WIFI7 HATSUNE MIKU EDITION,https://pcpartpicker.com/product/fDm2FT/asus-rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition-atx-am5-motherboard-rog-strix-x870e-h-gaming-wifi7-hatsune-miku-edition,569.99,AM5,ATX,256,4,Black / Blue
Asus B650E MAX GAMING WIFI,https://pcpartpicker.com/product/Pq3WGX/asus-b650e-max-gaming-wifi-atx-am5-motherboard-b650e-max-gaming-wifi,,AM5,ATX,192,4,Black / Silver
Gigabyte Z790 AORUS PRO X WIFI7,https://pcpartpicker.com/product/TDXV3C/gigabyte-z790-aorus-pro-x-wifi7-atx-lga1700-motherboard-z790-aorus-pro-x-wifi7,268.48,LGA1700,ATX,256,4,Black
MSI PRO B650M-P,https://pcpartpicker.com/product/LdHqqs/msi-pro-b650m-p-micro-atx-am5-motherboard-pro-b650m-p,170.99,AM5,Micro ATX,192,4,Black / Silver
ASRock A620AM-X,https://pcpartpicker.com/product/BNgZxr/asrock-a620am-x-micro-atx-am5-motherboard-a620am-x,97.98,AM5,Micro ATX,128,2,Black
Asus PRIME B550-PLUS AC-HES,https://pcpartpicker.com/product/4bqPxr/asus-prime-b550-plus-ac-hes-atx-am4-motherboard-prime-b550-plus-ac-hes,109.98,AM4,ATX,128,4,Silver / Black
Asus TUF GAMING B450-PLUS II,https://pcpartpicker.com/product/L2qBD3/asus-tuf-gaming-b450-plus-ii-atx-am4-motherboard-tuf-gaming-b450-plus-ii,147.94,AM4,ATX,128,4,Black
MSI PRO Z790-P WIFI,https://pcpartpicker.com/product/k7mmP6/msi-pro-z790-p-wifi-atx-lga1700-motherboard-pro-z790-p-wifi,248.99,LGA1700,ATX,256,4,Black / Silver
Gigabyte B850I AORUS PRO,https://pcpartpicker.com/product/FwVfrH/gigabyte-b850i-aorus-pro-mini-itx-am5-motherboard-b850i-aorus-pro,198.99,AM5,Mini ITX,128,2,
MSI MAG Z790 TOMAHAWK WIFI,https://pcpartpicker.com/product/9B2WGX/msi-mag-z790-tomahawk-wifi-atx-lga1700-motherboard-mag-z790-tomahawk-wifi,249.99,LGA1700,ATX,256,4,Black
Asus H81M-K,https://pcpartpicker.com/product/WMLypg/asus-motherboard-h81mk,74,LGA1150,Micro ATX,16,2,
MSI MPG X870E EDGE TI WIFI,https://pcpartpicker.com/product/3hy8TW/msi-mpg-x870e-edge-ti-wifi-atx-am5-motherboard-mpg-x870e-edge-ti-wifi,340.99,AM5,ATX,256,4,Silver / White
Gigabyte B650I AORUS ULTRA,https://pcpartpicker.com/product/bYytt6/gigabyte-b650i-aorus-ultra-mini-itx-am5-motherboard-b650i-aorus-ultra,232.99,AM5,Mini ITX,96,2,Black / Silver
Asus B850 MAX GAMING WIFI W,https://pcpartpicker.com/product/MCvscf/asus-b850-max-gaming-wifi-w-atx-am5-motherboard-b850-max-gaming-wifi-w,221.99,AM5,ATX,256,4,White
Asus TUF GAMING B850-E WIFI,https://pcpartpicker.com/product/RNBFf7/asus-tuf-gaming-b850-e-wifi-atx-am5-motherboard-tuf-gaming-b850-e-wifi,206.64,AM5,ATX,256,4,Black
Asus X870 MAX GAMING WIFI7,https://pcpartpicker.com/product/jtCCmG/asus-x870-max-gaming-wifi7-atx-am5-motherboard-x870-max-gaming-wifi7,281.47,AM5,ATX,256,4,Black
MSI PRO B760M-A WIFI DDR4,https://pcpartpicker.com/product/VVqPxr/msi-pro-b760m-a-wifi-ddr4-micro-atx-lga1700-motherboard-pro-b760m-a-wifi-ddr4,204.99,LGA1700,Micro ATX,128,4,Black
Gigabyte X870E AORUS PRO X3D ICE,https://pcpartpicker.com/product/jhTFf7/gigabyte-x870e-aorus-pro-x3d-ice-atx-am5-motherboard-x870e-a-pro-x-ice,536.99,AM5,ATX,256,4,White
Asus ROG STRIX B550-F GAMING,https://pcpartpicker.com/product/JXBhP6/asus-rog-strix-b550-f-gaming-atx-am4-motherboard-rog-strix-b550-f-gaming,,AM4,ATX,128,4,Black
MSI MPG B650I EDGE WIFI,https://pcpartpicker.com/product/DkFbt6/msi-mpg-b650i-edge-wifi-mini-itx-am5-motherboard-mpg-b650i-edge-wifi,236.99,AM5,Mini ITX,128,2,Black / Silver
Asus ROG STRIX B850-E GAMING WIFI,https://pcpartpicker.com/product/FQZWGX/asus-rog-strix-b850-e-gaming-wifi-atx-am5-motherboard-rog-strix-b850-e-gaming-wifi,637.39,AM5,ATX,256,4,Black
Gigabyte B850M EAGLE WIFI6E,https://pcpartpicker.com/product/mMMXsY/gigabyte-b850m-eagle-wifi6e-micro-atx-am5-motherboard-b850m-eagle-wifi6e,158.99,AM5,Micro ATX,256,4,Black
Gigabyte X870E AORUS XTREME X3D AI TOP,https://pcpartpicker.com/product/mXNscf/gigabyte-x870e-aorus-xtreme-x3d-ai-top-eatx-am5-motherboard-x870e-aorus-xtreme-x3d-ai-top,13799.99,AM5,EATX,256,4,Black
Asus Prime B450M-A II,https://pcpartpicker.com/product/kthmP6/asus-prime-b450m-a-ii-micro-atx-am4-motherboard-prime-b450m-a-ii,,AM4,Micro ATX,128,4,
Asus TUF GAMING B760-PLUS WIFI,https://pcpartpicker.com/product/LqkH99/asus-tuf-gaming-b760-plus-wifi-atx-lga1700-motherboard-tuf-gaming-b760-plus-wifi,139.99,LGA1700,ATX,192,4,Black
Asus TUF GAMING B850-BTF WIFI W,https://pcpartpicker.com/product/NXRnTW/asus-tuf-gaming-b850-btf-wifi-w-atx-am5-motherboard-tuf-gaming-b850-btf-wifi-w,307.99,AM5,ATX,256,4,White / Silver
Asus ROG STRIX Z790-A GAMING WIFI II,https://pcpartpicker.com/product/p8P8TW/asus-rog-strix-z790-a-gaming-wifi-ii-atx-lga1700-motherboard-rog-strix-z790-a-gaming-wifi-ii,,LGA1700,ATX,192,4,Black / Silver
ASRock X870 Pro-A WiFi,https://pcpartpicker.com/product/4bVfrH/asrock-x870-pro-a-wifi-atx-am5-motherboard-x870-pro-a-wifi,178.99,AM5,ATX,256,4,Black
MSI PRO B860M-A WIFI,https://pcpartpicker.com/product/629nTW/msi-pro-b860m-a-wifi-micro-atx-lga1851-motherboard-pro-b860m-a-wifi,185.99,LGA1851,Micro ATX,256,4,Silver / Black
Gigabyte X870 GAMING WIFI6,https://pcpartpicker.com/product/n3cgXL/gigabyte-x870-gaming-wifi6-atx-am5-motherboard-x870-gaming-wifi6,175.74,AM5,ATX,256,4,Black / Gray
ASRock B650 Pro RS WiFi,https://pcpartpicker.com/product/Lnrqqs/asrock-b650-pro-rs-wifi-atx-am5-motherboard-b650-pro-rs-wifi,161.99,AM5,ATX,256,4,Silver / Black
MSI B850 GAMING PRO WIFI6E,https://pcpartpicker.com/product/gnCCmG/msi-b850-gaming-pro-wifi6e-atx-am5-motherboard-b850-gaming-pro-wifi6e,231.99,AM5,ATX,256,4,Black / Silver
Asus ROG STRIX B450-F GAMING II,https://pcpartpicker.com/product/xYvqqs/asus-rog-strix-b450-f-gaming-ii-atx-am4-motherboard-rog-strix-b450-f-gaming-ii,,AM4,ATX,128,4,Black
Gigabyte TRX40 AORUS MASTER,https://pcpartpicker.com/product/69848d/gigabyte-trx40-aorus-master-eatx-strx4-motherboard-trx40-aorus-master,,sTRX4,EATX,256,8,Black / Silver
MSI X870 GAMING PLUS WIFI,https://pcpartpicker.com/product/xFfV3C/msi-x870-gaming-plus-wifi-atx-am5-motherboard-x870-gaming-plus-wifi,203.95,AM5,ATX,256,4,Black / White
Gigabyte B450M DS3H,https://pcpartpicker.com/product/hpRzK8/gigabyte-b450m-ds3h-micro-atx-am4-motherboard-b450m-ds3h,,AM4,Micro ATX,128,4,Black / Silver
Gigabyte B550M DS3H R2,https://pcpartpicker.com/product/ptnXsY/gigabyte-b550m-ds3h-r2-micro-atx-am4-motherboard-b550m-ds3h-r2,168.24,AM4,Micro ATX,128,4,Black
Asus PRIME B660-PLUS D4,https://pcpartpicker.com/product/32NxFT/asus-prime-b660-plus-d4-atx-lga1700-motherboard-prime-b660-plus-d4,199.99,LGA1700,ATX,128,4,Silver / Black
MSI B650M GAMING PLUS WIFI,https://pcpartpicker.com/product/QcvD4D/msi-b650m-gaming-plus-wifi-micro-atx-am5-motherboard-b650m-gaming-plus-wifi,267.55,AM5,Micro ATX,192,4,Silver / Black
Asus ROG STRIX B450-F GAMING,https://pcpartpicker.com/product/XQgzK8/asus-rog-strix-b450-f-gaming-atx-am4-motherboard-strix-b450-f-gaming,263.5,AM4,ATX,128,4,Black
ASRock B550 Phantom Gaming 4,https://pcpartpicker.com/product/4mjNnQ/asrock-b550-phantom-gaming-4-atx-am4-motherboard-b550-phantom-gaming-4,101.99,AM4,ATX,128,4,Silver / Black
MSI PRO B840-P WIFI,https://pcpartpicker.com/product/TvVfrH/msi-pro-b840-p-wifi-atx-am5-motherboard-pro-b840-p-wifi,181.99,AM5,ATX,256,4,Silver
MSI MPG B850 EDGE TI WIFI,https://pcpartpicker.com/product/fKZWGX/msi-mpg-b850-edge-ti-wifi-atx-am5-motherboard-mpg-b850-edge-ti-wifi,345.99,AM5,ATX,256,4,Silver / White
Gigabyte Z890 AORUS ELITE WIFI7,https://pcpartpicker.com/product/WjP8TW/gigabyte-z890-aorus-elite-wifi7-atx-lga1851-motherboard-z890-aorus-elite-wifi7,231.99,LGA1851,ATX,256,4,Black
MSI B550M PRO-VDH,https://pcpartpicker.com/product/DLcG3C/msi-b550m-pro-vdh-micro-atx-am4-motherboard-b550m-pro-vdh,117.99,AM4,Micro ATX,128,4,Black
ASRock B850 Pro-A,https://pcpartpicker.com/product/tccBD3/asrock-b850-pro-a-atx-am5-motherboard-b850-pro-a,143.99,AM5,ATX,256,4,Black / Silver
ASRock H610M-HDV/M.2+ D5,https://pcpartpicker.com/product/z7GhP6/asrock-h610m-hdvm2-d5-micro-atx-lga1700-motherboard-h610m-hdvm2-d5,114.97,LGA1700,Micro ATX,96,2,White / Black
ASRock B850M-X R2.0,https://pcpartpicker.com/product/BspD4D/asrock-b850m-x-r20-micro-atx-am5-motherboard-b850m-x-r20,129.98,AM5,Micro ATX,128,2,Black / White
Gigabyte B650 EAGLE,https://pcpartpicker.com/product/vXcgXL/gigabyte-b650-eagle-atx-am5-motherboard-b650-eagle,219.29,AM5,ATX,192,4,Black / Gray
ASRock B850M Steel Legend WiFi,https://pcpartpicker.com/product/qxYfrH/asrock-b850m-steel-legend-wifi-micro-atx-am5-motherboard-b850m-steel-legend-wifi,179.99,AM5,Micro ATX,256,4,Silver / Black
Gigabyte B550 EAGLE,https://pcpartpicker.com/product/4f9nTW/gigabyte-b550-eagle-atx-am4-motherboard-b550-eagle,181.83,AM4,ATX,128,4,Black
MSI MPG B850I EDGE TI WIFI,https://pcpartpicker.com/product/gvdMnQ/msi-mpg-b850i-edge-ti-wifi-mini-itx-am5-motherboard-mpg-b850i-edge-ti-wifi,289.99,AM5,Mini ITX,128,2,Silver
Asus ROG STRIX X870-F GAMING WIFI,https://pcpartpicker.com/product/CpfxFT/asus-rog-strix-x870-f-gaming-wifi-atx-am5-motherboard-rog-strix-x870-f-gaming-wifi,457.99,AM5,ATX,192,4,Black
MSI MAG X670E TOMAHAWK WIFI,https://pcpartpicker.com/product/bGfxFT/msi-mag-x670e-tomahawk-wifi-atx-am5-motherboard-mag-x670e-tomahawk-wifi,289.99,AM5,ATX,192,4,Black
ASRock B760M-ITX/D4 WiFi,https://pcpartpicker.com/product/3xLFf7/asrock-b760m-itxd4-wifi-mini-itx-lga1700-motherboard-b760m-itxd4-wifi,220.76,LGA1700,Mini ITX,64,2,Silver / Black
ASRock B650M PG RIPTIDE WIFI,https://pcpartpicker.com/product/Ng2WGX/asrock-b650m-pg-riptide-wifi-micro-atx-am5-motherboard-b650m-pg-riptide-wifi,142.99,AM5,Micro ATX,256,4,Black
ASRock G41M-GS,https://pcpartpicker.com/product/3WR48d/asrock-motherboard-g41mgs,,LGA775,Micro ATX,8,2,Blue / White
Gigabyte X870E AORUS MASTER,https://pcpartpicker.com/product/PdsV3C/gigabyte-x870e-aorus-master-atx-am5-motherboard-x870e-aorus-master,461.99,AM5,ATX,256,4,Black
ASRock B850M Riptide WiFi,https://pcpartpicker.com/product/RjcBD3/asrock-b850m-riptide-wifi-micro-atx-am5-motherboard-b850m-riptide-wifi,165.99,AM5,Micro ATX,256,4,Black
Asus Z790-AYW WIFI W II,https://pcpartpicker.com/product/qC62FT/asus-z790-ayw-wifi-w-ii-atx-lga1700-motherboard-z790-ayw-wifi-w-ii,189.99,LGA1700,ATX,192,4,White
Gigabyte TRX40 AORUS PRO WIFI,https://pcpartpicker.com/product/jTrYcf/gigabyte-trx40-aorus-pro-wifi-atx-strx4-motherboard-trx40-aorus-pro-wifi,,sTRX4,ATX,256,8,Black / Orange
Asus Z890 AYW GAMING WIFI W,https://pcpartpicker.com/product/T3V2FT/asus-z890-ayw-gaming-wifi-w-atx-lga1851-motherboard-z890-ayw-gaming-wifi-w,196,LGA1851,ATX,256,4,White
Gigabyte B550M AORUS ELITE,https://pcpartpicker.com/product/Kb6qqs/gigabyte-b550m-aorus-elite-micro-atx-am4-motherboard-b550m-aorus-elite,148.11,AM4,Micro ATX,128,4,Black / Orange
Gigabyte B850 AORUS STEALTH ICE,https://pcpartpicker.com/product/sn8Pxr/gigabyte-b850-aorus-stealth-ice-atx-am5-motherboard-b850-a-stealth-ice,326.99,AM5,ATX,256,4,White
Asus ROG STRIX TRX40-XE GAMING,https://pcpartpicker.com/product/rDyqqs/asus-rog-strix-trx40-xe-gaming-atx-strx4-motherboard-rog-strix-trx40-xe-gaming,,sTRX4,ATX,256,8,Black
Gigabyte B760M DS3H AX DDR4,https://pcpartpicker.com/product/nz8bt6/gigabyte-b760m-ds3h-ax-ddr4-micro-atx-lga1700-motherboard-b760m-ds3h-ax-ddr4,142.98,LGA1700,Micro ATX,128,4,Black
MSI Z390-A PRO,https://pcpartpicker.com/product/qpL48d/msi-z390-a-pro-atx-lga1151-motherboard-z390-a-pro,,LGA1151,ATX,128,4,Brown / Black
Asus TUF GAMING B760M-PLUS WIFI II,https://pcpartpicker.com/product/Wnrqqs/asus-tuf-gaming-b760m-plus-wifi-ii-micro-atx-lga1700-motherboard-tuf-gaming-b760m-plus-wifi-ii,293.29,LGA1700,Micro ATX,192,4,Black / Orange
Asus PRIME A520M-K,https://pcpartpicker.com/product/khcRsY/asus-prime-a520m-k-micro-atx-am4-motherboard-prime-a520m-k,,AM4,Micro ATX,64,2,Black / Silver
MSI Z270-A PRO,https://pcpartpicker.com/product/KvvZxr/msi-z270-a-pro-atx-lga1151-motherboard-z270-a-pro,,LGA1151,ATX,64,4,Brown / Black
Asus ROG CROSSHAIR X870E APEX,https://pcpartpicker.com/product/xtWmP6/asus-rog-crosshair-x870e-apex-atx-am5-motherboard-rog-crosshair-x870e-apex,846,AM5,ATX,128,2,Black
MSI PRO B850-P WIFI,https://pcpartpicker.com/product/Ypbypg/msi-pro-b850-p-wifi-atx-am5-motherboard-pro-b850-p-wifi,189.34,AM5,ATX,256,4,Silver / Black
MSI MAG X870E TOMAHAWK MAX WIFI PZ,https://pcpartpicker.com/product/vTqNnQ/msi-mag-x870e-tomahawk-max-wifi-pz-atx-am5-motherboard-mag-x870e-tomahawk-max-wifi-pz,319.99,AM5,ATX,256,4,White / Gray
ASRock B760M PG Lightning Wifi,https://pcpartpicker.com/product/6Rn9TW/asrock-b760m-pg-lightning-wifi-micro-atx-lga1700-motherboard-b760m-pg-lightning-wifi,109.99,LGA1700,Micro ATX,192,4,Black
Gigabyte X870E AORUS ELITE X3D,https://pcpartpicker.com/product/6LYfrH/gigabyte-x870e-aorus-elite-x3d-atx-am5-motherboard-x870e-a-elite-x,444.99,AM5,ATX,256,4,Black
MSI MAG Z890 TOMAHAWK WIFI,https://pcpartpicker.com/product/BW26Mp/msi-mag-z890-tomahawk-wifi-atx-lga1851-motherboard-mag-z890-tomahawk-wifi,280.99,LGA1851,ATX,256,4,Black / Yellow
MSI B650M PROJECT ZERO,https://pcpartpicker.com/product/9sTZxr/msi-b650m-project-zero-micro-atx-am5-motherboard-b650m-project-zero,142.99,AM5,Micro ATX,256,4,Silver / Black
Gigabyte H610M H V3 DDR4,https://pcpartpicker.com/product/Y8vD4D/gigabyte-h610m-h-v3-ddr4-micro-atx-lga1700-motherboard-h610m-h-v3-ddr4,145.18,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME A320M-K,https://pcpartpicker.com/product/6FvZxr/asus-prime-a320m-k-micro-atx-am4-motherboard-prime-a320m-k,,AM4,Micro ATX,32,2,Black / White
MSI B550 GAMING GEN3,https://pcpartpicker.com/product/JVJgXL/msi-b550-gaming-gen3-atx-am4-motherboard-b550-gaming-gen3,,AM4,ATX,128,4,Black
Asus PRIME B850-PLUS WIFI,https://pcpartpicker.com/product/KmgZxr/asus-prime-b850-plus-wifi-atx-am5-motherboard-prime-b850-plus-wifi,234.98,AM5,ATX,256,4,Black / Silver
Asus PRIME B760M-A AX,https://pcpartpicker.com/product/7D88TW/asus-prime-b760m-a-ax-micro-atx-lga1700-motherboard-prime-b760m-a-ax,123.34,LGA1700,Micro ATX,128,4,Silver / Black
Gigabyte X870E AORUS PRO,https://pcpartpicker.com/product/RXxxFT/gigabyte-x870e-aorus-pro-atx-am5-motherboard-x870e-aorus-pro,298.99,AM5,ATX,256,4,Black
Gigabyte X870 AORUS STEALTH ICE,https://pcpartpicker.com/product/yqBFf7/gigabyte-x870-aorus-stealth-ice-atx-am5-motherboard-x870-a-stealth-ice,338.99,AM5,ATX,256,4,White
Asus PRIME B840-PLUS WIFI,https://pcpartpicker.com/product/Dpbypg/asus-prime-b840-plus-wifi-atx-am5-motherboard-prime-b840-plus-wifi,173.19,AM5,ATX,192,4,Silver / Black
MSI B840 GAMING PLUS WIFI,https://pcpartpicker.com/product/ZnnXsY/msi-b840-gaming-plus-wifi-atx-am5-motherboard-b840-gaming-plus-wifi,187.99,AM5,ATX,256,4,Silver / Black
ASRock B650 PG LIGHTNING,https://pcpartpicker.com/product/jN3gXL/asrock-b650-pg-lightning-atx-am5-motherboard-b650-pg-lightning,213.09,AM5,ATX,256,4,Black
MSI PRO B650-P WIFI,https://pcpartpicker.com/product/CFzhP6/msi-pro-b650-p-wifi-atx-am5-motherboard-pro-b650-p-wifi,149.99,AM5,ATX,192,4,Black
Asus TUF GAMING B650M-PLUS WIFI,https://pcpartpicker.com/product/dFzhP6/asus-tuf-gaming-b650m-plus-wifi-micro-atx-am5-motherboard-tuf-gaming-b650m-plus-wifi,263,AM5,Micro ATX,192,4,Black
MSI B450M PRO-VDH MAX,https://pcpartpicker.com/product/kRTzK8/msi-b450m-pro-vdh-max-micro-atx-am4-motherboard-b450m-pro-vdh-max,133,AM4,Micro ATX,64,4,Black / Silver
ASRock B450M Steel Legend,https://pcpartpicker.com/product/hNdxFT/asrock-b450m-steel-legend-micro-atx-am4-motherboard-b450m-steel-legend,,AM4,Micro ATX,128,4,Black / White
Gigabyte B760 GAMING X DDR4,https://pcpartpicker.com/product/44t9TW/gigabyte-b760-gaming-x-ddr4-atx-lga1700-motherboard-b760-gaming-x-ddr4,,LGA1700,ATX,128,4,Black
Gigabyte B850M DS3H,https://pcpartpicker.com/product/qKZWGX/gigabyte-b850m-ds3h-micro-atx-am5-motherboard-b850m-ds3h,142.99,AM5,Micro ATX,256,4,Gray / Black
ASRock Phantom Gaming X870 Riptide WiFi,https://pcpartpicker.com/product/QJsV3C/asrock-phantom-gaming-x870-riptide-wifi-atx-am5-motherboard-x870-riptide-wifi,215.99,AM5,ATX,256,4,Black / Purple
Asus ROG MAXIMUS Z790 DARK HERO,https://pcpartpicker.com/product/PnXV3C/asus-rog-maximus-z790-dark-hero-atx-lga1700-motherboard-rog-maximus-z790-dark-hero,924.41,LGA1700,ATX,192,4,Black
Gigabyte B760M DS3H DDR4,https://pcpartpicker.com/product/DLVmP6/gigabyte-b760m-ds3h-ddr4-micro-atx-lga1700-motherboard-b760m-ds3h-ddr4,,LGA1700,Micro ATX,128,4,Black
ASRock B860M-X WiFi,https://pcpartpicker.com/product/wcYfrH/asrock-b860m-x-wifi-micro-atx-lga1851-motherboard-b860m-x-wifi,135.99,LGA1851,Micro ATX,128,2,Silver / Black
Asus ROG STRIX Z790-E GAMING WIFI II,https://pcpartpicker.com/product/KzCZxr/asus-rog-strix-z790-e-gaming-wifi-ii-atx-lga1700-motherboard-rog-strix-z790-e-gaming-wifi-ii,,LGA1700,ATX,192,4,Black
ASRock Z790 PRO RS WIFI,https://pcpartpicker.com/product/mPt9TW/asrock-z790-pro-rs-wifi-atx-lga1700-motherboard-z790-pro-rs-wifi,139.99,LGA1700,ATX,256,4,Silver / Black
MSI B850M GAMING PLUS WIFI6E,https://pcpartpicker.com/product/KtLp99/msi-b850m-gaming-plus-wifi6e-micro-atx-am5-motherboard-b850m-gaming-plus-wifi6e,254.57,AM5,Micro ATX,256,4,Silver / White
ASRock A520M-HVS,https://pcpartpicker.com/product/WWqBD3/asrock-a520m-hvs-micro-atx-am4-motherboard-a520m-hvs,113.98,AM4,Micro ATX,64,2,Black / Silver
Asus ROG STRIX B760-I GAMING WIFI,https://pcpartpicker.com/product/YxLFf7/asus-rog-strix-b760-i-gaming-wifi-mini-itx-lga1700-motherboard-rog-strix-b760-i-gaming-wifi,,LGA1700,Mini ITX,96,2,Black
Gigabyte B650M AORUS ELITE AX,https://pcpartpicker.com/product/fFzhP6/gigabyte-b650m-aorus-elite-ax-micro-atx-am5-motherboard-b650m-aorus-elite-ax,198.99,AM5,Micro ATX,192,4,Black
Gigabyte A520M S2H,https://pcpartpicker.com/product/HVK2FT/gigabyte-a520m-s2h-micro-atx-am4-motherboard-a520m-s2h,75.98,AM4,Micro ATX,64,2,Black
MSI PRO H610M-G WIFI DDR4,https://pcpartpicker.com/product/yG7G3C/msi-pro-h610m-g-wifi-ddr4-micro-atx-lga1700-motherboard-pro-h610m-g-wifi-ddr4,129.99,LGA1700,Micro ATX,64,2,Black / Silver
Asus PRIME B550M-K ARGB,https://pcpartpicker.com/product/b7GhP6/asus-prime-b550m-k-argb-micro-atx-am4-motherboard-prime-b550m-k-argb,,AM4,Micro ATX,64,2,Black
Asus TUF GAMING B850M-E WIFI,https://pcpartpicker.com/product/3K2j4D/asus-tuf-gaming-b850m-e-wifi-micro-atx-am5-motherboard-tuf-gaming-b850m-e-wifi,188.99,AM5,Micro ATX,256,4,Black
ASRock X870 Pro RS,https://pcpartpicker.com/product/rk4Zxr/asrock-x870-pro-rs-atx-am5-motherboard-x870-pro-rs,209.99,AM5,ATX,256,4,White
Gigabyte Z390 AORUS PRO WIFI,https://pcpartpicker.com/product/N6gzK8/gigabyte-z390-aorus-pro-wifi-atx-lga1151-motherboard-z390-aorus-pro-wifi,357.99,LGA1151,ATX,128,4,Black / Silver
Asus ROG MAXIMUS Z890 HERO,https://pcpartpicker.com/product/9LvD4D/asus-rog-maximus-z890-hero-atx-lga1851-motherboard-rog-maximus-z890-hero,409.99,LGA1851,ATX,256,4,Black
MSI PRO B760-P DDR4 II,https://pcpartpicker.com/product/84YRsY/msi-pro-b760-p-ddr4-ii-atx-lga1700-motherboard-pro-b760-p-ddr4-ii,,LGA1700,ATX,128,4,Black
Gigabyte B550 AORUS ELITE V2,https://pcpartpicker.com/product/7yhmP6/gigabyte-b550-aorus-elite-v2-atx-am4-motherboard-b550-aorus-elite-v2,232.24,AM4,ATX,128,4,Black
MSI PRO X870-P WIFI,https://pcpartpicker.com/product/2WV2FT/msi-pro-x870-p-wifi-atx-am5-motherboard-pro-x870-p-wifi,226.99,AM5,ATX,256,4,Black / Silver
ASRock X570 Phantom Gaming 4S,https://pcpartpicker.com/product/cvhmP6/asrock-x570-phantom-gaming-4s-atx-am4-motherboard-x570-phantom-gaming-4s,,AM4,ATX,128,4,Black
