name,part_url,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Monoprice Dark Matter Aether,https://pcpartpicker.com/product/g9ddnQ/monoprice-dark-matter-aether-wired-optical-mouse-37991,,Optical,Wired,16000,Right,Black
3M Ergonomic EM500GPL,https://pcpartpicker.com/product/8bddnQ/3m-ergonomic-em500gpl-wired-optical-mouse-mmmem500gpl,,Optical,Wired,,Right,
HP HyperX Pulsefire Dart,https://pcpartpicker.com/product/GTQcCJ/hp-hyperx-pulsefire-dart-wireless-optical-mouse-4p5q4aa,,Optical,Wireless,16000,Right,Black
Pulsar Xlite V2,https://pcpartpicker.com/product/BgVmP6/pulsar-xlite-v2-wireless-optical-mouse-pxw26,,Optical,Wireless,20000,Right,Blue
Pulsar Xlite V2,https://pcpartpicker.com/product/znbTwP/pulsar-xlite-v2-wireless-optical-mouse-pxw23,,Optical,Wireless,20000,Right,Red
SteelSeries PRIME: BLACK ICE EDITION,https://pcpartpicker.com/product/BYnypg/steelseries-prime-black-ice-edition-wired-optical-mouse-298320,,Optical,Wired,18000,Right,Translucent Gray / Green
ninjutso Katana Superlight,https://pcpartpicker.com/product/VC3gXL/ninjutso-katana-superlight-wiredwireless-optical-mouse-nm021,,Optical,"Wired, Wireless",19000,Right,White / Black
ninjutso Katana,https://pcpartpicker.com/product/7Zstt6/ninjutso-katana-wired-optical-mouse-nm011,,Optical,Wired,16000,Right,Black
ninjutso Origin One X,https://pcpartpicker.com/product/RH6p99/ninjutso-origin-one-x-wirelesswired-optical-mouse-nm001,,Optical,"Wired, Wireless",3200,Right,Black / White
Logitech MX ANYWHERE 3,https://pcpartpicker.com/product/8LvdnQ/logitech-mx-anywhere-3-bluetoothwirelesswired-laser-mouse-910-005833,,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,Gray
Logitech MX ANYWHERE 3,https://pcpartpicker.com/product/dTLFf7/logitech-mx-anywhere-3-bluetoothwireless-laser-mouse-910-005986,,Laser,"Wireless, Bluetooth Wireless",4000,Right,Pink
Xtrfy M4 RGB,https://pcpartpicker.com/product/xGvdnQ/xtrfy-m4-rgb-wired-optical-mouse-xg-m4-rgb-kripp,,Optical,Wired,16000,Right,Red / Black
Xtrfy M4 RGB,https://pcpartpicker.com/product/8YpzK8/xtrfy-m4-rgb-wired-optical-mouse-xg-m4-rgb-tokyo,,Optical,Wired,16000,Right,White / Red
Xtrfy M4 RGB,https://pcpartpicker.com/product/mqYmP6/xtrfy-m4-rgb-wired-optical-mouse-xg-m4-rgb-street,,Optical,Wired,16000,Right,Black / White
Xtrfy M4 RGB,https://pcpartpicker.com/product/V6vdnQ/xtrfy-m4-rgb-wired-optical-mouse-xg-m4-rgb-retro,,Optical,Wired,16000,Right,White / Beige
Xtrfy M4 RGB,https://pcpartpicker.com/product/7WM48d/xtrfy-m4-rgb-wired-optical-mouse-xg-m4-rgb-pink,,Optical,Wired,16000,Right,Pink
Xtrfy M42 RGB,https://pcpartpicker.com/product/FtXJ7P/xtrfy-m42-rgb-wirelesswired-optical-mouse-m42w-rgb-black,,Optical,"Wired, Wireless",16000,Right,Black
Xtrfy M42 RGB,https://pcpartpicker.com/product/QVt9TW/xtrfy-m42-rgb-optical-mouse-m42-rgb-retro,,Optical,,16000,Right,White / Red
Xtrfy M42 RGB,https://pcpartpicker.com/product/qkkWGX/xtrfy-m42-rgb-optical-mouse-m42-rgb-blue,,Optical,,16000,Right,Blue
Xtrfy M42 RGB,https://pcpartpicker.com/product/tJFbt6/xtrfy-m42-rgb-optical-mouse-m42-rgb-black,,Optical,,16000,Right,Black
Logitech MX Anywhere 3 for Business,https://pcpartpicker.com/product/JWpzK8/logitech-mx-anywhere-3-for-business-wirelessbluetooth-laser-mouse-910-006215,,Laser,"Wireless, Bluetooth Wireless",4000,Right,White / Gray
Logitech MX Anywhere 3 for Business,https://pcpartpicker.com/product/2LZ9TW/logitech-mx-anywhere-3-for-business-wirelessbluetooth-laser-mouse-910-006204,,Laser,"Wireless, Bluetooth Wireless",4000,Right,Black
A4Tech A4-MS0034,https://pcpartpicker.com/product/YDC48d/a4tech-a4-ms0034-wired-optical-mouse-a4-ms0034,,Optical,Wired,3200,Right,Black
Logitech ‎MX Master 3 for Mac,https://pcpartpicker.com/product/vfrqqs/logitech-mx-master-3-for-mac-wirelessbluetooth-optical-mouse-910-005693,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Black / Gray
Lamzu Atlantis OG,https://pcpartpicker.com/product/K23NnQ/lamzu-atlantis-og-wiredwireless-optical-mouse-40980949172258,,Optical,"Wired, Wireless",26000,Right,Blue / Pink
Lamzu Atlantis OG,https://pcpartpicker.com/product/Qf7scf/lamzu-atlantis-og-wiredwireless-optical-mouse-40980949205026,,Optical,"Wired, Wireless",26000,Right,Pink
Pulsar X2,https://pcpartpicker.com/product/kbvD4D/pulsar-x2-wiredwireless-optical-mouse-px203,,Optical,"Wired, Wireless",26000,Right,Red
Zowie ZA13-B,https://pcpartpicker.com/product/W688TW/zowie-za13-b-wired-optical-mouse-za13-b,,Optical,Wired,3200,Right,Black
Endgame Gear XM2w,https://pcpartpicker.com/product/MDcgXL/endgame-gear-xm2w-wirelesswired-optical-mouse-egg-xm2w-blk,,Optical,"Wired, Wireless",26000,Right,Black
Endgame Gear XM2w,https://pcpartpicker.com/product/wp26Mp/endgame-gear-xm2w-wirelesswired-optical-mouse-egg-xm2w-wht,,Optical,"Wired, Wireless",26000,Right,White
ADATA XPG SLINGSHOT,https://pcpartpicker.com/product/kYQKHx/adata-xpg-slingshot-wired-optical-mouse-slingshot-whcww,,Optical,Wired,12000,Right,White
ADATA XPG SLINGSHOT,https://pcpartpicker.com/product/rK26Mp/adata-xpg-slingshot-wired-optical-mouse-slingshot-pkcww,,Optical,Wired,12000,Right,Pink
ADATA XPG SLINGSHOT Mera,https://pcpartpicker.com/product/2Pgrxr/adata-xpg-slingshot-mera-wired-optical-mouse-slingshot-bkogcww,,Optical,Wired,12000,Right,Orange / Black
UtechSmart VenusPro,https://pcpartpicker.com/product/FytLrH/utechsmart-venuspro-wirelesswiredbluetooth-optical-mouse-ds-2833,,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black
Macally DYNAMOUSE,https://pcpartpicker.com/product/WsMMnQ/macally-dynamouse-wired-optical-mouse-dynamouseb,24.99,Optical,Wired,1600,Both,Black
Macally DYNAMOUSE,https://pcpartpicker.com/product/bYfxFT/macally-dynamouse-wired-optical-mouse-dynamousesg,25.99,Optical,Wired,1600,Both,Black / Silver
Logitech Signature M650 L,https://pcpartpicker.com/product/cX3NnQ/logitech-signature-m650-l-bluetoothwirelesswired-optical-mouse-910-006237,,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Pink
Keychron M1,https://pcpartpicker.com/product/L6xxFT/keychron-m1-bluetoothwirelesswired-optical-mouse-mskcm1a5wh,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
NZXT Lift,https://pcpartpicker.com/product/zLQcCJ/nzxt-lift-wired-optical-mouse-ms-1wrax-wm,,Optical,Wired,16000,Right,White / Black
NZXT Lift,https://pcpartpicker.com/product/tkyH99/nzxt-lift-wired-optical-mouse-ms-1wrab-wm,,Optical,Wired,16000,Right,White / Blue
NZXT Lift,https://pcpartpicker.com/product/gZP8TW/nzxt-lift-wired-optical-mouse-ms-1wrac-wm,,Optical,Wired,16000,Right,White / Cyan
NZXT Lift,https://pcpartpicker.com/product/qNTZxr/nzxt-lift-wired-optical-mouse-ms-1wrap-wm,,Optical,Wired,16000,Right,White / Purple
NZXT Lift,https://pcpartpicker.com/product/KnFmP6/nzxt-lift-wired-optical-mouse-ms-1wrar-wm,,Optical,Wired,16000,Right,White / Red
NZXT Lift,https://pcpartpicker.com/product/QwFmP6/nzxt-lift-wired-optical-mouse-ms-1wray-wm,,Optical,Wired,16000,Right,White / Yellow
Logitech POP Heartbreaker,https://pcpartpicker.com/product/3gNxFT/logitech-pop-heartbreaker-bluetoothwireless-optical-mouse-910-006545,38.41,Optical,"Wireless, Bluetooth Wireless",4000,Both,Pink / Red
Pulsar X2V2 Mini,https://pcpartpicker.com/product/3dYRsY/pulsar-x2v2-mini-bluetoothwirelesswired-optical-mouse-px2213,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Pulsar X2V2,https://pcpartpicker.com/product/qW88TW/pulsar-x2v2-bluetoothwirelesswired-optical-mouse-px2222,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Pulsar X2H,https://pcpartpicker.com/product/9Frqqs/pulsar-x2h-bluetoothwirelesswired-optical-mouse-px2h21,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Pulsar X2H,https://pcpartpicker.com/product/7ZKscf/pulsar-x2h-bluetoothwirelesswired-optical-mouse-px2h22,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Pulsar X2H Mini,https://pcpartpicker.com/product/xtBzK8/pulsar-x2h-mini-bluetoothwirelesswired-optical-mouse-px2h13,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Cooler Master MM311,https://pcpartpicker.com/product/QNGhP6/cooler-master-mm311-wirelesswired-optical-mouse-mm-311-kkow1,,Optical,"Wired, Wireless",10000,Right,Black
Asus ROG Strix Impact II Electro Punk,https://pcpartpicker.com/product/rPdG3C/asus-rog-strix-impact-ii-electro-punk-wired-optical-mouse-90mp01u0-bmua00,,Optical,Wired,6200,Right,Black
Asus ROG Strix Impact II,https://pcpartpicker.com/product/7JPQzy/asus-rog-strix-impact-ii-wired-optical-mouse-90mp02c0-bmua00,,Optical,Wired,6200,Right,White
Acer Predator Cestus 335 PMW120,https://pcpartpicker.com/product/PVddnQ/acer-predator-cestus-335-pmw120-wired-optical-mouse-gpmce1101q,,Optical,Wired,19000,Right,Black
ADATA XPG PRIMER,https://pcpartpicker.com/product/Y2V2FT/adata-xpg-primer-wired-optical-mouse-primer-bkcww,52.99,Optical,Wired,12000,Right,Black
Adesso iMouse A10,https://pcpartpicker.com/product/tRDkcf/adesso-imouse-a10-wirelesswired-optical-mouse-imousea10,,Optical,"Wired, Wireless",1600,Both,Silver / Black
Adesso iMouse E3-TAA,https://pcpartpicker.com/product/gmvqqs/adesso-imouse-e3-taa-wirelesswired-optical-mouse-imousee3-taa,,Optical,"Wired, Wireless",2400,Right,Black
Adesso iMouse E7-TAA,https://pcpartpicker.com/product/qy7p99/adesso-imouse-e7-taa-wired-optical-mouse-imousee7-taa,36.99,Optical,Wired,2400,Right,Black
Adesso iMouse P10,https://pcpartpicker.com/product/dG8bt6/adesso-imouse-p10-wirelesswired-laser-mouse-imousep10,29.99,Laser,"Wired, Wireless",800,Both,Silver / Gray
AZIO RM-RCM-L-02,https://pcpartpicker.com/product/Lnhv6h/azio-rm-rcm-l-02-bluetoothwirelesswired-optical-mouse-rm-rcm-l-02,99.34,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,White / Pink
AZIO RM-RCM-L-03,https://pcpartpicker.com/product/2sYmP6/azio-rm-rcm-l-03-bluetoothwirelesswired-optical-mouse-rm-rcm-l-03,99.34,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,Black / Pink
AZIO RM-RCM-L-06,https://pcpartpicker.com/product/MgyH99/azio-rm-rcm-l-06-bluetoothwirelesswired-optical-mouse-rm-rcm-l-06,105.34,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,White / Silver
Zowie S2,https://pcpartpicker.com/product/7WXV3C/zowie-s2-wired-optical-mouse-9hn32bba3e,,Optical,Wired,3200,Right,White
Verbatim Retractable,https://pcpartpicker.com/product/TBjRsY/verbatim-retractable-wired-optical-mouse-70753,,Optical,Wired,1000,Both,Blue / Gray
Verbatim Retractable,https://pcpartpicker.com/product/zKpQzy/verbatim-retractable-wired-optical-mouse-70751,,Optical,Wired,1000,Both,Black / Gray
Verbatim Retractable,https://pcpartpicker.com/product/BDqrxr/verbatim-retractable-wired-optical-mouse-70752,,Optical,Wired,1000,Both,Red / Gray
Verbatim 70706,https://pcpartpicker.com/product/k87p99/verbatim-70706-wireless-optical-mouse-70706,16.99,Optical,Wireless,1000,Both,Red / Black
Verbatim 70704,https://pcpartpicker.com/product/RVkgXL/verbatim-70704-wireless-optical-mouse-70704,21.98,Optical,Wireless,1000,Both,Black
Verbatim 70750,https://pcpartpicker.com/product/ysXV3C/verbatim-70750-wirelessbluetooth-optical-mouse-70750,29,Optical,"Wireless, Bluetooth Wireless",,Both,Black
V7 MW150BT,https://pcpartpicker.com/product/rHxxFT/v7-mw150bt-bluetooth-optical-mouse-mw150bt,,Optical,Bluetooth Wireless,1000,Both,Black
V7 MW300,https://pcpartpicker.com/product/4t7G3C/v7-mw300-wireless-optical-mouse-mw300,,Optical,Wireless,1600,Right,Black
V7 MU300,https://pcpartpicker.com/product/jCNgXL/v7-mu300-wired-optical-mouse-mu300,,Optical,Wired,1600,Right,Black
Thermaltake MOTLNWDOTBK01,https://pcpartpicker.com/product/pJXJ7P/thermaltake-motlnwdotbk01-wired-optical-mouse-motlnwdotbk01,,Optical,Wired,3200,Right,Black / Red
Dell MS3320W,https://pcpartpicker.com/product/JHK2FT/dell-ms3320w-wiredwirelessbluetooth-optical-mouse-ms3320w-gy,,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Gray
Dell MS5120W,https://pcpartpicker.com/product/jfjBD3/dell-ms5120w-wiredwirelessbluetooth-optical-mouse-ms5120wgy,37.99,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Gray
Dell MS7421W,https://pcpartpicker.com/product/8VLFf7/dell-ms7421w-wiredwirelessbluetooth-optical-mouse-ms7421wslvna,56.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Silver
HP 280 Silent,https://pcpartpicker.com/product/8NxxFT/hp-280-silent-wirelesswired-optical-mouse-19u64aaabl,37.98,Optical,"Wired, Wireless",1200,Both,Black
HP 635,https://pcpartpicker.com/product/yyvdnQ/hp-635-bluetoothwirelesswired-optical-mouse-1d0k2aaaba,77,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
HP 930 Creator,https://pcpartpicker.com/product/gmt9TW/hp-930-creator-bluetoothwirelesswired-optical-mouse-1d0k9aaabl,121.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Silver
HP x3000,https://pcpartpicker.com/product/F84Zxr/hp-x3000-wiredwireless-optical-mouse-2c3m3aaaba,17.98,Optical,"Wired, Wireless",1600,Both,Black
HP 430,https://pcpartpicker.com/product/cGFbt6/hp-430-wiredbluetoothwireless-optical-mouse-3b4q2aaabl,33.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black
HP 435,https://pcpartpicker.com/product/Q3VmP6/hp-435-bluetoothwirelesswired-optical-mouse-3b4q5aaaba,,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black
HP 410 Slim,https://pcpartpicker.com/product/FbH7YJ/hp-410-slim-bluetooth-optical-mouse-4m0x5aaabl,54.99,Optical,Bluetooth Wireless,1600,Both,Black / Silver
HP 285 Silent,https://pcpartpicker.com/product/9WVmP6/hp-285-silent-wirelesswired-optical-mouse-6g4e6aaabl,,Optical,"Wired, Wireless",1200,Both,Black
IOGEAR GME423,https://pcpartpicker.com/product/D8ZzK8/iogear-gme423-wired-optical-mouse-gme423,,Optical,Wired,1000,Both,Black
IOGEAR SYMMETRE II,https://pcpartpicker.com/product/FbQcCJ/iogear-symmetre-ii-wired-optical-mouse-gme640,51.95,Optical,Wired,16000,Both,Black
Kensington SimpleSolutions,https://pcpartpicker.com/product/J33gXL/kensington-simplesolutions-wired-optical-mouse-k55114ww,22.05,Optical,Wired,1600,Both,Black
Targus AMU81AMUSZ,https://pcpartpicker.com/product/LvH7YJ/targus-amu81amusz-wired-optical-mouse-amu81amusz,,Optical,Wired,1000,Both,Black
Kensington Orbit,https://pcpartpicker.com/product/DQvdnQ/kensington-orbit-wiredwirelessbluetooth-optical-mouse-k70990ww,54.49,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Black
Targus AMB844GL,https://pcpartpicker.com/product/pmZ9TW/targus-amb844gl-bluetooth-optical-mouse-amb844gl,,Optical,Bluetooth Wireless,1000,Both,Black
Targus AMB581GL,https://pcpartpicker.com/product/2YBG3C/targus-amb581gl-bluetooth-optical-mouse-amb581gl,26.98,Optical,Bluetooth Wireless,,Both,Black
Kensington Orbit Fusion,https://pcpartpicker.com/product/6bmFf7/kensington-orbit-fusion-wirelesswired-laser-mouse-k72363ww,,Laser,"Wired, Wireless",1500,Right,Black / Red
Kensington Orbit,https://pcpartpicker.com/product/MMytt6/kensington-orbit-wired-optical-mouse-k72500ww,49.99,Optical,Wired,,Both,White
Swiftpoint ErgoPoint,https://pcpartpicker.com/product/LYytt6/swiftpoint-ergopoint-wireless-optical-mouse-sm800,,Optical,Wireless,,Right,Black / Blue
Kensington Pro Fit Ergo,https://pcpartpicker.com/product/dGnypg/kensington-pro-fit-ergo-wired-optical-mouse-k75256ww,,Optical,Wired,800,Right,Black / Red
Kensington Pro Fit Ergo,https://pcpartpicker.com/product/G4YmP6/kensington-pro-fit-ergo-wirelesswired-optical-mouse-k75263ww,,Optical,"Wired, Wireless",800,Right,White
Kensington Pro Fit Ergo,https://pcpartpicker.com/product/Qjvqqs/kensington-pro-fit-ergo-bluetoothwirelesswired-optical-mouse-k75326ww,,Optical,"Wired, Wireless, Bluetooth Wireless",,Right,Black / Red
Kensington SureTrack,https://pcpartpicker.com/product/kyGnTW/kensington-suretrack-bluetoothwirelesswired-optical-mouse-k75350ww,22.98,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Both,Blue
Kensington SureTrack,https://pcpartpicker.com/product/rhCFf7/kensington-suretrack-bluetoothwirelesswired-optical-mouse-k75351ww,23.97,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Both,Gray
Kensington SureTrack,https://pcpartpicker.com/product/bZhmP6/kensington-suretrack-bluetoothwirelesswired-optical-mouse-k75353ww,,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Both,White
Kensington Pro Fit,https://pcpartpicker.com/product/9PPgXL/kensington-pro-fit-wirelesswired-optical-mouse-k72422us,28.44,Optical,"Wired, Wireless",1750,Right,Red
Kensington Pro Fit,https://pcpartpicker.com/product/VRDkcf/kensington-pro-fit-wiredwireless-optical-mouse-k72423us,,Optical,"Wired, Wireless",1750,Right,Gray
Kensington Pro Fit,https://pcpartpicker.com/product/8swkcf/kensington-pro-fit-wirelesswired-optical-mouse-k72424us,35.37,Optical,"Wired, Wireless",1750,Right,Green
Kensington Pro Fit,https://pcpartpicker.com/product/NFbTwP/kensington-pro-fit-wired-optical-mouse-k70315ww,18.32,Optical,Wired,1600,Both,Black
Kensington Pro Fit,https://pcpartpicker.com/product/xYJgXL/kensington-pro-fit-bluetooth-optical-mouse-k74000ww,,Optical,Bluetooth Wireless,,Both,Black
Kensington Pro Fit Ergo,https://pcpartpicker.com/product/B6wypg/kensington-pro-fit-ergo-wiredwireless-optical-mouse-k79810ww,46.99,Optical,"Wired, Wireless",1600,Left,Black
Lenovo Go,https://pcpartpicker.com/product/DpqPxr/lenovo-go-wiredbluetoothwireless-optical-mouse-gy51c21211,70.99,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Gray
Logitech M317 Bamboo Dream,https://pcpartpicker.com/product/6YFbt6/logitech-m317-bamboo-dream-wirelesswired-optical-mouse-910-006614,,Optical,"Wired, Wireless",1000,Both,White / Gold
Logitech M317 Summer Breeze,https://pcpartpicker.com/product/jH4Zxr/logitech-m317-summer-breeze-wirelesswired-optical-mouse-910-007056,,Optical,"Wired, Wireless",1000,Both,Blue / Green
Logitech M317,https://pcpartpicker.com/product/wfGbt6/logitech-m317-wirelesswired-optical-mouse-910-005133,,Optical,"Wired, Wireless",,Both,Purple / Black
Logitech M317C,https://pcpartpicker.com/product/CjbTwP/logitech-m317c-wirelesswired-optical-mouse-910-005668,,Optical,"Wired, Wireless",,Both,Blue / Black
Logitech M317 Golden Garden,https://pcpartpicker.com/product/4zzhP6/logitech-m317-golden-garden-wirelesswired-optical-mouse-910-006115,,Optical,"Wired, Wireless",,Both,Green / Gold
Logitech 910-002893,https://pcpartpicker.com/product/X7gFf7/logitech-910-002893-wirelesswired-optical-mouse-910-002893,21.98,Optical,"Wired, Wireless",1000,Both,Red
Logitech M187,https://pcpartpicker.com/product/9bQcCJ/logitech-m187-wirelesswired-optical-mouse-910-004841,,Optical,"Wired, Wireless",1000,Both,Black / White
Logitech M187,https://pcpartpicker.com/product/MLLdnQ/logitech-m187-wirelesswired-optical-mouse-910-005363,,Optical,"Wired, Wireless",1000,Both,Teal / Blue
Logitech M187,https://pcpartpicker.com/product/DGYRsY/logitech-m187-wirelesswired-optical-mouse-910-005364,,Optical,"Wired, Wireless",1000,Both,Pink / Teal
Logitech M220 Silent,https://pcpartpicker.com/product/GgkWGX/logitech-m220-silient-wirelesswired-optical-mouse-910-006125,,Optical,"Wired, Wireless",1000,Both,White
Logitech M220 Silent,https://pcpartpicker.com/product/PR9wrH/logitech-m220-silient-wirelesswired-optical-mouse-910-004879,,Optical,"Wired, Wireless",1000,Both,Blue / Black
Logitech M220 Silent,https://pcpartpicker.com/product/J6grxr/logitech-m220-silient-wirelesswired-optical-mouse-910-004880,,Optical,"Wired, Wireless",1000,Both,Red / Black
Logitech PEBBLE M350,https://pcpartpicker.com/product/RbBG3C/logitech-pebble-m350-bluetoothwirelesswired-optical-mouse-910-006658,,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Gray
Logitech PEBBLE M350,https://pcpartpicker.com/product/9QXJ7P/logitech-pebble-m350-bluetoothwirelesswired-optical-mouse-910-006659,,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Purple / Yellow
Logitech PEBBLE M350,https://pcpartpicker.com/product/yrddnQ/logitech-pebble-m350-bluetoothwirelesswired-optical-mouse-910-006660,26.74,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Blue
Logitech PEBBLE M350,https://pcpartpicker.com/product/9F7p99/logitech-pebble-m350-bluetoothwirelesswired-optical-mouse-910-005770,38.61,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,White
Logitech Signature M650 L,https://pcpartpicker.com/product/v7xRsY/logitech-signature-m650-l-bluetoothwirelesswired-optical-mouse-910-006232,32.95,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Blue / Black
Logitech M325S,https://pcpartpicker.com/product/2P2WGX/logitech-m325s-wirelesswired-optical-mouse-910-006824,23.98,Optical,"Wired, Wireless",1000,Both,Silver / Black
Logitech M325S,https://pcpartpicker.com/product/q326Mp/logitech-m325s-wirelesswired-optical-mouse-910-006823,28.97,Optical,"Wired, Wireless",1000,Both,Gray / Black
