name,part_url,size,color,rpm,airflow,pwm,manufacturer,part_number,connectors
Thermalright TL-C12C-S X5 5-Pack,https://pcpartpicker.com/product/x3Kscf/thermalright-tl-c12c-s-x5-6617-cfm-120-mm-fans-5-pack-tl-c12c-s-x5,120,Black,1550,66.17,True,Thermalright,TL-C12C-S X5,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC P14 Pro PST 5-Pack,https://pcpartpicker.com/product/Gsjv6h/arctic-p14-pro-pst-110-cfm-140-mm-fans-5-pack-acfan00319a,140,Black,"400,2500",110,True,ARCTIC,ACFAN00319A,4-pin PWM
Corsair iCUE LINK LX120-R RGB 3-Pack,https://pcpartpicker.com/product/nJzXsY/corsair-icue-link-lx120-r-rgb-70-cfm-120-mm-fans-3-pack-co-9051050-ww,120,Black,2400,70,True,Corsair,CO-9051050-WW,Proprietary PWM
Lian Li UNI FAN TL 120 3-Pack,https://pcpartpicker.com/product/T7grxr/lian-li-uni-fan-tl-120-901-cfm-120-mm-fans-3-pack-12tl3w,120,White,"200,2600",90.1,False,Lian Li,12TL3W|G99.12TL3W.00,Proprietary
be quiet! Silent Wings Pro 4,https://pcpartpicker.com/product/L8NxFT/be-quiet-silent-wings-pro-4-9741-cfm-140-mm-fan-bl099,140,Black,2400,97.41,True,be quiet!,BL099,4-pin PWM
Thermalright TL-M12QR X3 3-Pack,https://pcpartpicker.com/product/26Nscf/thermalright-tl-m12qr-x3-476-cfm-120-mm-fans-3-pack-tl-m12qr-x3,120,Black,1500,47.6,True,Thermalright,TL-M12QR X3,4-pin PWM|3-pin 5V Addressable RGB
Fractal Design Prisma AL 3-Pack,https://pcpartpicker.com/product/bXYRsY/fractal-design-prisma-al-8571-cfm-120-mm-fans-3-pack-d-fan-pri-al12-pwm-3p,120,White / Black,"500,2000","20.68,85.71",True,Fractal Design,D-FAN-PRI-AL12-PWM-3P,4-pin PWM|3-pin 5V Addressable RGB
Corsair RS120 ARGB,https://pcpartpicker.com/product/hk26Mp/corsair-rs120-argb-728-cfm-120-mm-fan-co-9050184-ww,120,White,"420,2100","13.3,72.8",True,Corsair,CO-9050184-WW,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN SL Wireless 3-Pack,https://pcpartpicker.com/product/DCsV3C/lian-li-uni-fan-sl-wireless-6405-cfm-120-mm-fans-3-pack-12sl1w3w,120,White,"400,2000",64.05,True,Lian Li,12SL1W3W|G99.12SL1W3W.00,4-pin PWM
Thermalright TL-C12CW-S X3 3-Pack,https://pcpartpicker.com/product/XYPQzy/thermalright-tl-c12cw-s-x3-6617-cfm-120-mm-fans-3-pack-tl-c12cw-s-x3-d6,120,White,1550,66.17,True,Thermalright,TL-C12CW-S X3 D6|TL-C12CW-S X3,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE LINK RX120 3-Pack,https://pcpartpicker.com/product/kPWJ7P/corsair-icue-link-rx120-742-cfm-120-mm-fans-3-pack-co-9051022-ww,120,White,2100,"10.5,74.2",False,Corsair,CO-9051022-WW,Proprietary
NZXT F120 RGB Core,https://pcpartpicker.com/product/3HGhP6/nzxt-f120-rgb-core-7886-cfm-120-mm-fan-rf-c12sf-b1,120,Black,"500,1800",78.86,True,NZXT,RF-C12SF-B1,4-pin PWM|4-pin 12V RGB
Lian Li Uni Fan SL-Infinity 3-Pack,https://pcpartpicker.com/product/VDTFf7/lian-li-uni-fan-sl-infinity-636-cfm-120-mm-fans-3-pack-12rslin3w,120,White,"200,2100",63.6,True,Lian Li,12RSLIN3W|G99.12RSLIN3W.00,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE LINK LX120 RGB 3-Pack,https://pcpartpicker.com/product/HdLdnQ/corsair-icue-link-lx120-rgb-699-cfm-120-mm-fans-3-pack-co-9051026-ww,120,Black,"400,2400","9.75,69.9",True,Corsair,CO-9051026-WW,Proprietary PWM
Noctua NF-A14x25 G2 PWM Sx2-PP 2-Pack,https://pcpartpicker.com/product/6GWJ7P/noctua-nf-a14x25-g2-pwm-sx2-pp-916-cfm-140-mm-fans-2-pack-nf-a14x25-g2-pwm-sx2-pp,140,Brown,"1250,1500","74.8,91.6",True,Noctua,NF-A14x25 G2 PWM Sx2-PP,4-pin PWM
Noctua A14 PWM chromax.black.swap,https://pcpartpicker.com/product/sWM323/noctua-nf-a14-pwm-chromaxblackswap-825-cfm-140mm-fan-nf-a14-pwm-chromaxblackswap,140,Multicolor,"300,1500",82.52,True,Noctua,NF-A14 PWM chromax.black.swap|NF-A14 PWM CH.BK.S|NF-A14-PWM-CH-BK-S|NF-A14 PWM CHROMAX,4-pin PWM
Thermalright TL-C12C-S,https://pcpartpicker.com/product/BM7scf/thermalright-tl-c12c-s-6617-cfm-120-mm-fan-tl-c12c-s,120,Black,1550,66.17,True,Thermalright,TL-C12C-S,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN SL Wireless 3-Pack,https://pcpartpicker.com/product/wtV2FT/lian-li-uni-fan-sl-wireless-6405-cfm-120-mm-fans-3-pack-12sl1w3b,120,Black,"400,2000",64.05,True,Lian Li,12SL1W3B|G99.12SL1W3B.00,4-pin PWM
be quiet! Pure Wings 3,https://pcpartpicker.com/product/QM26Mp/be-quiet-pure-wings-3-499-cfm-120-mm-fan-bl105,120,Black,1600,49.9,True,be quiet!,BL105,4-pin PWM
ARCTIC P12 PWM PST,https://pcpartpicker.com/product/68WfrH/arctic-p12-pwm-pst-563-cfm-120-mm-fan-acfan00120a,120,Black,"200,1800",56.3,True,ARCTIC,ACFAN00120A,4-pin PWM
Lian Li Uni Fan SL-Infinity,https://pcpartpicker.com/product/JpjBD3/lian-li-uni-fan-sl-infinity-727-cfm-140-mm-fan-uf-slin140-1b,140,Black,"200,1600",72.7,True,Lian Li,UF-SLIN140-1B|14SLIN1B,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN TL Wireless 3-Pack,https://pcpartpicker.com/product/GjcBD3/lian-li-uni-fan-tl-wireless-834-cfm-120-mm-fans-3-pack-12rtl1w3b,120,Black,"200,2300",83.4,True,Lian Li,12RTL1W3B|G99.12RTL1W3B.00,4-pin PWM
Noctua NF-A14x25 G2 PWM,https://pcpartpicker.com/product/WgRwrH/noctua-nf-a14x25-g2-pwm-916-cfm-140-mm-fan-nf-a14x25-g2-pwm,140,Brown,"1250,1500","74.8,91.6",True,Noctua,NF-A14x25 G2 PWM,4-pin PWM
Thermalright TL-C12C X5 5-Pack,https://pcpartpicker.com/product/rFBzK8/thermalright-tl-c12c-x5-6617-cfm-120-mm-fans-5-pack-tl-c12c-x5,120,Black,1550,66.17,True,Thermalright,TL-C12C X5,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/4pQwrH/lian-li-uni-fan-cl-wireless-723-cfm-120-mm-fans-3-pack-12rcl1w3b,120,Black,"250,2100",72.3,True,Lian Li,12RCL1W3B,4-pin PWM
ARCTIC P12 Pro A-RGB 3-Pack,https://pcpartpicker.com/product/GjKnTW/arctic-p12-pro-a-rgb-77-cfm-120-mm-fans-3-pack-acfan00326a,120,White,"600,3000",77,True,ARCTIC,ACFAN00326A,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-M12R-S,https://pcpartpicker.com/product/Wpbypg/thermalright-tl-m12r-s-476-cfm-120-mm-fan-tl-m12r-s,120,Black,1500,47.6,True,Thermalright,TL-M12R-S,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN SL-INF Wireless 3-Pack,https://pcpartpicker.com/product/njBFf7/lian-li-uni-fan-sl-inf-wireless-697-cfm-120-mm-fans-3-pack-12rslin1w3b,120,Black,"200,2200",69.7,True,Lian Li,12RSLIN1W3B|G99.12RSLIN1W3B.00,4-pin PWM
Noctua F12 industrialPPC-3000 PWM,https://pcpartpicker.com/product/Mb4gXL/noctua-case-fan-nff12industrialppc3000pwm,120,Brown / Black,"750,3000",109.89,True,Noctua,NF-F12 industrialPPC-3000 PWM|NF-F12 iPPC-3000 PWM|NF-F12 PPC 3000 PWM,4-pin PWM
ARCTIC P14 Pro A-RGB,https://pcpartpicker.com/product/hWy8TW/arctic-p14-pro-a-rgb-110-cfm-140-mm-fan-acfan00315a,140,Black,"400,2500",110,True,ARCTIC,ACFAN00315A,4-pin PWM|3-pin 5V Addressable RGB
Noctua A12x15 PWM chromax.black.swap,https://pcpartpicker.com/product/FM3mP6/noctua-nf-a12x15-pwm-chromaxblackswap-5544-cfm-120-mm-fan-nf-a12x15-pwm-chromaxblackswap,120,Black / Multicolor,"450,1850",55.44,True,Noctua,NF-A12X15 PWM CHROMAX.BLACK.SWAP|NF-A12x15 PWM CH.BK.S|NF-A12x15-PWM-CH-BK-S,4-pin PWM
ARCTIC P12 Slim PWM PST 3-Pack,https://pcpartpicker.com/product/xBhv6h/arctic-p12-slim-pwm-pst-421-cfm-120-mm-fans-3-pack-acfan00275a,120,Black,"300,2100",42.1,True,ARCTIC,ACFAN00275A,4-pin PWM
Lian Li UNI FAN SL-INF Wireless 3-Pack,https://pcpartpicker.com/product/N2WmP6/lian-li-uni-fan-sl-inf-wireless-697-cfm-120-mm-fans-3-pack-12rslin1w3w,120,White,"200,2200",69.7,True,Lian Li,12RSLIN1W3W|G99.12RSLIN1W3W.00,4-pin PWM
ARCTIC P12 Pro Reverse A-RGB,https://pcpartpicker.com/product/DLKnTW/arctic-p12-pro-reverse-a-rgb-73-cfm-120-mm-fan-acfan00322a,120,Black,"500,3000",73,True,ARCTIC,ACFAN00322A,4-pin PWM|3-pin 5V Addressable RGB
NZXT F120 RGB Core,https://pcpartpicker.com/product/Rz6NnQ/nzxt-f120-rgb-core-7886-cfm-120-mm-fan-rf-c12sf-w1,120,White,"500,1800",78.86,True,NZXT,RF-C12SF-W1,4-pin PWM|4-pin 12V RGB
NZXT F120Q (2024),https://pcpartpicker.com/product/DbJp99/nzxt-f120q-2024-7426-cfm-120-mm-fan-rf-q12sf-b2,120,Black,"500,1700",74.26,True,NZXT,RF-Q12SF-B2,4-pin PWM
Corsair RS120,https://pcpartpicker.com/product/DqCZxr/corsair-rs120-728-cfm-120-mm-fan-co-9050188-ww,120,Black,"420,2100","13.3,72.8",True,Corsair,CO-9050188-WW,4-pin PWM
Noctua A14 industrialPPC-3000 PWM,https://pcpartpicker.com/product/ntXfrH/noctua-a14-industrialppc-3000-pwm-1585-cfm-140-mm-fan-nf-a14-industrialppc-3000-pwm,140,Brown / Black,"800,3000",158.5,True,Noctua,NF-A14 industrialPPC-3000 PWM|NF-A14 iPPC-3000 PWM,4-pin PWM
Thermalright TL-C14C-S,https://pcpartpicker.com/product/HQxxFT/thermalright-tl-c14c-s-758-cfm-140-mm-fan-tl-c14c-s,140,Black,1500,75.8,True,Thermalright,TL-C14C-S,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-C12C,https://pcpartpicker.com/product/PgTp99/thermalright-tl-c12c-6617-cfm-120-mm-fan-tl-c12c-d6,120,Black,1550,66.17,True,Thermalright,TL-C12C D6|TL-C12C,4-pin PWM
Thermalright TL-S12 X3 3-Pack,https://pcpartpicker.com/product/4zkH99/thermalright-tl-s12-x3-476-cfm-120-mm-fans-3-pack-tl-s12-x3,120,Black,1500,47.6,True,Thermalright,TL-S12 X3,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE LINK LX120-R RGB 3-Pack,https://pcpartpicker.com/product/NFJp99/corsair-icue-link-lx120-r-rgb-70-cfm-120-mm-fans-3-pack-co-9051054-ww,120,White,2400,70,True,Corsair,CO-9051054-WW,Proprietary PWM
Noctua A14 PWM,https://pcpartpicker.com/product/dwR48d/noctua-case-fan-nfa14pwm,140,Brown,"300,1500","68,82.5",True,Noctua,NF-A14 PWM,4-pin PWM
Thermalright TL-M12R,https://pcpartpicker.com/product/nfFCmG/thermalright-tl-m12r-426-cfm-120-mm-fan-tl-m12r,120,Black,1500,42.6,True,Thermalright,TL-M12R,4-pin PWM|3-pin 5V Addressable RGB
DARKROCK F120 3-Pack,https://pcpartpicker.com/product/6WwD4D/darkrock-f120-120-mm-fans-3-pack-dr-fan-f120-bk-x3,120,Black,"800,1600",,True,DARKROCK,DR-FAN-F120-BK X3,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN AL120 V2 3-Pack,https://pcpartpicker.com/product/fskH99/lian-li-uni-fan-al120-v2-773-cfm-120-mm-fans-3-pack-al120v2-3w,120,White,"250,2000",77.3,True,Lian Li,AL120V2-3W|UF-AL120V2-3W|12ALV2-3W|G99.12ALV23W.00,Proprietary PWM|3-pin 5V Addressable RGB
Corsair iCUE LINK QX120 RGB Starter Kit 3-Pack,https://pcpartpicker.com/product/LgP8TW/corsair-icue-link-qx120-rgb-starter-kit-631-cfm-120-mm-fans-3-pack-co-9051006-ww,120,White,"480,2400","16.44,63.1",True,Corsair,CO-9051006-WW,Proprietary PWM
Noctua A12x25 PWM,https://pcpartpicker.com/product/zxx2FT/noctua-nf-a12x25-pwm-601-cfm-120mm-fan-nf-a12x25-pwm,120,Brown,"450,2000","49.73,60.1",True,Noctua,NF-A12x25 PWM,4-pin PWM
Noctua F12 PWM,https://pcpartpicker.com/product/b2vRsY/noctua-nf-f12-pwm-5497-cfm-120-mm-fan-nf-f12-pwm,120,Brown,"300,1500","43.73,54.97",True,Noctua,NF-F12 PWM,4-pin PWM
Noctua A12x15 PWM,https://pcpartpicker.com/product/rhQRsY/noctua-nf-a12x15-pwm-942-cfm-120mm-fan-nf-a12x15-pwm,120,Brown,"450,1850","41.67,55.44",True,Noctua,NF-A12x15 PWM,4-pin PWM
Thermalright TL-S12-S X3 3-Pack,https://pcpartpicker.com/product/4bV2FT/thermalright-tl-s12-s-x3-476-cfm-120-mm-fans-3-pack-tl-s12-s-x3,120,Black,1500,47.6,True,Thermalright,TL-S12-S X3,4-pin PWM|3-pin 5V Addressable RGB
Phanteks T30-120,https://pcpartpicker.com/product/LqrRsY/phanteks-t30-120-101-cfm-120-mm-fan-ph-f120t30_bg,120,Black,,"0,101",True,Phanteks,PH-F120T30_BG,4-pin PWM
Corsair RS120-R 3-Pack,https://pcpartpicker.com/product/kjvscf/corsair-rs120-r-6582-cfm-120-mm-fans-3-pack-co-9050196-ww,120,Black,"420,2100","13.33,65.82",True,Corsair,CO-9050196-WW,4-pin PWM|3-pin 5V Addressable RGB
Phanteks M25G2-120 D-RGB Reverse 3-Pack,https://pcpartpicker.com/product/CL2j4D/phanteks-m25g2-120-d-rgb-reverse-7369-cfm-120-mm-fans-3-pack-ph-f120m25r_g2_dbk01_3p,120,Black,"350,2000",73.69,True,Phanteks,PH-F120M25R_G2_DBK01_3P,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC P12 Slim PWM PST,https://pcpartpicker.com/product/YCbTwP/arctic-p12-slim-pwm-pst-411-cfm-120-mm-fan-acfan00187a,120,Black,"300,2100",41.1,True,ARCTIC,ACFAN00187A,4-pin PWM
ARCTIC P12 Pro Reverse A-RGB 3-Pack,https://pcpartpicker.com/product/s2fV3C/arctic-p12-pro-reverse-a-rgb-73-cfm-120-mm-fans-3-pack-acfan00334a,120,White,"500,3000",73,True,ARCTIC,ACFAN00334A,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Pure Wings 3 PWM 3-Pack,https://pcpartpicker.com/product/x79nTW/be-quiet-pure-wings-3-pwm-471-cfm-120-mm-fans-3-pack-bl137,120,Black,1500,47.1,True,be quiet!,BL137,4-pin PWM
Asiahorse DAWN 3-Pack,https://pcpartpicker.com/product/JTtkcf/asiahorse-dawn-71-cfm-120-mm-fans-3-pack-dawn-black-3pack,120,Black,"900,1850",71,True,Asiahorse,DAWN-Black-3PACK,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC P12 Pro PST,https://pcpartpicker.com/product/zMrp99/arctic-p12-pro-pst-77-cfm-120-mm-fan-acfan00308a,120,White,"600,3000",77,True,ARCTIC,ACFAN00308A,4-pin PWM
Thermalright TL-C12B-S V3 X3 3-Pack,https://pcpartpicker.com/product/yDmNnQ/thermalright-tl-c12b-s-v3-x3-6617-cfm-120-mm-fans-3-pack-tl-c12b-s-v3-x3,120,Black,1500,66.17,True,Thermalright,TL-C12B-S V3 X3,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN TL Wireless 3-Pack,https://pcpartpicker.com/product/nGfV3C/lian-li-uni-fan-tl-wireless-901-cfm-120-mm-fans-3-pack-12tl1w3w,120,White,"200,2600",90.1,True,Lian Li,12TL1W3W|G99.12TL1W3W.00,4-pin PWM
Lian Li Uni Fan SL-Infinity,https://pcpartpicker.com/product/vDC48d/lian-li-uni-fan-sl-infinity-727-cfm-140-mm-fan-uf-slin140-1w,140,White,"200,1600",72.7,True,Lian Li,UF-SLIN140-1W|14SLIN1W|G99.14SLIN1W.00,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Pure Wings 3,https://pcpartpicker.com/product/RRMMnQ/be-quiet-pure-wings-3-574-cfm-140-mm-fan-bl108,140,Black,1200,57.4,True,be quiet!,BL108,4-pin PWM
Thermalright TL-C12RB-S V2,https://pcpartpicker.com/product/gBzXsY/thermalright-tl-c12rb-s-v2-58-cfm-120-mm-fan-tl-c12rb-s-v2,120,Black / White,1500,58,True,Thermalright,TL-C12RB-S V2|C12RB-S V2 D6-Y|C12RB-S V2 D6-DE|C12RB-S V2 D6,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE LINK LX120 RGB 3-Pack,https://pcpartpicker.com/product/pfwmP6/corsair-icue-link-lx120-rgb-120-mm-fans-3-pack-co-9051030-ww,120,White,"400,2400",,True,Corsair,CO-9051030-WW,Proprietary PWM
ARCTIC P14 Pro A-RGB 3-Pack,https://pcpartpicker.com/product/Hw8Pxr/arctic-p14-pro-a-rgb-110-cfm-140-mm-fans-3-pack-acfan00320a,140,Black,"400,2500",110,True,ARCTIC,ACFAN00320A,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC P12 Pro A-RGB,https://pcpartpicker.com/product/L7gZxr/arctic-p12-pro-a-rgb-77-cfm-120-mm-fan-acfan00311a,120,White,"600,3000",77,True,ARCTIC,ACFAN00311A,4-pin PWM|3-pin 5V Addressable RGB
Corsair iCUE LINK QX140 RGB Starter Kit 2-Pack,https://pcpartpicker.com/product/nBrqqs/corsair-icue-link-qx140-rgb-starter-kit-825-cfm-140-mm-fans-2-pack-co-9051004-ww,140,Black,"400,2000","12.1,82.5",True,Corsair,CO-9051004-WW,Proprietary PWM
Thermalright TL-P12W-S,https://pcpartpicker.com/product/7ffxFT/thermalright-tl-p12w-s-5286-cfm-120-mm-fan-tl-p12w-s,120,White,1500,52.86,True,Thermalright,TL-P12W-S,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-M12Q X3 3-Pack,https://pcpartpicker.com/product/kHqNnQ/thermalright-tl-m12q-x3-689-cfm-120-mm-fans-3-pack-tl-m12q-x3,120,Black,2000,68.9,True,Thermalright,TL-M12Q X3,4-pin PWM|3-pin 5V Addressable RGB
Montech AX120,https://pcpartpicker.com/product/bfCZxr/montech-ax120-59-cfm-120-mm-fan-ax120-pwm-black,120,Black,"800,1600",59,True,Montech,AX120 PWM Black|AX120-PWM-B|AX120 PWM BK,4-pin PWM|3-pin 5V Addressable RGB
Noctua A9x14 HS-PWM chromax.Black.swap,https://pcpartpicker.com/product/NbpmP6/noctua-nf-a9x14-hs-pwm-chromaxblackswap-3384-cfm-92-mm-fan-nf-a9x14-hs-pwm-chromaxblackswap,92,Black / Multicolor,"600,2500",33.84,True,Noctua,NF-A9x14 HS-PWM chromax.Black.swap|NF-A9x14 HS-PWM CH.BK.S|NF-A9x14-PWM-CH-BK-S,4-pin PWM
Noctua A8 PWM,https://pcpartpicker.com/product/XK8H99/noctua-case-fan-nfa8pwm,80,Brown,"450,2200","25.84,32.66",True,Noctua,NF-A8 PWM,4-pin PWM
Lian Li UNI FAN TL LCD 120 Reverse Blade 3-Pack,https://pcpartpicker.com/product/G2n9TW/lian-li-uni-fan-tl-lcd-120-reverse-blade-834-cfm-120-mm-fans-3-pack-12rtllcd3b,120,Black,,83.4,True,Lian Li,12RTLLCD3B,Proprietary PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN SL V2 120 Reverse,https://pcpartpicker.com/product/CvvD4D/lian-li-uni-fan-sl-v2-120-reverse-654-cfm-120-mm-fan-rsl120v2-1b,120,Black,"250,2000",65.4,True,Lian Li,RSL120V2-1B|UF-RSL120V2-1B|G99.12RSLV21B.00|12RSLV2-1B,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-C12CW-S X5 5-Pack,https://pcpartpicker.com/product/kMqrxr/thermalright-tl-c12cw-s-x5-6617-cfm-120-mm-fans-5-pack-tl-c12cw-s-x5,120,White,1550,66.17,True,Thermalright,TL-C12CW-S X5,4-pin PWM|3-pin 5V Addressable RGB
BGears b-Blaster,https://pcpartpicker.com/product/tQK2FT/bgears-b-blaster-140x38-308-cfm-140-mm-fan-b-blaster-140x38,140,Black,5200,308,False,BGears,b-Blaster 140x38,3-pin
Phanteks T30-120 3-Pack,https://pcpartpicker.com/product/YwmmP6/phanteks-t30-120-101-cfm-120-mm-fans-3-pack-ph-f120t30_bg_3p,120,Black,,"0,101",True,Phanteks,PH-F120T30_BG_3P,4-pin PWM
Corsair iCUE LINK RX120 MAX RGB Starter Kit 3-Pack,https://pcpartpicker.com/product/2Q88TW/corsair-icue-link-rx120-max-rgb-starter-kit-713-cfm-120-mm-fans-3-pack-co-9051034-ww,120,Black,"400,2000","16.3,71.3",True,Corsair,CO-9051034-WW,Proprietary PWM
NZXT F120P (2024),https://pcpartpicker.com/product/KP4Zxr/nzxt-f120p-2024-7347-cfm-120-mm-fan-rf-p12sf-b2,120,Black,"500,2000",73.47,True,NZXT,RF-P12SF-B2,4-pin PWM
NZXT F120 RGB 3-Pack,https://pcpartpicker.com/product/ptVmP6/nzxt-f120-rgb-5018-cfm-120-mm-fans-3-pack-rf-r12tf-b1,120,Black,"500,1800","13.94,50.18",True,NZXT,RF-R12TF-B1,4-pin PWM|Proprietary RGB
Thermalright TL-C12B-S V3,https://pcpartpicker.com/product/s6Kscf/thermalright-tl-c12b-s-v3-6617-cfm-120-mm-fan-tl-c12b-s-v3,120,Black,1500,66.17,True,Thermalright,TL-C12B-S V3,4-pin PWM|3-pin 5V Addressable RGB
DARKROCK BK3 3-Pack,https://pcpartpicker.com/product/WQxTwP/darkrock-bk3-478-cfm-120-mm-fans-3-pack-bk3,120,Black,1200,47.8,False,DARKROCK,BK3,3-pin
Asus TUF Gaming TR120 ARGB 3-Pack,https://pcpartpicker.com/product/gvnXsY/asus-tuf-gaming-tr120-argb-774-cfm-120-mm-fans-3-pack-tuf-gaming-tr120-fan-argb-black-3in1,120,Black,2000,77.4,True,Asus,TUF GAMING TR120 FAN ARGB BLACK 3IN1|90DA0090-B08020|90DA0090-B09020,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN TL LCD Wireless 3-Pack,https://pcpartpicker.com/product/YWXMnQ/lian-li-uni-fan-tl-lcd-wireless-62-cfm-120-mm-fans-3-pack-12tllcd1w3b,120,Black,"350,1900",62,True,Lian Li,12TLLCD1W3B|G99.12TLLCD1W3B.00,4-pin PWM
Corsair RS140 ARGB,https://pcpartpicker.com/product/gbmNnQ/corsair-rs140-argb-955-cfm-140-mm-fan-co-9050182-ww,140,Black,"330,1700","14.6,95.5",True,Corsair,CO-9050182-WW,4-pin PWM|3-pin 5V Addressable RGB
Thermalright TL-C14C,https://pcpartpicker.com/product/2p4Zxr/thermalright-tl-c14c-758-cfm-140-mm-fan-tl-c14c,140,Black,1500,75.8,True,Thermalright,TL-C14C,4-pin PWM
Thermalright TL-M12QRW X3 3-Pack,https://pcpartpicker.com/product/bRwD4D/thermalright-tl-m12qrw-x3-476-cfm-120-mm-fans-3-pack-tl-m12qrw-x3,120,White,1500,47.6,True,Thermalright,TL-M12QRW X3,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/GBsV3C/lian-li-uni-fan-sl-wireless-lcd-5008-cfm-120-mm-fans-3-pack-12sllcd1w3b,120,Black,"350,1900",50.08,True,Lian Li,12SLLCD1W3B|G99.12SLLCD1W3B.00,4-pin PWM
Thermalright TL-C12CW-S,https://pcpartpicker.com/product/WhRwrH/thermalright-tl-c12cw-s-6617-cfm-120-mm-fan-tl-c12cw-s,120,White,1550,66.17,True,Thermalright,TL-C12CW-S,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Light Wings PWM high-speed 3-Pack,https://pcpartpicker.com/product/KyZ9TW/be-quiet-light-wings-pwm-high-speed-523-cfm-120-mm-fans-3-pack-bl077,120,Black,2500,52.3,True,be quiet!,BL077,4-pin PWM|3-pin 5V Addressable RGB
Phanteks M25G2-120 D-RGB 3-Pack,https://pcpartpicker.com/product/whgZxr/phanteks-m25g2-120-d-rgb-7272-cfm-120-mm-fans-3-pack-ph-f120m25_g2_dbk01-_3p,120,Black,"350,2000",72.72,True,Phanteks,PH-F120M25_G2_DBK01 _3P,4-pin PWM|3-pin 5V Addressable RGB
be quiet! Silent Wings 4,https://pcpartpicker.com/product/ZVpzK8/be-quiet-silent-wings-4-767-cfm-120-mm-fan-bl094,120,Black,2500,76.7,True,be quiet!,BL094,4-pin PWM
Lian Li UNI FAN SL V2 120 Reverse,https://pcpartpicker.com/product/cPhv6h/lian-li-uni-fan-sl-v2-120-reverse-654-cfm-120-mm-fan-rsl120v2-1w,120,White,"250,2000",65.4,True,Lian Li,RSL120V2-1W|UF-RSL120V2-1W|12RSLV2 1W,4-pin PWM|3-pin 5V Addressable RGB
ARCTIC P12,https://pcpartpicker.com/product/HGGnTW/arctic-p12-563-cfm-120-mm-fan-acfan00118a,120,Black,1800,56.3,False,ARCTIC,ACFAN00118A,3-pin
be quiet! Silent Wings 4,https://pcpartpicker.com/product/4Hytt6/be-quiet-silent-wings-4-513-cfm-140-mm-fan-bl096,140,Black,1100,51.3,True,be quiet!,BL096,4-pin PWM
Corsair RS120-R 3-Pack,https://pcpartpicker.com/product/rm2j4D/corsair-rs120-r-6582-cfm-120-mm-fans-3-pack-co-9050197-ww,120,White,"420,2100","13.33,65.82",True,Corsair,CO-9050197-WW,4-pin PWM|3-pin 5V Addressable RGB
Lian Li UNI FAN CL Wireless 3-Pack,https://pcpartpicker.com/product/ZcgZxr/lian-li-uni-fan-cl-wireless-7734-cfm-120-mm-fans-3-pack-12cl1w3b,120,Black,"250,2150",77.34,True,Lian Li,12CL1W3B,4-pin PWM
Lian Li UNI FAN SL Wireless LCD 3-Pack,https://pcpartpicker.com/product/c63NnQ/lian-li-uni-fan-sl-wireless-lcd-5145-cfm-120-mm-fans-3-pack-12rsllcd1w3w,120,White,"350,1900",51.45,True,Lian Li,12RSLLCD1W3W|G99.12RSLLCD1W3W.00,4-pin PWM
Lian Li UNI FAN TL Wireless 3-Pack,https://pcpartpicker.com/product/M3FCmG/lian-li-uni-fan-tl-wireless-834-cfm-120-mm-fans-3-pack-12rtl1w3w,120,White,"200,2300",83.4,True,Lian Li,12RTL1W3W|G99.12RTL1W3W.00,4-pin PWM
Corsair iCUE LINK RX140 2-Pack,https://pcpartpicker.com/product/2NHqqs/corsair-icue-link-rx140-957-cfm-140-mm-fans-2-pack-co-9051020-ww,140,Black / White,1700,"18.1,95.7",False,Corsair,CO-9051020-WW,Proprietary
Thermalright TL-M12QW X3 3-Pack,https://pcpartpicker.com/product/rqrp99/thermalright-tl-m12qw-x3-689-cfm-120-mm-fans-3-pack-tl-m12qw-x3,120,White,2000,68.9,True,Thermalright,TL-M12QW X3,4-pin PWM|3-pin 5V Addressable RGB
