name,part_url,type,color,psu,side_panel,manufacturer,part_number,int_35_bays,ext_525_bays,ext_35_bays,int_25_bays,expansion_slots_full_height,expansion_slots_half_height,expansion_slots_riser,length,width,height,max_gpu_len,max_cpu_cooler_height,mobo_form_factor,front_panel_usb,radiator_support,fan_support
be quiet! Pure Base 500DX,https://pcpartpicker.com/product/FCK2FT/be-quiet-pure-base-500dx-atx-mid-tower-case-bgw37,ATX Mid Tower,Black,,Tempered Glass,be quiet!,BGW37,2,0,0,5,7,0,0,450.0,232.0,463.0,369.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master N200,https://pcpartpicker.com/product/T3rG3C/cooler-master-case-nse200kkn1,MicroATX Mini Tower,Black,,,Cooler Master,NSE-200-KKN1,2,1,1,4,4,0,0,201.0,378.0,445.0,355.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Corsair 2500X,https://pcpartpicker.com/product/RbQKHx/corsair-2500x-microatx-mini-tower-case-cc-9011265-ww,MicroATX Mini Tower,Black,,Tempered Glass,Corsair,CC-9011265-WW,2,0,0,2,4,0,4,479.0,304.0,376.0,400.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master NR200P V3,https://pcpartpicker.com/product/DhYfrH/cooler-master-nr200p-v3-mini-itx-desktop-case-nr200pv3-kwnn-s00,Mini ITX Desktop,Black,,Acrylic,Cooler Master,NR200PV3-KWNN-S00|NR200P V3,1,0,0,1,0,0,3,378.2,185.0,292.0,361.5,,Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
MSI MAG PANO 100R PZ,https://pcpartpicker.com/product/mJMXsY/msi-mag-pano-100r-pz-atx-mid-tower-case-mag-pano-100r-pz-white,ATX Mid Tower,White,,Tempered Glass,MSI,MAG PANO 100R PZ WHITE,2,0,0,3,8,0,0,518.7,290.0,482.0,380.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
BGears b-Vortex-RGB,https://pcpartpicker.com/product/4Y4Ycf/bgears-b-vortex-rgb-atx-mid-tower-case-b-vortex-rgb,ATX Mid Tower,Black,,Tempered Glass,BGears,b-Vortex-RGB,2,0,0,2,7,0,0,380.0,210.0,480.0,320.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
KOLINK KLA-003,https://pcpartpicker.com/product/QKQKHx/kolink-kla-003-atx-full-tower-case-kla-003,ATX Mid Tower,Black,,,KOLINK,KLA-003,0,1,0,4,7,0,0,365.0,175.0,410.0,335.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,80 mm|120 mm
Phanteks XT V3,https://pcpartpicker.com/product/6brp99/phanteks-xt-v3-microatx-mini-tower-case-ph-xt325v_dwt01,MicroATX Mini Tower,White,,Tempered Glass,Phanteks,PH-XT325V_DWT01,1,0,0,2,4,0,0,460.0,235.0,370.0,430.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
Jonsbo C6 MAX,https://pcpartpicker.com/product/47XMnQ/jonsbo-c6-max-microatx-desktop-case-c6-max-black,MicroATX Desktop,Black,,Tempered Glass,Jonsbo,C6 MAX Black|C6MAX,1,0,0,1,4,0,0,349.0,202.0,295.0,335.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A,,120 mm|140 mm
Corsair 3500X,https://pcpartpicker.com/product/z2dG3C/corsair-3500x-atx-mid-tower-case-cc-9011277-ww,ATX Mid Tower,White,,Tempered Glass,Corsair,CC-9011277-WW,2,0,0,2,7,0,0,460.0,240.0,506.0,410.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li LANCOOL 217 INF,https://pcpartpicker.com/product/8c7MnQ/lian-li-lancool-217-inf-atx-mid-tower-case-lan217infw,ATX Mid Tower,White,,Tempered Glass,Lian Li,LAN217INFW|G99.LAN217INFW.00,4,0,0,5,7,0,0,482.0,238.0,503.0,380.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Top: 360 / 280 / 240 / 140 / 120 mm,Front: 2 x 170 mm|Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm|PSU Shroud: 3 x 120 mm
Asus TUF Gaming GT502,https://pcpartpicker.com/product/gQC48d/asus-tuf-gaming-gt502-atx-mid-tower-case-gt502blktg,ATX Mid Tower,Black,,Tempered Glass,Asus,GT502/BLK/TG//|90DC0090-B08000|90DC0090-B09000|90DC0090-B09010,4,0,0,0,8,0,3,446.0,285.0,450.0,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm|Right: 360 / 280 / 240 / 140 / 120 mm|Motherboard Tray: 360 / 240 / 120 mm,Rear: 1 x 120 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm|Right: 3 x 120 mm / 2 x 140 mm|Motherboard Tray: 3 x 120 mm
SAMA SV01,https://pcpartpicker.com/product/k4RwrH/sama-sv01-atx-mid-tower-case-sv-01-black,ATX Mid Tower,Black,,Tempered Glass,SAMA,SV-01 Black,2,0,0,2,7,0,0,430.276,235.204,430.276,410.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Montech X3 Mesh,https://pcpartpicker.com/product/prWzK8/montech-x3-mesh-atx-mid-tower-case-x3-mesh-white,ATX Mid Tower,White,,Tempered Glass,Montech,X3 Mesh White|C005|X3 MESH WH|C21005160002|X3 MESH (W),2,0,0,2,7,0,0,,,,305.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,,120 mm|140 mm
Asus TUF Gaming GT302 ARGB,https://pcpartpicker.com/product/P77scf/asus-tuf-gaming-gt302-argb-atx-mid-tower-case-90dc00i0-b19000,ATX Mid Tower,Black,,Tempered Glass,Asus,90DC00I0-B19000|90DC00I0-B18000,2,0,0,2,8,0,0,485.0,235.0,520.0,407.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Phanteks EVOLV X2,https://pcpartpicker.com/product/V4dMnQ/phanteks-evolv-x2-atx-mid-tower-case-ph-es524xtg_dmw01,ATX Mid Tower,White,,Tempered Glass,Phanteks,PH-ES524XTG_DMW01,2,0,0,3,8,0,0,454.0,228.0,588.0,380.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo D32 PRO MESH,https://pcpartpicker.com/product/jTpD4D/jonsbo-d32-pro-mesh-microatx-desktop-case-d32-pro-mesh-black,MicroATX Desktop,,,Mesh,Jonsbo,D32 PRO MESH Black,2,0,0,2,4,0,0,396.0,207.0,314.0,365.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm,120 mm|140 mm
Cooler Master MasterBox TD500 Mesh V2,https://pcpartpicker.com/product/y2mNnQ/cooler-master-masterbox-td500-mesh-v2-atx-mid-tower-case-td500v2-kgnn-s00,ATX Mid Tower,,,Tempered Glass,Cooler Master,TD500V2-KGNN-S00,2,0,0,3,7,0,0,499.0,210.0,500.0,410.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Cooler Master N400,https://pcpartpicker.com/product/wNrG3C/cooler-master-case-nse400kkn2,ATX Mid Tower,Black,,,Cooler Master,NSE-400-KKN2,7,2,1,3,7,0,0,189.0,425.0,501.0,320.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
Deepcool CH370,https://pcpartpicker.com/product/mhC48d/deepcool-ch370-microatx-mid-tower-case-r-ch370-bknam1-g-1,MicroATX Mid Tower,Black,,Tempered Glass,Deepcool,R-CH370-BKNAM1-G-1|CH370,2,0,0,2,4,0,0,413.0,215.0,431.0,378.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
NZXT H5 Flow (2022),https://pcpartpicker.com/product/RY4Ycf/nzxt-h5-flow-atx-mid-tower-case-cc-h51fb-01,ATX Mid Tower,Black,,Tempered Glass,NZXT,CC-H51FB-01,1,0,0,1,7,0,0,446.0,227.0,464.0,365.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Fractal Design Pop XL Silent,https://pcpartpicker.com/product/BtGbt6/fractal-design-pop-xl-silent-atx-full-tower-case-fd-c-pos1x-01,ATX Full Tower,Black,,,Fractal Design,FD-C-POS1X-01,3,2,0,2,8,0,0,522.0,230.0,520.0,430.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
GAMDIAS TALOS E3 MESH,https://pcpartpicker.com/product/N29wrH/gamdias-talos-e3-mesh-atx-mid-tower-case-talos-e3-mesh,ATX Mid Tower,Black,,Tempered Glass,GAMDIAS,TALOS E3 MESH|GD-TALOS E3 MESH,2,0,0,2,7,0,0,363.0,210.0,447.0,300.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Thermaltake View 170 ARGB,https://pcpartpicker.com/product/mHwmP6/thermaltake-view-170-argb-microatx-mini-tower-case-ca-1z4-00m6wn-00,MicroATX Mini Tower,White,,Tempered Glass,Thermaltake,CA-1Z4-00M6WN-00,1,0,0,2,4,0,0,377.0,212.0,438.0,340.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Thermaltake TR100,https://pcpartpicker.com/product/nk62FT/thermaltake-tr100-mini-itx-desktop-case-ca-11a-00s1nn-00,Mini ITX Desktop,Black,,Mesh,Thermaltake,CA-11A-00S1NN-00,0,0,0,2,0,0,3,391.0,179.0,294.0,360.0,,Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Phanteks XT PRO ULTRA,https://pcpartpicker.com/product/TGzXsY/phanteks-xt-pro-ultra-atx-mid-tower-case-ph-xt523p1-dwt01,ATX Mid Tower,White,,Tempered Glass,Phanteks,PH-XT523P1-DWT01,2,0,0,3,7,0,0,450.0,230.0,500.0,415.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li PC-O11 Dynamic,https://pcpartpicker.com/product/Hwkj4D/lian-li-pc-o11dx-atx-full-tower-case-pc-o11dx,ATX Full Tower,Black,,Tempered Glass,Lian Li,PC-O11DX,3,0,0,3,8,0,0,445.0,272.0,446.0,420.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Thermaltake View 380 ARGB,https://pcpartpicker.com/product/2qtLrH/thermaltake-view-380-argb-atx-mid-tower-case-ca-1z2-00m6wn-00,ATX Mid Tower,White,,Tinted Tempered Glass,Thermaltake,CA-1Z2-00M6WN-00,1,0,0,2,7,0,0,442.0,285.0,410.0,415.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Aerocool P500C,https://pcpartpicker.com/product/PNy8TW/aerocool-p500c-atx-mid-tower-case-p500c-g-bk-v1,ATX Mid Tower,Black,,Tempered Glass,Aerocool,P500C-G-BK-v1|ACCM-PN01043.11|AER-P500C-G-BK,2,0,0,3,7,0,0,475.8,285.0,398.0,450.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li O11 Vision,https://pcpartpicker.com/product/vZHqqs/lian-li-o11-vision-atx-mid-tower-case-pc-o11vw,ATX Mid Tower,White,,Tempered Glass,Lian Li,PC-O11VW|O11VW,2,0,0,3,7,0,0,480.0,304.0,464.5,455.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 240 / 120 mm|Bottom: 360 / 280 / 240 / 140 / 120 mm|Right: 360 / 280 / 240 / 140 / 120 mm,Rear: 2 x 120 mm|Bottom: 3 x 120 mm / 3 x 140 mm|Right: 3 x 120 mm / 2 x 140 mm
Fractal Design Pop Mini Silent,https://pcpartpicker.com/product/bzD7YJ/fractal-design-pop-mini-silent-microatx-mid-tower-case-fd-c-pos1m-01,MicroATX Mid Tower,Black,,,Fractal Design,FD-C-POS1M-01,2,2,0,2,4,0,0,432.0,215.0,393.0,340.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm,120 mm|140 mm
Cooler Master Cosmos C700P Black Edition,https://pcpartpicker.com/product/mLDkcf/cooler-master-cosmos-c700p-black-edition-atx-full-tower-case-mcc-c700p-kg5n-s00,ATX Full Tower,Black,,Tempered Glass,Cooler Master,MCC-C700P-KG5N-S00,2,1,0,2,8,0,0,639.0,306.0,651.0,490.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Vetroo AL900,https://pcpartpicker.com/product/CRcgXL/vetroo-al900-atx-mid-tower-case-vt-case-al900-pk,ATX Mid Tower,Pink,,Tempered Glass,Vetroo,VT-CASE-AL900-PK,0,0,0,2,7,0,0,424.18,284.48,398.78,410.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
PC Cooler I100 PRO MESH,https://pcpartpicker.com/product/fNpD4D/pc-cooler-i100-pro-mesh-mini-itx-desktop-case-c3-a110gyp0-gl,Mini ITX Desktop,Gray,,Mesh,PC Cooler,C3-A110GYP0-GL|MINI I100G PRO MESH,1,0,0,1,0,0,2,308.0,128.0,190.0,300.0,,Mini ITX,USB 3.2 Gen 1 Type-A,,
Asus ProArt PA602,https://pcpartpicker.com/product/N9pQzy/asus-proart-pa602-atx-mid-tower-case-proart-pa602,ATX Mid Tower,Black,,Tempered Glass,Asus,ProArt PA602|90DC00J0-B09000|90DC00J0-B08000|PA602/BLK/TG,4,0,0,4,8,0,0,593.0,245.0,560.0,450.0,,ATX|EATX|Micro ATX|Mini DTX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm
Corsair iCUE 7000X RGB,https://pcpartpicker.com/product/CRzhP6/corsair-icue-7000x-rgb-atx-mid-tower-case-cc-9011226-ww,ATX Full Tower,Black,,Tempered Glass,Corsair,CC-9011226-WW,6,0,0,3,8,0,0,550.0,248.0,600.0,450.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
MSI MAG PANO M100R PZ,https://pcpartpicker.com/product/gXGhP6/msi-mag-pano-m100r-pz-microatx-mid-tower-case-mag-pano-m100r-pz-white,MicroATX Mid Tower,White,,Tempered Glass,MSI,MAG PANO M100R PZ WHITE|PANOM100RPZWHT|CAM-PANOM100RPZ-W|306-7G24W21-809,1,0,0,1,5,0,0,440.0,235.0,405.0,390.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
DARKROCK Classico Storage Master,https://pcpartpicker.com/product/CkNYcf/darkrock-classico-storage-master-atx-mid-tower-case-cp-case-dr-classico,ATX Mid Tower,Black,,Mesh,DARKROCK,CP-CASE-DR-CLASSICO,10,0,0,3,7,0,2,,,,400.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,Front: 360 / 280 / 240 / 140 / 120 mm|Rear: 120 mm,Front: 3 x 120 mm / 2 x 140 mm|Rear: 1 x 120 mm|Top: 3 x 120 mm / 3 x 140 mm
CyberPowerPC MASTERBOX NR640,https://pcpartpicker.com/product/9vgrxr/cyberpowerpc-masterbox-nr640-atx-mid-tower-case-cs-454-109,ATX Mid Tower,Black,,Tempered Glass,CyberPowerPC,cs-454-109,4,0,0,5,7,0,0,478.0,209.0,473.0,410.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
Fractal Design Meshify 2 XL,https://pcpartpicker.com/product/f2hmP6/fractal-design-meshify-2-xl-atx-full-tower-case-fd-c-mes2x-02,ATX Full Tower,Black,,Tinted Tempered Glass,Fractal Design,FD-C-MES2X-02,6,0,0,2,9,0,0,600.0,240.0,566.0,549.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB|SSI EEB,USB 3.2 Gen 2 Type-C|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
Corsair iCUE 4000X RGB,https://pcpartpicker.com/product/jNCFf7/corsair-icue-4000x-rgb-atx-mid-tower-case-cc-9011205-ww,ATX Mid Tower,White,,Tempered Glass,Corsair,CC-9011205-WW,2,0,0,2,7,0,0,453.0,230.0,466.0,360.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Lian Li TU150,https://pcpartpicker.com/product/8k6qqs/lian-li-tu150-mini-itx-desktop-case-tu150wa,Mini ITX Desktop,Silver,,Tempered Glass,Lian Li,TU150WA|PC-TU150WA,1,0,0,1,3,0,0,375.0,203.0,312.0,320.0,,Mini DTX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm,120 mm
Lian Li LANCOOL 217,https://pcpartpicker.com/product/2ndMnQ/lian-li-lancool-217-atx-mid-tower-case-lan217w,ATX Mid Tower,White / Brown,,Tempered Glass,Lian Li,LAN217W|G99.LAN217W.00|PC-LAN217W|LANCOOL 217 WHITE,1,0,0,3,7,0,0,482.0,238.0,503.0,380.0,,ATX|EATX|Micro ATX|Mini ITX|SSI EEB,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
HYTE Y70,https://pcpartpicker.com/product/9tFmP6/hyte-y70-atx-mid-tower-case-cs-hyte-y70-bw,ATX Mid Tower,White / Black,,Tempered Glass,HYTE,CS-HYTE-Y70-BW,2,0,0,0,0,7,4,470.0,320.0,470.0,390.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,Rear: 140 / 120 mm|Top: 360 / 280 / 240 / 140 / 120 mm|Right: 360 / 280 / 240 / 140 / 120 mm,Rear: 1 x 120 mm / 1 x 140 mm|Top: 3 x 120 mm / 2 x 140 mm|Bottom: 3 x 120 mm / 2 x 140 mm|Right: 3 x 120 mm / 2 x 140 mm
Jonsbo T9,https://pcpartpicker.com/product/m2fV3C/jonsbo-t9-mini-itx-desktop-case-t9-black,Mini ITX Desktop,Black / Brown,,Mesh,Jonsbo,T9 Black,0,0,0,1,0,0,2,325.0,155.0,224.0,310.0,,Mini ITX,USB 3.2 Gen 2 Type-C,,Top: 1 x 120 mm
Zalman S4,https://pcpartpicker.com/product/x7xbt6/zalman-s4-atx-mid-tower-case-s4,ATX Mid Tower,Black,,Tinted Acrylic,Zalman,S4,2,0,0,1,7,0,0,,,,315.0,,ATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Lian Li O11 Dynamic EVO,https://pcpartpicker.com/product/4cPQzy/lian-li-o11-dynamic-evo-atx-mid-tower-case-pc-o11dew,ATX Mid Tower,White / Gray,,Tempered Glass,Lian Li,PC-O11DEW|O11DEW,6,0,0,3,8,0,0,465.0,285.0,459.0,422.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
MSI MAG FORGE M100A,https://pcpartpicker.com/product/s94Ycf/msi-mag-forge-m100a-microatx-mid-tower-case-mag-forge-m100a,MicroATX Mid Tower,Black,,Tempered Glass,MSI,MAG FORGE M100A|306-7G20A21-809,2,0,0,2,4,0,0,388.0,200.0,423.0,300.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|240 mm,120 mm
Phanteks XT M3,https://pcpartpicker.com/product/B2jv6h/phanteks-xt-m3-microatx-mid-tower-case-ph-xt325m_dwt01,MicroATX Mid Tower,White,,Tempered Glass,Phanteks,PH-XT325M_DWT01|PH-XT325M_WT01,1,0,0,2,4,0,0,460.0,235.0,370.0,430.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm
Thermaltake AX700,https://pcpartpicker.com/product/m92j4D/thermaltake-ax700-atx-full-tower-case-ca-11b-00f1nn-00,ATX Full Tower,Black,,Mesh,Thermaltake,CA-11B-00F1NN-00,18,0,0,0,10,0,2,645.0,320.0,685.0,630.0,,ATX|EATX|Micro ATX|Mini ITX|SSI CEB|SSI EEB|XL ATX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm|480 mm,120 mm|140 mm
Montech X5M,https://pcpartpicker.com/product/TTZWGX/montech-x5m-microatx-mini-tower-case-x5m-w,MicroATX Mini Tower,White,,Tempered Glass,Montech,X5M (W),2,0,0,4,5,0,0,468.0,215.0,450.0,405.0,,Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
ZZEW A1 Plus,https://pcpartpicker.com/product/3NfnTW/zzew-a1-plus-mini-itx-tower-case-a1p,Mini ITX Tower,Silver,,Mesh,ZZEW,A1P,0,0,0,2,0,0,2,200.0,114.0,253.0,195.0,,Mini ITX,USB 3.2 Gen 1 Type-A,,92 mm
HYTE X50,https://pcpartpicker.com/product/kzG2FT/hyte-x50-atx-mid-tower-case-cs-hyte-x50g-bb,ATX Mid Tower,Black,,Tempered Glass,HYTE,cs-hyte-x50g-bb,1,0,0,2,7,0,0,510.0,485.0,255.0,430.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
Jonsbo C6,https://pcpartpicker.com/product/WMCZxr/jonsbo-c6-microatx-mini-tower-case-c6-black,MicroATX Mini Tower,Black,,Mesh,Jonsbo,C6 BLACK,1,0,0,0,4,0,0,266.0,202.0,295.2,200.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,,120 mm|140 mm
Rosewill FBM-X3,https://pcpartpicker.com/product/pGJBD3/rosewill-fbm-x3-microatx-mid-tower-case-w650-w-power-supply-fbm-x3-650-g,MicroATX Mid Tower,Black,650.0,Tempered Glass,Rosewill,FBM-X3-650 G,2,0,0,2,4,0,0,410.0,220.0,410.0,350.0,,Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A|USB 2.0 Type-A,120 mm|140 mm|240 mm|280 mm,120 mm|140 mm
MUSETEX K2,https://pcpartpicker.com/product/CKMMnQ/musetex-k2-atx-mid-tower-case-k2,ATX Mid Tower,Black,,Tempered Glass,MUSETEX,K2,2,0,0,3,7,0,3,420.878,230.124,458.47,420.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-C|USB 3.2 Gen 1 Type-A,120 mm|240 mm|360 mm,120 mm|140 mm
Corsair FRAME 5000D RS,https://pcpartpicker.com/product/Yy8Pxr/corsair-frame-5000d-rs-atx-mid-tower-case-cc-9011307-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011307-WW,2,0,0,6,8,0,3,556.0,250.0,542.0,450.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm|420 mm,120 mm|140 mm|200 mm
Corsair 3000D RGB AIRFLOW,https://pcpartpicker.com/product/Lsn9TW/corsair-3000d-rgb-airflow-atx-mid-tower-case-cc-9011255-ww,ATX Mid Tower,Black,,Tempered Glass,Corsair,CC-9011255-WW,2,0,0,2,7,0,0,462.0,230.0,466.0,360.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
HYTE X50,https://pcpartpicker.com/product/WyZWGX/hyte-x50-atx-mid-tower-case-cs-hyte-x50g-tm,ATX Mid Tower,Purple,,Tempered Glass,HYTE,cs-hyte-x50g-tm,1,0,0,2,7,0,0,510.0,485.0,255.0,430.0,,ATX|EATX|Micro ATX|Mini ITX,USB 3.2 Gen 2x2 Type-C|USB 3.2 Gen 1 Type-A,120 mm|140 mm|240 mm|280 mm|360 mm,120 mm|140 mm
