name,part_url,socket,form_factor,max_memory,memory_slots,color,manufacturer,part_number,memory_type,memory_speed_max,m2_slots,sata_6_ports,sata_3_ports,pci_x16_slots,pci_x8_slots,pci_x4_slots,pci_x1_slots,pci_slots,mini_pcie_msata_slots,uses_back_connect,ecc_support,header_usb_2_0,header_usb_3_2_gen_1,header_usb_3_2_gen_2,header_usb_3_2_gen_2x2,header_usb_2_0__(single_port)
MSI B650 GAMING PLUS WIFI,https://pcpartpicker.com/product/szfxFT/msi-b650-gaming-plus-wifi-atx-am5-motherboard-b650-gaming-plus-wifi,AM5,ATX,192,4,Black,MSI,B650 GAMING PLUS WIFI|7E26-001R|911-7E26-001,DDR5,6400,2280/22110 M-key|2260/2280 M-key,4,0,2,0,0,1,0,,False,False,2,1,1,0,0
MSI MAG B850 TOMAHAWK MAX WIFI,https://pcpartpicker.com/product/vjpD4D/msi-mag-b850-tomahawk-max-wifi-atx-am5-motherboard-mag-b850-tomahawk-max-wifi,AM5,ATX,256,4,Black / Green,MSI,MAG B850 TOMAHAWK MAX WIFI|7E62-002R,DDR5,8400,2280/22110 M-key|2260/2280 M-key|2260/2280 M-key|2260/2280 M-key|2230 E-key,4,0,3,0,0,0,0,,False,False,2,2,0,1,0
Asus B650E MAX GAMING WIFI W,https://pcpartpicker.com/product/QtnXsY/asus-b650e-max-gaming-wifi-w-atx-am5-motherboard-b650e-max-gaming-wifi-w,AM5,ATX,256,4,White,Asus,B650E MAX GAMING WIFI W|90MB1M00-MVAAY0|90MB1M00-M0EAY0|B650E MAX GAMING WIFI White,DDR5,8000,2280 M-key|2280 M-key|2242/2260/2280/22110 M-key,4,0,4,0,0,0,0,,False,False,3,1,1,0,0
Asus PRIME B550M-A WIFI II,https://pcpartpicker.com/product/jQrRsY/asus-prime-b550m-a-wifi-ii-micro-atx-am4-motherboard-prime-b550m-a-wifi-ii,AM4,Micro ATX,128,4,Blue / Silver,Asus,PRIME B550M-A WIFI II|90MB19X0-M0AAY0|90MB19X0-M0EAY0,DDR4,4866,2242/2260/2280/22110 M-key|2242/2260/2280 M-key,4,0,1,0,0,2,0,,False,False,2,1,0,0,0
Gigabyte B850 AORUS ELITE WIFI7,https://pcpartpicker.com/product/72RnTW/gigabyte-b850-aorus-elite-wifi7-atx-am5-motherboard-b850-aorus-elite-wifi7,AM5,ATX,256,4,Black,Gigabyte,B850 AORUS ELITE WIFI7|B850 A ELITE WF7|B850 AORUS ELITE WF7,DDR5,8200,2580/25110 M-key|2580/25110 M-key|2580/25110 M-key,4,0,3,0,0,0,0,,False,False,2,1,0,1,0
Asus TUF GAMING B850-PLUS WIFI,https://pcpartpicker.com/product/sRG2FT/asus-tuf-gaming-b850-plus-wifi-atx-am5-motherboard-tuf-gaming-b850-plus-wifi,AM5,ATX,256,4,Black / Silver,Asus,TUF GAMING B850-PLUS WIFI|90MB1J30-M0AAY0|90MB1J30-M0EAY0,DDR5,8000,2280 M-key|2242/2260/2280/22110 M-key|2280 M-key,4,0,2,0,0,2,0,,False,False,2,1,1,0,0
Asus TUF GAMING B650E-E WIFI,https://pcpartpicker.com/product/K8XMnQ/asus-tuf-gaming-b650e-e-wifi-atx-am5-motherboard-tuf-gaming-b650e-e-wifi,AM5,ATX,256,4,Black,Asus,TUF GAMING B650E-E WIFI,DDR5,8000,2280 M-key|2280 M-key|2242/2260/2280/22110 M-key,4,0,2,0,0,1,0,,False,False,2,1,0,1,0
Gigabyte B550 EAGLE WIFI6,https://pcpartpicker.com/product/fzNscf/gigabyte-b550-eagle-wifi6-atx-am4-motherboard-b550-eagle-wifi6,AM4,ATX,128,4,Black,Gigabyte,B550 EAGLE WIFI6,DDR4,3200,2280/22110 M-key|2280/22110 M-key,4,0,5,0,0,0,0,,False,False,2,1,1,0,0
Gigabyte A520M K V2,https://pcpartpicker.com/product/ZjCZxr/gigabyte-a520m-k-v2-micro-atx-am4-motherboard-a520m-k-v2,AM4,Micro ATX,64,2,Brown / Black,Gigabyte,A520M K V2,DDR4,5100,2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
Asus ROG STRIX B850-A GAMING WIFI,https://pcpartpicker.com/product/d4CCmG/asus-rog-strix-b850-a-gaming-wifi-atx-am5-motherboard-rog-strix-b850-a-gaming-wifi,AM5,ATX,192,4,White,Asus,ROG STRIX B850-A GAMING WIFI|90MB1J50-M0AAY0|90MB1J50-M0EAY0,DDR5,8000,2242/2260/2280 M-key|2280/22110 M-key|2280 M-key|2280 M-key,2,0,2,0,0,0,0,,False,False,2,1,1,0,0
MSI B550M PRO-VDH WIFI,https://pcpartpicker.com/product/PDsnTW/msi-b550m-pro-vdh-wifi-micro-atx-am4-motherboard-b550m-pro-vdh-wifi,AM4,Micro ATX,128,4,Black,MSI,B550M PRO-VDH WIFI|7C95-001R|911-7C95-008,DDR4,4400,2242/2260/2280 M-key|2242/2260/2280 M-key,4,0,1,0,0,2,0,,False,False,2,1,1,0,0
ASRock B850M Pro-A WiFi,https://pcpartpicker.com/product/FFdMnQ/asrock-b850m-pro-a-wifi-micro-atx-am5-motherboard-b850m-pro-a-wifi,AM5,Micro ATX,256,4,Black,ASRock,B850M Pro-A WiFi|90-MXBR9-A0UAYZ|90-MXBR90-A0UAYZ,DDR5,8000,2280 M-key|2280 M-key|2280 M-key|2230 E-key,4,0,1,0,1,0,0,,False,False,2,2,1,0,0
Gigabyte X870E AORUS ELITE WIFI7,https://pcpartpicker.com/product/pLtLrH/gigabyte-x870e-aorus-elite-wifi7-atx-am5-motherboard-x870e-aorus-elite-wifi7,AM5,ATX,256,4,Black,Gigabyte,X870E AORUS ELITE WIFI7|X870E A ELITE WIFI7,DDR5,8000,2580/25110 M-key|2280/22110 M-key|2280/22110 M-key|2280/22110 M-key,4,0,3,0,0,0,0,,False,False,2,2,0,1,0
Asus Z790 GAMING WIFI7,https://pcpartpicker.com/product/ZMxxFT/asus-z790-gaming-wifi7-atx-lga1700-motherboard-z790-gaming-wifi7,LGA1700,ATX,192,4,Silver / Black,Asus,Z790 GAMING WIFI7,DDR5,7200,2242/2260/2280/22110 M-key|2242/2260/2280 M-key|2242/2260/2280/22110 M-key,4,0,4,0,0,1,0,,False,False,2,2,1,0,0
Gigabyte B550M GAMING X WIFI6,https://pcpartpicker.com/product/sd9nTW/gigabyte-b550m-gaming-x-wifi6-micro-atx-am4-motherboard-b550m-gaming-x-wifi6,AM4,Micro ATX,128,4,Gray / Black,Gigabyte,B550M GAMING X WIFI6,DDR4,3200,2280 M-key|2280 M-key,4,0,2,0,0,1,0,,False,False,1,1,1,0,0
Gigabyte B650 EAGLE AX,https://pcpartpicker.com/product/CvcgXL/gigabyte-b650-eagle-ax-atx-am5-motherboard-b650-eagle-ax,AM5,ATX,192,4,Gray / Black,Gigabyte,B650 EAGLE AX|B650 EAGLE AX 1.0,DDR5,7600,2580/25110 M-key|2280/22110 M-key|2280/22110 M-key,4,0,4,0,0,0,0,,False,False,3,1,1,0,0
MSI MAG B550 TOMAHAWK MAX WIFI,https://pcpartpicker.com/product/MfZ9TW/msi-mag-b550-tomahawk-max-wifi-atx-am4-motherboard-mag-b550-tomahawk-max-wifi,AM4,ATX,128,4,Silver / Black,MSI,MAG B550 TOMAHAWK MAX WIFI|7C94-043R,DDR4,5100,2242/2260/2280/22110 M-key|2242/2260/2280 M-key|2230 E-key,6,0,2,0,0,2,0,,False,False,2,1,1,0,0
Asus ROG STRIX B550-F GAMING WIFI II,https://pcpartpicker.com/product/K4LFf7/asus-rog-strix-b550-f-gaming-wifi-ii-atx-am4-motherboard-strix-b550-f-gaming-wifi-ii,AM4,ATX,128,4,Black / Red,Asus,STRIX B550-F GAMING WIFI II|ROG STRIX B550-F GAMING WIFI II|90MB19V0-M0EAY0,DDR4,5100,2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,6,0,2,0,0,3,0,,False,False,2,1,0,0,0
Asus ROG CROSSHAIR X870E EXTREME,https://pcpartpicker.com/product/NDkqqs/asus-rog-crosshair-x870e-extreme-eatx-am5-motherboard-rog-crosshair-x870e-extreme,AM5,EATX,256,4,Black / Silver,Asus,ROG CROSSHAIR X870E EXTREME|90MB1LB0-MVAAY0|90MB1LB0-M0EAY0,DDR5,9000,2242/2260/2280/22110 M-key|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2230/2242/2260/2280/22110 M-key|2230/2242/2260/2280/22110 M-key,4,0,2,0,0,0,0,,False,False,2,2,1,1,0
Gigabyte B550M K,https://pcpartpicker.com/product/RH9wrH/gigabyte-b550m-k-micro-atx-am4-motherboard-b550m-k,AM4,Micro ATX,128,4,Brown / Silver,Gigabyte,B550M K|GA-B550M-K,DDR4,4733,2280 M-key|2280 M-key,4,0,1,0,0,1,0,,False,False,1,1,0,0,0
MSI MAG B650 TOMAHAWK WIFI,https://pcpartpicker.com/product/LwNxFT/msi-mag-b650-tomahawk-wifi-atx-am5-motherboard-mag-b650-tomahawk-wifi,AM5,ATX,256,4,Black,MSI,MAG B650 TOMAHAWK WIFI|7D75-001R|B650TOMAHAWKWIFI|911-7D75-001,DDR5,7600,2260/2280 M-key|2260/2280 M-key|2260/2280 M-key,6,0,2,0,0,1,0,,False,False,2,1,1,0,0
MSI MAG X870 TOMAHAWK WIFI,https://pcpartpicker.com/product/WzzXsY/msi-mag-x870-tomahawk-wifi-atx-am5-motherboard-mag-x870-tomahawk-wifi,AM5,ATX,256,4,Black,MSI,MAG X870 TOMAHAWK WIFI|7E51-001R|911-7E51-07S,DDR5,8400,2280/22110 M-key|2260/2280 M-key|2260/2280 M-key|2260/2280 M-key,4,0,3,0,0,0,0,,False,False,2,2,0,1,0
Gigabyte B650M GAMING PLUS WIFI,https://pcpartpicker.com/product/9HTZxr/gigabyte-b650m-gaming-plus-wifi-micro-atx-am5-motherboard-b650m-gaming-plus-wf,AM5,Micro ATX,192,4,Silver / Black,Gigabyte,B650M GAMING PLUS WF|B650M GAMING PLUS WIFI,DDR5,7600,2580 M-key|2280/22110 M-key,4,0,1,0,0,1,0,,False,False,2,1,1,0,0
Gigabyte B760M GAMING PLUS WIFI DDR4,https://pcpartpicker.com/product/NMWJ7P/gigabyte-b760m-gaming-plus-wifi-ddr4-micro-atx-lga1700-motherboard-b760m-g-p-wifi-ddr4,LGA1700,Micro ATX,128,4,Black / Silver,Gigabyte,B760M G P WIFI DDR4|B760M GAMING PLUS WIFI DDR4,DDR4,5333,2280 M-key|2280 M-key,4,0,1,0,0,2,0,,False,False,2,1,1,0,0
ASRock B450M-HDV R4.0,https://pcpartpicker.com/product/RD97YJ/asrock-b450m-hdv-r40-micro-atx-am4-motherboard-b450m-hdv-r40,AM4,Micro ATX,64,2,Black / White,ASRock,B450M-HDV R4.0|90-MXB9N0-A0UAYZ,DDR4,3200,2242/2260/2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
MSI PRO B760-P WIFI DDR4,https://pcpartpicker.com/product/yMGbt6/msi-pro-b760-p-wifi-ddr4-atx-lga1700-motherboard-pro-b760-p-wifi-ddr4,LGA1700,ATX,128,4,Black,MSI,PRO B760-P WIFI DDR4|7D98-001R|PROB760PWIFID4|911-7D98-001,DDR4,5333,2242/2260/2280/22110 M-key|2242/2260/2280 M-key,4,0,5,0,0,0,0,,False,False,4,2,1,0,0
Asus ROG STRIX X870E-E GAMING WIFI,https://pcpartpicker.com/product/MfNYcf/asus-rog-strix-x870e-e-gaming-wifi-atx-am5-motherboard-rog-strix-x870e-e-gaming-wifi,AM5,ATX,256,4,Black,Asus,ROG STRIX X870E-E GAMING WIFI|90MB1IB0-M0EAY0|90MB1IB0-M0AAY0,DDR5,8000,2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2280/22110 M-key|2280 M-key,4,0,2,0,0,0,0,,False,False,3,2,0,1,0
ASRock B850I Lightning WiFi,https://pcpartpicker.com/product/9hqNnQ/asrock-b850i-lightning-wifi-mini-itx-am5-motherboard-b850i-lightning-wifi,AM5,Mini ITX,128,2,Black,ASRock,B850I Lightning WiFi|90-MXBQR0-A0UAYZ|90-MXBQR-A0UAYZ,DDR5,8200,2280 M-key|2280 M-key|2230 E-key,2,0,1,0,0,0,0,,False,False,1,1,1,0,0
Asus TUF GAMING B550-PLUS WIFI II,https://pcpartpicker.com/product/pLNxFT/asus-tuf-gaming-b550-plus-wifi-ii-atx-am4-motherboard-tuf-gaming-b550-plus-wifi-ii,AM4,ATX,128,4,Black / Gray,Asus,TUF GAMING B550-PLUS WIFI II|90MB19U0-MVAAY0|90MB19U0-M0EAY0,DDR4,4866,2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,6,0,2,0,0,3,0,,False,False,2,1,0,0,0
Gigabyte B850 GAMING X WIFI6E,https://pcpartpicker.com/product/9xYfrH/gigabyte-b850-gaming-x-wifi6e-atx-am5-motherboard-b850-gaming-x-wifi6e,AM5,ATX,256,4,Gray / Black,Gigabyte,B850 GAMING X WIFI6E,DDR5,8200,2580/25110 M-key|2580/25110 M-key|2580/25110 M-key,4,0,3,0,0,0,0,,False,False,2,1,0,1,0
Gigabyte X870 AORUS ELITE WIFI7 ICE,https://pcpartpicker.com/product/HZtLrH/gigabyte-x870-aorus-elite-wifi7-ice-atx-am5-motherboard-x870-aorus-elite-wifi7-ice,AM5,ATX,256,4,White,Gigabyte,X870 AORUS ELITE WIFI7 ICE|X870 A ELITE WF7 ICE,DDR5,8000,2580/25110 M-key|2280/22110 M-key|2280/22110 M-key|2280/22110 M-key,4,0,3,0,0,0,0,,False,False,2,2,0,1,0
ASRock B650M Pro RS,https://pcpartpicker.com/product/FcbRsY/asrock-b650m-pro-rs-micro-atx-am5-motherboard-b650m-pro-rs,AM5,Micro ATX,256,4,Black / Silver,ASRock,B650M Pro RS|90-MXBLP0-A0UAYZ,DDR5,6200,2260/2280 M-key|2260/2280 M-key|2260/2280 M-key|2230 E-key,4,0,2,0,0,0,0,,False,False,2,2,1,0,0
Asus ROG STRIX X870-A GAMING WIFI,https://pcpartpicker.com/product/ybBzK8/asus-rog-strix-x870-a-gaming-wifi-atx-am5-motherboard-rog-strix-x870-a-gaming-wifi,AM5,ATX,256,4,White,Asus,ROG STRIX X870-A GAMING WIFI|90MB1IF0-M0AAY0|90MB1IF0-M0EAY0,DDR5,8000,2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2280 M-key|2280 M-key,2,0,2,0,0,0,0,,False,False,2,2,0,1,0
Asus ROG STRIX B850-I GAMING WIFI,https://pcpartpicker.com/product/ysJBD3/asus-rog-strix-b850-i-gaming-wifi-mini-itx-am5-motherboard-rog-strix-b850-i-gaming-wifi,AM5,Mini ITX,96,2,Black,Asus,ROG STRIX B850-I GAMING WIFI|STRIX B850-I GAMING WIFI|90MB1K30-M0EAY0|90MB1K30-MVAAY0,DDR5,8400,2242/2260/2280 M-key|2242/2260/2280 M-key,2,0,1,0,0,0,0,,False,False,1,1,1,0,0
Gigabyte B550 UD AC,https://pcpartpicker.com/product/wjXV3C/gigabyte-b550-ud-ac-atx-am4-motherboard-b550-ud-ac,AM4,ATX,128,4,Brown / Black,Gigabyte,B550 UD AC,DDR4,4733,2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,4,0,5,0,0,0,0,,False,False,2,1,1,0,0
Asus ROG ZENITH II EXTREME ALPHA,https://pcpartpicker.com/product/zcyqqs/asus-rog-zenith-ii-extreme-alpha-eatx-strx4-motherboard-rog-zenith-ii-extreme-alpha,sTRX4,EATX,256,8,Black / Silver,Asus,ROG ZENITH II EXTREME ALPHA|ZENITH II EXTREME ALPHA|90MB14K0-M0EAY0,DDR4,4600,2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,8,0,4,0,0,0,0,,False,True,2,2,2,0,0
ASRock B650M Pro RS WiFi,https://pcpartpicker.com/product/qcbRsY/asrock-b650m-pro-rs-wifi-micro-atx-am5-motherboard-b650m-pro-rs-wifi,AM5,Micro ATX,256,4,Black / Silver,ASRock,B650M Pro RS WiFi|90-MXBLZ0-A0UAYZ,DDR5,6200,2260/2280 M-key|2260/2280 M-key|2260/2280 M-key|2230 E-key,4,0,2,0,0,0,0,,False,False,2,2,1,0,0
Gigabyte A520I AC,https://pcpartpicker.com/product/s6tKHx/gigabyte-a520i-ac-mini-itx-am4-motherboard-a520i-ac,AM4,Mini ITX,64,2,Black,Gigabyte,A520I AC|GA-A520I AC,DDR4,5100,2260/2280 M-key,4,0,1,0,0,0,0,,False,False,1,1,0,0,0
MSI MPG B550 GAMING PLUS,https://pcpartpicker.com/product/yKVG3C/msi-mpg-b550-gaming-plus-atx-am4-motherboard-mpg-b550-gaming-plus,AM4,ATX,128,4,Black,MSI,MPG B550 GAMING PLUS|7C56-003R|B550GPLUS,DDR4,4400,2242/2260/2280/22110 M-key|2242/2260/2280 M-key,6,0,2,0,0,2,0,,False,False,2,1,1,0,0
Gigabyte TRX40 DESIGNARE,https://pcpartpicker.com/product/z4NgXL/gigabyte-trx40-designare-xl-atx-strx4-motherboard-trx40-designare,sTRX4,XL ATX,256,8,Black / Silver,Gigabyte,TRX40 DESIGNARE,DDR4,4400,2260/2280/22110 M-key|2280 M-key|2280/22110 M-key|2280 M-key,8,0,4,0,0,1,0,,False,True,2,2,1,0,0
Asus B760M-AYW WIFI D4 II,https://pcpartpicker.com/product/B8jv6h/asus-b760m-ayw-wifi-d4-ii-micro-atx-lga1700-motherboard-b760m-ayw-wifi-d4-ii,LGA1700,Micro ATX,64,2,Black / Silver,Asus,B760M-AYW WIFI D4 II,DDR4,5333,2280 M-key|2280 M-key,4,0,1,0,0,2,0,,False,False,1,1,0,0,0
MSI PRO Z790-A MAX WIFI,https://pcpartpicker.com/product/CsvD4D/msi-pro-z790-a-max-wifi-atx-lga1700-motherboard-pro-z790-a-max-wifi,LGA1700,ATX,256,4,Silver / Black,MSI,PRO Z790-A MAX WIFI|7E07-014R|911-7E07-014,DDR5,7800,2242/2260/2280/22110 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2230 E-key,6,0,3,0,0,1,0,,False,False,2,1,1,0,0
Asus TUF GAMING B650-PLUS WIFI,https://pcpartpicker.com/product/Pz2WGX/asus-tuf-gaming-b650-plus-wifi-atx-am5-motherboard-tuf-gaming-b650-plus-wifi,AM5,ATX,128,4,Black,Asus,TUF GAMING B650-PLUS WIFI|90MB1BZ0-M0AAY0|90MB1BZ0-M0EAY0,DDR5,6400,2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2242/2260/2280 M-key,4,0,2,0,0,2,0,,False,False,2,1,1,0,0
Gigabyte B550M AORUS ELITE AX,https://pcpartpicker.com/product/YhtLrH/gigabyte-b550m-aorus-elite-ax-micro-atx-am4-motherboard-b550m-aorus-elite-ax,AM4,Micro ATX,128,4,Black / Silver,Gigabyte,B550M AORUS ELITE AX,DDR4,4733,2242/2260/2280/22110 M-key|2242/2260/2280 M-key,4,0,2,0,0,1,0,,False,False,1,1,0,0,0
Asus TUF GAMING B650E-PLUS WIFI,https://pcpartpicker.com/product/6mCCmG/asus-tuf-gaming-b650e-plus-wifi-atx-am5-motherboard-tuf-gaming-b650e-plus-wifi,AM5,ATX,256,4,Black / Silver,Asus,TUF GAMING B650E-PLUS WIFI,DDR5,8000,2280 M-key|2242/2260/2280/22110 M-key|2280 M-key,4,0,2,0,0,2,0,,False,False,2,1,1,0,0
Asus ROG STRIX B850-F GAMING WIFI,https://pcpartpicker.com/product/9hy8TW/asus-rog-strix-b850-f-gaming-wifi-atx-am5-motherboard-rog-strix-b850-f-gaming-wifi,AM5,ATX,192,4,Black,Asus,ROG STRIX B850-F GAMING WIFI|90MB1J70-M0AAY0|90MB1J70-M0EAY0,DDR5,8000,2242/2260/2280 M-key|2280/22110 M-key|2280 M-key|2280 M-key,2,0,2,0,0,0,0,,False,False,2,1,1,0,0
Gigabyte B650 GAMING X AX V2,https://pcpartpicker.com/product/cPNYcf/gigabyte-b650-gaming-x-ax-v2-atx-am5-motherboard-b650-gaming-x-ax-v2,AM5,ATX,192,4,Gray / Black,Gigabyte,B650 GAMING X AX V2,DDR5,8000,2580/25110 M-key|2580/25110 M-key|2580/25110 M-key,4,0,3,0,0,0,0,,False,False,2,1,0,1,0
MSI PRO B550M-VC WIFI,https://pcpartpicker.com/product/tr4Ycf/msi-pro-b550m-vc-wifi-micro-atx-am4-motherboard-pro-b550m-vc-wifi,AM4,Micro ATX,128,4,Black,MSI,PRO B550M-VC WIFI,DDR4,4400,2242/2260/2280 M-key|2242/2260/2280 M-key|2230 E-key,8,0,4,0,0,0,0,,False,False,2,1,1,0,0
MSI PRO H610M-G DDR4,https://pcpartpicker.com/product/hPWzK8/msi-pro-h610m-g-ddr4-micro-atx-lga1700-motherboard-pro-h610m-g-ddr4,LGA1700,Micro ATX,64,2,Black / Silver,MSI,PRO H610M-G DDR4|7D46-009R|911-7D46-003,DDR4,3200,2242/2260/2280 M-key|2230 E-key,4,0,1,0,0,1,0,,False,False,1,1,0,0,0
MSI B850 GAMING PLUS WIFI6E,https://pcpartpicker.com/product/CpQwrH/msi-b850-gaming-plus-wifi6e-atx-am5-motherboard-b850-gaming-plus-wifi6e,AM5,ATX,256,4,Silver,MSI,B850 GAMING PLUS WIFI6E|7E80-001R|911-7E80-001,DDR5,8200,2280/22110 M-key|2260/2280 M-key,4,0,2,0,0,1,0,,False,False,2,1,1,0,0
MSI Z890 GAMING PLUS WIFI,https://pcpartpicker.com/product/42grxr/msi-z890-gaming-plus-wifi-atx-lga1851-motherboard-z890-gaming-plus-wifi,LGA1851,ATX,256,4,Black,MSI,Z890 GAMING PLUS WIFI|7E34-002R|911-7E34-002,DDR5,9200,2260/2280 M-key|2260/2280/22110 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key,4,0,3,0,0,1,0,,False,False,2,2,0,1,0
Gigabyte B850 EAGLE WIFI6E,https://pcpartpicker.com/product/Rf8Pxr/gigabyte-b850-eagle-wifi6e-atx-am5-motherboard-b850-eagle-wifi6e,AM5,ATX,256,4,Gray / Black,Gigabyte,B850 EAGLE WIFI6E,DDR5,8200,2280/22110 M-key|2280/22110 M-key|2280/22110 M-key,4,0,4,0,0,0,0,,False,False,2,1,1,0,0
Asus TUF GAMING B850M-PLUS WIFI,https://pcpartpicker.com/product/c3FCmG/asus-tuf-gaming-b850m-plus-wifi-micro-atx-am5-motherboard-tuf-gaming-b850m-plus-wifi,AM5,Micro ATX,256,4,Black,Asus,TUF GAMING B850M-PLUS WIFI|90MB1IY0-M0AAY0|90MB1IY0-M0EAY0,DDR5,8000,2280 M-key|2242/2260/2280 M-key|2280 M-key,4,0,1,0,0,1,0,,False,False,1,1,1,0,1
MSI B550-A PRO,https://pcpartpicker.com/product/7gxbt6/msi-b550-a-pro-atx-am4-motherboard-b550-a-pro,AM4,ATX,128,4,Black / Silver,MSI,B550-A PRO|7C56-002R,DDR4,4400,2242/2260/2280/22110 M-key|2242/2260/2280 M-key,6,0,2,0,0,2,0,,False,False,2,1,1,0,0
MSI PRO B850-S WIFI6E,https://pcpartpicker.com/product/GP7MnQ/msi-pro-b850-s-wifi6e-atx-am5-motherboard-pro-b850-s-wifi6e,AM5,ATX,256,4,Black,MSI,PRO B850-S WIFI6E|7E80-002R|911-7E80-002,DDR5,8200,2280/22110 M-key|2260/2280 M-key,4,0,2,0,0,1,0,,False,False,2,1,1,0,0
ASRock B550M-HDV,https://pcpartpicker.com/product/LKLwrH/asrock-b550m-hdv-micro-atx-am4-motherboard-b550m-hdv,AM4,Micro ATX,64,2,Black,ASRock,B550M-HDV|90-MXBDJ0-A0UAYZ,DDR4,4600,2242/2260/2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
MSI A520M-A PRO,https://pcpartpicker.com/product/nZTzK8/msi-a520m-a-pro-micro-atx-am4-motherboard-a520m-a-pro,AM4,Micro ATX,64,2,Black,MSI,A520M-A PRO|7C96-001R|911-7C96-001,DDR4,4600,2242/2260/2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
Gigabyte B850 AORUS ELITE WIFI7 ICE,https://pcpartpicker.com/product/VtJBD3/gigabyte-b850-aorus-elite-wifi7-ice-atx-am5-motherboard-b850-aorus-elite-wifi7-ice,AM5,ATX,256,4,White / Silver,Gigabyte,B850 AORUS ELITE WIFI7 ICE|B850 A ELITE WF7 ICE,DDR5,8200,2580/25110 M-key|2580/25110 M-key|2580/25110 M-key,4,0,3,0,0,0,0,,False,False,2,1,0,1,0
Asus ROG STRIX X870E-H GAMING WIFI7,https://pcpartpicker.com/product/xkqNnQ/asus-rog-strix-x870e-h-gaming-wifi7-atx-am5-motherboard-rog-strix-x870e-h-gaming-wifi7,AM5,ATX,256,4,Black,Asus,ROG STRIX X870E-H GAMING WIFI7|90MB1M90-M0EAY0,DDR5,8000,2242/2260/2280 M-key|2280/22110 M-key|2280 M-key|2280 M-key,4,0,2,0,0,0,0,,False,False,2,1,0,1,0
MSI PRO X870E-P WIFI,https://pcpartpicker.com/product/bcG2FT/msi-pro-x870e-p-wifi-atx-am5-motherboard-pro-x870e-p-wifi,AM5,ATX,256,4,Black / Silver,MSI,PRO X870E-P WIFI|7E70-003R|911-7E70-002,DDR5,8200,2260/2280 M-key|2260/2280 M-key|2280/22110 M-key,4,0,3,0,0,1,0,,False,False,3,2,1,0,0
ASRock B450M/ac R2.0,https://pcpartpicker.com/product/KcyH99/asrock-b450mac-r20-micro-atx-am4-motherboard-b450mac-r20,AM4,Micro ATX,128,4,Black / Silver,ASRock,B450M/ac R2.0,DDR4,3200,2242/2260/2280 M-key|2230 E-key,4,0,2,0,0,0,0,,False,False,2,1,0,0,0
ASRock A620AM-X WiFi,https://pcpartpicker.com/product/Yrm2FT/asrock-a620am-x-wifi-micro-atx-am5-motherboard-a620am-x-wifi,AM5,Micro ATX,128,2,Black,ASRock,A620AM-X WiFi|90-MXBSU-A0UAYZ|90-MXBSU0-A0UAYZ,DDR5,8200,2280 M-key|2280 M-key,4,0,1,0,0,2,0,,False,False,2,1,1,0,0
MSI MAG X870E TOMAHAWK WIFI,https://pcpartpicker.com/product/mgJBD3/msi-mag-x870e-tomahawk-wifi-atx-am5-motherboard-mag-x870e-tomahawk-wifi,AM5,ATX,256,4,Black / Green,MSI,MAG X870E TOMAHAWK WIFI|7E59-004R,DDR5,8400,2280/22110 M-key|2260/2280 M-key|2260/2280 M-key|2260/2280 M-key|2230 E-key,4,0,3,0,0,0,0,,False,False,2,2,0,1,0
ASRock B550 Phantom Gaming 4/ac,https://pcpartpicker.com/product/Ytdrxr/asrock-b550-phantom-gaming-4ac-atx-am4-motherboard-b550-phantom-gaming-4ac,AM4,ATX,128,4,Silver / Black,ASRock,B550 Phantom Gaming 4/ac|90-MXBDZ0-A0UAYZ,DDR4,4533,2260/2280/22110 M-key|2230 E-key,4,0,2,0,0,2,0,,False,False,2,1,0,0,0
Asus ROG CROSSHAIR X870E HERO,https://pcpartpicker.com/product/Jzqrxr/asus-rog-crosshair-x870e-hero-atx-am5-motherboard-rog-crosshair-x870e-hero,AM5,ATX,256,4,Black,Asus,ROG CROSSHAIR X870E HERO|90MB1IE0-M0AAY0|90MB1IE0-M0EAY0,DDR5,8600,2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2280 M-key,4,0,2,0,0,0,0,,False,False,2,2,0,2,0
