name,part_url,socket,form_factor,max_memory,memory_slots,color,manufacturer,part_number,memory_type,memory_speed_max,m2_slots,sata_6_ports,sata_3_ports,pci_x16_slots,pci_x8_slots,pci_x4_slots,pci_x1_slots,pci_slots,mini_pcie_msata_slots,uses_back_connect,ecc_support,header_usb_2_0,header_usb_3_2_gen_1,header_usb_3_2_gen_2,header_usb_3_2_gen_2x2,header_usb_2_0__(single_port)
Asus TUF GAMING B550M-ZAKU (WI-FI),https://pcpartpicker.com/product/bp3gXL/asus-tuf-gaming-b550m-zaku-wi-fi-micro-atx-am4-motherboard-tuf-gaming-b550m-zaku-wi-fi,AM4,Micro ATX,128,4,Black / Red,Asus,TUF GAMING B550M-ZAKU (WI-FI)|90MB15P0-M0AAY0,DDR4,4800,2242/2260/2280 M-key|2242/2260/2280/22110 M-key,4,0,2,0,0,1,0,,False,False,2,1,0,0,0
ASRock B660 Pro RS,https://pcpartpicker.com/product/zXpzK8/asrock-b660-pro-rs-atx-lga1700-motherboard-b660-pro-rs,LGA1700,ATX,128,4,Gray / Black,ASRock,B660 Pro RS|90-MXBHV0-A0UAYZ,DDR4,4600,2260/2280 M-key|2260/2280 M-key|2260/2280/22110 M-key|2230 E-key,4,0,2,0,0,2,0,,False,False,1,2,1,0,0
Asus PRIME A320M-E,https://pcpartpicker.com/product/wJddnQ/asus-prime-a320m-e-micro-atx-am4-motherboard-prime-a320m-e,AM4,Micro ATX,64,2,Black / Silver,Asus,PRIME A320M-E|90MB0V10-M0EAY0,DDR4,3200,2242/2260/2280 M-key,4,0,1,0,0,2,0,,False,False,2,1,0,0,0
Asus PRIME A320M-F,https://pcpartpicker.com/product/vFfV3C/asus-prime-a320m-f-micro-atx-am4-motherboard-prime-a320m-f,AM4,Micro ATX,64,2,Black / Silver,Asus,PRIME A320M-F,DDR4,3200,,2,0,1,0,0,1,0,,False,False,2,1,0,0,0
MSI PRO B860-P,https://pcpartpicker.com/product/byXMnQ/msi-pro-b860-p-atx-lga1851-motherboard-pro-b860-p,LGA1851,ATX,256,4,Silver / Black,MSI,PRO B860-P|7E41-002R|911-7E41-13S,DDR5,8600,2260/2280 M-key|2242/2260/2280 M-key|2260/2280 M-key,4,0,4,0,0,0,0,,False,False,2,2,1,0,0
Supermicro MBD-X11SSL-F-O,https://pcpartpicker.com/product/jt8H99/supermicro-mbd-x11ssl-f-o-micro-atx-lga1151-motherboard-mbd-x11ssl-f-o,LGA1151,Micro ATX,64,4,Black / Green,Supermicro,MBD-X11SSL-F-O|X11SSL-F-O,DDR4,2133,,6,0,1,2,0,0,0,,False,True,2,1,0,0,0
Supermicro C7X99-OCE-O,https://pcpartpicker.com/product/mPFXsY/supermicro-c7x99-oce-o-atx-lga2011-3-motherboard-c7x99-oce-o,LGA2011-3,ATX,128,8,Black / Blue,Supermicro,C7X99-OCE-O,DDR4,3300,,10,0,4,0,2,0,0,,False,False,1,1,0,0,0
Gigabyte Z390 DESIGNARE,https://pcpartpicker.com/product/ycL48d/gigabyte-z390-designare-atx-lga1151-motherboard-z390-designare,LGA1151,ATX,128,4,Black / Silver,Gigabyte,Z390 DESIGNARE,DDR4,4266,2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,6,0,3,0,0,2,0,,False,False,1,1,1,0,0
Supermicro C9Z390-PGW,https://pcpartpicker.com/product/F43H99/supermicro-c9z390-pgw-atx-lga1151-motherboard-mbd-c9z390-pgw-o,LGA1151,ATX,128,4,Black,Supermicro,MBD-C9Z390-PGW-O,DDR4,2666,2260/2280/22110 M-key|2260/2280 M-key,6,0,4,0,0,1,0,,False,False,0,1,1,0,0
MSI MAG B460 TORPEDO,https://pcpartpicker.com/product/RfBhP6/msi-mag-b460-torpedo-atx-lga1200-motherboard-mag-b460-torpedo,LGA1200,ATX,128,4,Black,MSI,MAG B460 TORPEDO|7C81-014R,DDR4,2933,2242/2260/2280/22110 M-key|2242/2260/2280 M-key,6,0,2,0,0,2,0,,False,False,2,1,1,0,0
Biostar H610MHC 2.0,https://pcpartpicker.com/product/CJzXsY/biostar-h610mhc-20-micro-atx-lga1700-motherboard-h610mhc-20,LGA1700,Micro ATX,64,2,Black,Biostar,H610MHC 2.0,DDR4,3200,2242/2260/2280 M-key,4,0,1,0,0,1,0,,False,False,1,1,0,0,0
Intel DB75EN,https://pcpartpicker.com/product/mBCwrH/intel-motherboard-boxdb75en,LGA1155,Micro ATX,32,4,Green / Blue,Intel,BOXDB75EN,DDR3,1600,,1,4,1,0,0,1,2,,False,False,2,1,0,0,0
Asus Z97-PRO(Wi-Fi ac),https://pcpartpicker.com/product/yNXfrH/asus-motherboard-z97prowifiac,LGA1150,ATX,32,4,Black / Gold,Asus,Z97-PRO(Wi-Fi ac)|Z97-PRO-WIFI-AC,DDR3,3200,2260/2280 M-key,8,0,3,0,0,4,0,,False,False,2,2,0,0,0
Gigabyte GA-H97N-WIFI,https://pcpartpicker.com/product/2ysKHx/gigabyte-ga-h97n-wifi-mini-itx-lga1150-motherboard-ga-h97n-wifi,LGA1150,Mini ITX,16,2,Black / Silver,Gigabyte,GA-H97N-WIFI|H97N-WIFI,DDR3,1600,,6,0,1,0,0,0,0,,False,False,1,1,0,0,0
Asus RAMPAGE V EXTREME,https://pcpartpicker.com/product/gMPfrH/asus-rampage-v-extreme-eatx-lga2011-3-motherboard-rampage-v-extreme,LGA2011-3,EATX,64,8,Black / Red,Asus,RAMPAGE V EXTREME|90MB0JG0-M0EAY0,DDR4,3300,2260/2280/22110 M-key,12,0,5,0,0,1,0,,False,False,2,2,0,0,0
Asus SABERTOOTH X99,https://pcpartpicker.com/product/yxYWGX/asus-motherboard-sabertoothx99,LGA2011-3,ATX,64,8,Brown / Black,Asus,SABERTOOTH X99|90MB0L00-M0EAY0,DDR4,2400,2242/2260/2280/22110 M-key,10,0,3,0,1,1,0,,False,False,2,2,0,0,0
Asus PRIME H270-PLUS-CSM,https://pcpartpicker.com/product/3Phj4D/asus-prime-h270-plus-csm-atx-lga1151-motherboard-prime-h270-plus-csm,LGA1151,ATX,64,4,Black / Silver,Asus,PRIME H270-PLUS-CSM,DDR4,2400,2242/2260/2280 M-key|2242/2260/2280 M-key,6,0,2,0,0,4,0,,False,False,2,2,0,0,0
Asus TUF Z270 MARK 2,https://pcpartpicker.com/product/z4wqqs/asus-z270-mk2-atx-lga1151-motherboard-z270-mk2,LGA1151,ATX,64,4,Black / Yellow,Asus,Z270 MK2|Z270 MARK 2|TUF Z270 MARK 2|90MB0ST0-M0EAY0,DDR4,3866,2242/2260/2280 M-key|2242/2260/2280/22110 M-key,6,0,3,0,0,3,0,,False,False,2,2,0,0,0
Asus ROG STRIX B460-F GAMING,https://pcpartpicker.com/product/bbgQzy/asus-rog-strix-b460-f-gaming-atx-lga1200-motherboard-rog-strix-b460-f-gaming,LGA1200,ATX,128,4,Black / Silver,Asus,ROG STRIX B460-F GAMING|90MB13R0-M0EAY0,DDR4,2933,2242/2260 M-key|2242/2260/2280/22110 M-key|2230 E-key,6,0,2,0,0,3,0,,False,False,2,1,0,0,0
Asus PRIME Z590-V,https://pcpartpicker.com/product/JzM48d/asus-prime-z590-v-atx-lga1200-motherboard-prime-z590-v,LGA1200,ATX,128,4,Silver / Black,Asus,PRIME Z590-V,DDR4,5000,2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only)|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2230 E-key,4,0,2,0,0,3,0,,False,False,2,2,0,0,0
Asus PRIME H610M-A,https://pcpartpicker.com/product/866NnQ/asus-prime-h610m-a-micro-atx-lga1700-motherboard-prime-h610m-a,LGA1700,Micro ATX,96,2,Silver / Black,Asus,PRIME H610M-A,DDR5,5600,2242/2260/2280 M-key|2242/2260/2280 M-key|2230 E-key,4,0,1,0,0,1,0,,False,False,1,1,0,0,1
ASRock Z690 Extreme WiFi 6E,https://pcpartpicker.com/product/mcmmP6/asrock-z690-extreme-wifi-6e-atx-lga1700-motherboard-z690-extreme-wifi-6e,LGA1700,ATX,128,4,Black / Blue,ASRock,Z690 EXTREME WiFi 6E,DDR4,5133,2260/2280 M-key|2230/2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2230 E-key,8,0,3,0,0,1,0,,False,False,2,2,0,1,0
Gigabyte GA-X99M-GAMING 5,https://pcpartpicker.com/product/CVnG3C/gigabyte-motherboard-gax99mgaming5,LGA2011-3,Micro ATX,32,4,Black / Red,Gigabyte,GA-X99M-GAMING 5,DDR4,3000,2230 E-key|2242/2260/2280 M-key,10,0,3,0,0,1,0,,False,False,2,2,0,0,0
ASRock X570 Phantom Gaming 4 WiFi ax,https://pcpartpicker.com/product/7mGnTW/asrock-x570-phantom-gaming-4-wifi-ax-atx-am4-motherboard-x570-phantom-gaming-4-wifi-ax,AM4,ATX,128,4,Black,ASRock,X570 PHANTOM GAMING 4 WIFI AX,DDR4,4066,2230/2242/2260/2280/22110 M-key|2230/2242/2260/2280/22110 M-key,8,0,2,0,0,2,0,,False,False,1,2,0,0,0
ASRock Z790 Lightning WiFi,https://pcpartpicker.com/product/WDMMnQ/asrock-z790-lightning-wifi-atx-lga1700-motherboard-z790-lightning-wifi,LGA1700,ATX,256,4,Silver / Black,ASRock,Z790 Lightning WiFi,DDR5,7600,2260/2280 M-key|2260/2280 M-key|2260/2280 M-key|2230 E-key,6,0,2,0,0,2,0,,False,False,2,2,1,0,0
MSI P43-C51,https://pcpartpicker.com/product/gpsKHx/msi-motherboard-p43c51,LGA775,ATX,16,4,Black / Blue,MSI,P43-C51,DDR3,1600,,0,6,1,0,0,2,3,,False,False,3,0,0,0,0
Asus P9X79 PRO,https://pcpartpicker.com/product/TwBv6h/asus-motherboard-p9x79pro,LGA2011,ATX,64,8,Black / Blue,Asus,P9X79 PRO,DDR3,2400,,4,4,4,0,0,2,0,,False,True,3,1,0,0,0
Gigabyte GA-H61M-S1,https://pcpartpicker.com/product/23h9TW/gigabyte-motherboard-gah61ms1,LGA1155,Micro ATX,16,2,Blue / White,Gigabyte,GA-H61M-S1,DDR3,1333,,0,4,1,0,0,2,0,,False,False,2,0,0,0,0
Gigabyte GA-Z97X-Gaming 5,https://pcpartpicker.com/product/bgDwrH/gigabyte-motherboard-gaz97xgaming5,LGA1150,ATX,32,4,Black / Red,Gigabyte,GA-Z97X-Gaming 5,DDR3,3200,2242/2260/2280 M-key,6,0,3,0,0,3,1,,False,False,2,1,0,0,0
Asus Z97 PRO GAMER,https://pcpartpicker.com/product/6ycMnQ/asus-motherboard-z97progamer,LGA1150,ATX,32,4,Black / Red,Asus,Z97 PRO GAMER,DDR3,3200,2260/2280 M-key,6,0,3,0,0,2,2,,False,False,3,1,0,0,0
MSI B150M MORTAR,https://pcpartpicker.com/product/kGcMnQ/msi-motherboard-b150mmortar,LGA1151,Micro ATX,64,4,Black / White,MSI,B150M MORTAR,DDR4,2133,,6,0,2,0,0,2,0,,False,False,1,1,0,0,0
MSI Z170A GAMING PRO CARBON,https://pcpartpicker.com/product/gpH48d/msi-motherboard-z170agamingprocarbon,LGA1151,ATX,64,4,Black / Silver,MSI,Z170A GAMING PRO CARBON,DDR4,3600,2242/2260/2280 M-key,6,0,3,0,0,4,0,,False,False,2,2,0,0,0
Asus B150M-A/M.2,https://pcpartpicker.com/product/CCwqqs/asus-b150m-am2-micro-atx-lga1151-motherboard-b150m-am2,LGA1151,Micro ATX,64,4,Black / Gold,Asus,B150M-A/M.2,DDR4,2133,2242/2260/2280 M-key,6,0,1,0,0,2,0,,False,False,2,1,0,0,0
Asus PRIME B360M-K,https://pcpartpicker.com/product/7TF48d/asus-prime-b360m-k-micro-atx-lga1151-motherboard-prime-b360m-k,LGA1151,Micro ATX,32,2,Black / Silver,Asus,PRIME B360M-K|90MB0WR0-M0EAY0,DDR4,2666,2242/2260/2280 M-key,6,0,1,0,0,2,0,,False,False,2,1,0,0,0
Asus TUF B360-Plus Gaming,https://pcpartpicker.com/product/fBF48d/asus-tuf-b360-plus-gaming-atx-lga1151-motherboard-tuf-b360-plus-gaming,LGA1151,ATX,64,4,Black / Gold,Asus,TUF B360-PLUS GAMING|90MB0X10-M0EAY0,DDR4,2666,2242/2260/2280 M-key|2230/2242/2260/2280 M-key,6,0,2,0,0,4,0,,False,False,1,1,0,0,0
Gigabyte GA-B365M-H,https://pcpartpicker.com/product/ZtCFf7/gigabyte-ga-b365m-h-micro-atx-lga1151-motherboard-ga-b365m-h,LGA1151,Micro ATX,32,2,Black / Red,Gigabyte,GA-B365M-H|B365M H,DDR4,2666,2242/2260/2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
Gigabyte GA-AB350M-DS3H V2,https://pcpartpicker.com/product/GMK2FT/gigabyte-ga-ab350m-ds3h-v2-micro-atx-am4-motherboard-ga-ab350m-ds3h-v2,AM4,Micro ATX,64,4,Black,Gigabyte,GA-AB350M-DS3H V2,DDR4,3200,2242/2260/2280/22110 M-key,4,0,2,0,0,1,0,,False,False,2,1,0,0,0
MSI MEG Z590 UNIFY,https://pcpartpicker.com/product/3Hstt6/msi-meg-z590-unify-atx-lga1200-motherboard-meg-z590-unify,LGA1200,ATX,128,4,Black,MSI,MEG Z590 UNIFY|7D38-001R,DDR4,5600,2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only)|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2242/2260/2280 M-key|2230 E-key,6,0,1,0,1,2,0,,False,False,2,1,1,0,0
Biostar B550T-SILVER,https://pcpartpicker.com/product/ZTbTwP/biostar-b550t-silver-mini-itx-am4-motherboard-b550t-silver,AM4,Mini ITX,64,2,Black / Silver,Biostar,B550T-SILVER,DDR4,4400,2280 M-key|2230 E-key,4,0,1,0,0,0,0,,False,False,1,1,0,0,0
ASRock B860M Pro RS WiFi,https://pcpartpicker.com/product/fvnXsY/asrock-b860m-pro-rs-wifi-micro-atx-lga1851-motherboard-b860m-pro-rs-wifi,LGA1851,Micro ATX,256,4,Silver / Black,ASRock,B860M Pro RS WiFi|90-MXBRQ0-A0UAYZ|90-MXBRQ-A0UAYZ,DDR5,8400,2280 M-key|2230/2242/2260/2280 M-key|2280 M-key|2230 E-key,4,0,1,0,1,0,0,,False,False,2,2,1,0,0
MSI MEG Z490 ACE,https://pcpartpicker.com/product/z6jNnQ/msi-meg-z490-ace-atx-lga1200-motherboard-meg-z490-ace,LGA1200,ATX,128,4,Black / Gold,MSI,MEG Z490 ACE|7C71-008R,DDR4,4800,2242/2260/2280/22110 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2230 E-key,6,0,3,0,0,2,0,,False,False,2,1,1,0,0
Asus ROG MAXIMUS XII EXTREME,https://pcpartpicker.com/product/trXYcf/asus-rog-maximus-xii-extreme-eatx-lga1200-motherboard-rog-maximus-xii-extreme,LGA1200,EATX,128,4,Black,Asus,ROG MAXIMUS XII EXTREME|MAXIMUS XII EXTREME|90MB12J0-M0EAY0,DDR4,4800,2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,8,0,2,0,1,0,0,,False,False,2,2,2,0,0
Asus PRIME A620-PLUS WIFI,https://pcpartpicker.com/product/x44Zxr/asus-prime-a620-plus-wifi-atx-am5-motherboard-prime-a620-plus-wifi,AM5,ATX,192,4,Silver / Black,Asus,PRIME A620-PLUS WIFI,DDR5,6400,2242/2260/2280 M-key|2242/2260/2280/22110 M-key,4,0,5,0,0,0,0,,False,False,2,1,1,0,0
Gigabyte X670 GAMING X AX (rev. 1.0),https://pcpartpicker.com/product/NZ6p99/gigabyte-x670-gaming-x-ax-rev-10-atx-am5-motherboard-x670-gaming-x-ax-rev-10,AM5,ATX,192,4,Black,Gigabyte,X670 GAMING X AX (rev. 1.0)|X670 GAMING X AX,DDR5,5200,2580/25110 M-key|2280/22110 M-key|2280/22110 M-key|2280/22110 M-key,4,0,3,0,0,0,0,,False,False,2,2,0,1,0
Asus Maximus VI Hero,https://pcpartpicker.com/product/msw323/asus-motherboard-maximusvihero,LGA1150,ATX,32,4,,Asus,Maximus VI Hero,DDR3,2800,,8,0,3,0,0,3,0,,False,False,2,1,0,0,0
Asus Z97-K/CSM,https://pcpartpicker.com/product/HFFPxr/asus-motherboard-z97kcsm,LGA1150,ATX,32,4,Black / Gold,Asus,Z97-K/CSM|Z97-K,DDR3,3200,2260/2280 M-key,6,0,2,0,0,2,2,,False,False,3,1,0,0,0
MSI Z97-G45 Gaming,https://pcpartpicker.com/product/DHYXsY/msi-motherboard-z97g45gaming,LGA1150,ATX,32,4,Black / Red,MSI,Z97-G45 Gaming,DDR3,3000,,6,0,3,0,0,4,0,,False,False,2,1,0,0,0
Asus STRIX H270F GAMING,https://pcpartpicker.com/product/rKx9TW/asus-strix-h270f-gaming-atx-lga1151-motherboard-strix-h270f-gaming,LGA1151,ATX,64,4,Black / Silver,Asus,STRIX H270F GAMING|ROG STRIX H270F GAMING|90MB0S70-M0EAY0,DDR4,2400,2242/2260/2280 M-key|2242/2260/2280/22110 M-key,6,0,2,0,0,4,0,,False,False,2,2,0,0,0
MSI B360-A PRO,https://pcpartpicker.com/product/CrYLrH/msi-b360-a-pro-atx-lga1151-motherboard-b360-a-pro,LGA1151,ATX,64,4,Brown,MSI,B360-A PRO|7B22-012R,DDR4,2666,2242/2260/2280/22110 M-key,5,0,2,0,0,4,0,,False,False,1,2,0,0,0
MSI MAG Z390M MORTAR,https://pcpartpicker.com/product/h7L48d/msi-mag-z390m-mortar-micro-atx-lga1151-motherboard-mag-z390m-mortar,LGA1151,Micro ATX,128,4,Black / Silver,MSI,MAG Z390M MORTAR|7C00-001R,DDR4,4400,2242/2260/2280/22110 M-key|2280 M-key|2230 E-key,4,0,2,0,0,1,0,,False,False,2,1,1,0,0
ASRock B460M Steel Legend,https://pcpartpicker.com/product/M6drxr/asrock-b460m-steel-legend-micro-atx-lga1200-motherboard-b460m-steel-legend,LGA1200,Micro ATX,128,4,Black / Silver,ASRock,B460M Steel Legend|90-MXBDQ0-A0UAYZ,DDR4,2933,2242/2260/2280 M-key|2260/2280 M-key|2230 E-key,6,0,2,0,0,1,0,,False,False,2,1,0,0,0
Asus PRIME B650M-A AX,https://pcpartpicker.com/product/4N3gXL/asus-prime-b650m-a-ax-micro-atx-am5-motherboard-prime-b650m-a-ax,AM5,Micro ATX,128,4,Black / Silver,Asus,PRIME B650M-A AX|90MB1CE0-M0AAY0,DDR5,6400,2242/2260/2280 M-key|2242/2260/2280 M-key,8,0,4,0,0,0,0,,False,False,2,1,1,0,0
Asus TUF GAMING B650EM-PLUS WIFI,https://pcpartpicker.com/product/n4Nscf/asus-tuf-gaming-b650em-plus-wifi-micro-atx-am5-motherboard-tuf-gaming-b650em-plus-wifi,AM5,Micro ATX,256,4,Black,Asus,TUF GAMING B650EM-PLUS WIFI,DDR5,8000,2280 M-key|2242/2260/2280 M-key|2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,1,0,0
Gigabyte Z690 AORUS ELITE DDR4,https://pcpartpicker.com/product/gsPQzy/gigabyte-z690-aorus-elite-ddr4-atx-lga1700-motherboard-z690-aorus-elite-ddr4,LGA1700,ATX,128,4,Black / Silver,Gigabyte,Z690 AORUS ELITE DDR4,DDR4,5333,2260/2280/22110 M-key|2260/2280/22110 M-key|2260/2280/22110 M-key|2260/2280/22110 M-key,6,0,3,0,0,0,0,,False,False,2,1,1,0,0
Biostar A620MS,https://pcpartpicker.com/product/mXtLrH/biostar-a620ms-micro-atx-am5-motherboard-a620ms,AM5,Micro ATX,96,2,Black,Biostar,A620MS,DDR5,6000,2242/2260/2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
ASRock B760M PG Lightning/D4,https://pcpartpicker.com/product/LpKscf/asrock-b760m-pg-lightningd4-micro-atx-lga1700-motherboard-b760m-pg-lightningd4,LGA1700,Micro ATX,128,4,Black,ASRock,B760M PG Lightning/D4|90-MXBLY0-A0UAYZ,DDR4,4800,2242/2260/2280 M-key|2280 M-key|2230 E-key,4,0,2,0,0,1,0,,False,False,2,1,0,0,0
NZXT N5 Z690,https://pcpartpicker.com/product/s6zhP6/nzxt-n5-z690-atx-lga1700-motherboard-n5-z69xt-w1,LGA1700,ATX,128,4,Black / White,NZXT,N5-Z69XT-W1,DDR4,5133,2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280 M-key,4,0,3,0,0,2,0,,False,False,2,1,1,0,0
MSI MEG B550 UNIFY,https://pcpartpicker.com/product/NgDkcf/msi-meg-b550-unify-atx-am4-motherboard-meg-b550-unify,AM4,ATX,128,4,Black / Silver,MSI,MEG B550 UNIFY|7D13-002R|B550UNIFY,DDR4,5100,2280/22110 M-key|2280 M-key|2280/22110 M-key|2280 M-key,6,0,2,0,0,2,0,,False,False,2,1,1,0,0
Gigabyte GA-H81M-H,https://pcpartpicker.com/product/QTXfrH/gigabyte-motherboard-gah81mh,LGA1150,Micro ATX,16,2,Black / Silver,Gigabyte,GA-H81M-H,DDR3,1600,,2,2,1,0,0,2,0,,False,False,2,0,0,0,0
Asus ASUS B85M-E,https://pcpartpicker.com/product/nwPzK8/asus-asus-b85m-e-micro-atx-lga1150-motherboard-b85m-e,LGA1150,Micro ATX,32,4,Black / Gold,Asus,B85M-E,DDR3,1600,,4,2,2,0,0,1,1,,False,False,2,1,0,0,0
Asus B150 PRO GAMING D3,https://pcpartpicker.com/product/tzNypg/asus-motherboard-b150progamingd3,LGA1151,ATX,64,4,Black / Red,Asus,B150 PRO GAMING D3,DDR3,1866,2242/2260/2280/22110 M-key,6,0,2,0,0,2,2,,False,False,3,1,0,0,0
Gigabyte GA-Z170MX-Gaming 5,https://pcpartpicker.com/product/m6RFf7/gigabyte-motherboard-gaz170mxgaming5,LGA1151,Micro ATX,64,4,Black / Red,Gigabyte,GA-Z170MX-Gaming 5,DDR4,3466,2242/2260/2280 M-key,6,0,3,0,0,1,0,,False,False,2,2,0,0,0
MSI B250M MORTAR,https://pcpartpicker.com/product/tzGj4D/msi-b250m-mortar-micro-atx-lga1151-motherboard-b250m-mortar,LGA1151,Micro ATX,64,4,Black / Red,MSI,B250M MORTAR,DDR4,2400,2242/2260/2280/22110 M-key,6,0,2,0,0,2,0,,False,False,2,1,0,0,0
ASRock Z370M Pro4,https://pcpartpicker.com/product/Vys8TW/asrock-z370m-pro4-micro-atx-lga1151-motherboard-z370m-pro4,LGA1151,Micro ATX,64,4,Black / Silver,ASRock,Z370M Pro4|90-MXB660-A0UAYZ,DDR4,4266,2230/2242/2260/2280 M-key|2230/2242/2260/2280 M-key,6,0,2,0,0,2,0,,False,False,2,2,0,0,0
Asus ROG STRIX B350-I GAMING,https://pcpartpicker.com/product/tLCrxr/asus-rog-strix-b350-i-gaming-mini-itx-am4-motherboard-rog-strix-b350-i-gaming,AM4,Mini ITX,32,2,Black / Silver,Asus,ROG STRIX B350-I GAMING|STRIX B350-I GAMING|90MB0VD0-M0EAY0,DDR4,3600,2242/2260/2280 M-key|2242/2260/2280 M-key,4,0,1,0,0,0,0,,False,False,1,1,0,0,0
ASRock H410M-HDV/M.2,https://pcpartpicker.com/product/ssgQzy/asrock-h410m-hdvm2-micro-atx-lga1200-motherboard-h410m-hdvm2,LGA1200,Micro ATX,64,2,Black,ASRock,H410M-HDV/M.2|90-MXBD70-A0UAYZ,DDR4,2933,2260/2280 M-key|2230 E-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
ASRock E3C246D4U2-2L2T,https://pcpartpicker.com/product/pvMTwP/asrock-e3c246d4u2-2l2t-micro-atx-lga1151-motherboard-e3c246d4u2-2l2t,LGA1151,Micro ATX,128,4,Green,ASRock,E3C246D4U2-2L2T,DDR4,2666,2230/2242/2260/2280 M-key,8,0,1,1,1,1,0,,False,True,1,1,0,0,0
Asus ROG MAXIMUS Z790 APEX,https://pcpartpicker.com/product/6mnypg/asus-rog-maximus-z790-apex-atx-lga1700-motherboard-rog-maximus-z790-apex,LGA1700,ATX,96,2,Silver / Black,Asus,ROG MAXIMUS Z790 APEX|90MB1CF0-M0EAY0|90MB1CF0-M0UAY0,DDR5,7800,2242/2260/2280 M-key|2242/2260/2280 M-key|2242/2260/2280/22110 M-key|2242/2260/2280/22110 M-key,6,0,2,0,1,1,0,,False,False,2,2,0,1,0
Asus PRIME B760M-A,https://pcpartpicker.com/product/Z3yH99/asus-prime-b760m-a-micro-atx-lga1700-motherboard-prime-b760m-a,LGA1700,Micro ATX,128,4,Silver / Black,Asus,PRIME B760M-A,DDR5,7200,2242/2260/2280 M-key|2242/2260/2280 M-key,4,0,3,0,0,0,0,,False,False,2,2,1,0,1
Gigabyte B760 DS3H,https://pcpartpicker.com/product/gD3NnQ/gigabyte-b760-ds3h-atx-lga1700-motherboard-b760-ds3h,LGA1700,ATX,192,4,Gray / Black,Gigabyte,B760 DS3H,DDR5,7400,2280/22110 M-key|2280 M-key,4,0,5,0,0,0,0,,False,False,2,1,1,0,0
Asus Pro B860M-CT-CSM,https://pcpartpicker.com/product/2NgZxr/asus-pro-b860m-ct-csm-micro-atx-lga1851-motherboard-pro-b860m-ct-csm,LGA1851,Micro ATX,256,4,Black,Asus,Pro B860M-CT-CSM,DDR5,8600,2242/2260/2280 M-key|2242/2260/2280 M-key|2230 E-key,4,0,2,0,0,1,0,,False,False,2,1,1,0,0
Gigabyte B760M GAMING AC DDR4,https://pcpartpicker.com/product/X2QcCJ/gigabyte-b760m-gaming-ac-ddr4-micro-atx-lga1700-motherboard-b760m-gaming-ac-ddr4,LGA1700,Micro ATX,64,2,Black / Red,Gigabyte,B760M GAMING AC DDR4,DDR4,5333,2280 M-key|2280 M-key,4,0,1,0,0,1,0,,False,False,2,1,0,0,0
Gigabyte Z690M AORUS ELITE AX DDR4,https://pcpartpicker.com/product/3FpzK8/gigabyte-z690m-aorus-elite-ax-ddr4-micro-atx-lga1700-motherboard-z690m-aorus-elite-ax-ddr4,LGA1700,Micro ATX,128,4,Black,Gigabyte,Z690M AORUS ELITE AX DDR4|Z690M A ELITE AX DDR4,DDR4,5333,2260/2280 M-key|2260/2280 M-key|2260/2280/22110 M-key,6,0,2,0,0,0,0,,False,False,2,1,1,0,0
MSI MAG X570S TORPEDO MAX,https://pcpartpicker.com/product/kRM48d/msi-mag-x570s-torpedo-max-atx-am4-motherboard-mag-x570s-torpedo-max,AM4,ATX,128,4,Blue / Black,MSI,MAG X570S TORPEDO MAX|X570S TORPEDO MAX|7D54-005R,DDR4,3200,2280/22110 M-key|2242/2260/2280 M-key,6,0,2,0,0,2,0,,False,False,2,2,1,0,0
Asus H81M-E,https://pcpartpicker.com/product/BQXfrH/asus-motherboard-h81me,LGA1150,Micro ATX,16,2,Black / Gold,Asus,H81M-E,DDR3,1600,,2,2,1,0,0,2,0,,False,False,2,0,0,0,0
Supermicro X10SRM-TF,https://pcpartpicker.com/product/vBjWGX/supermicro-motherboard-x10srmtf,LGA2011-3 Narrow,Micro ATX,512,4,Black / Green,Supermicro,X10SRM-TF,DDR4,2400,2242/2280/22110 M-key,10,0,1,2,0,0,0,,False,True,2,1,0,0,0
Asus TUF H310M-PLUS GAMING,https://pcpartpicker.com/product/NwyV3C/asus-tuf-h310m-plus-gaming-micro-atx-lga1151-motherboard-h310m-plus-gaming,LGA1151,Micro ATX,32,2,Black / Gold,Asus,H310M-PLUS GAMING,DDR4,2666,2242/2260/2280 M-key,4,0,1,0,0,2,0,,False,False,1,1,0,0,0
