name,part_url,price,style,switches,backlit,tenkeyless,connection_type,color
Keychron K2 HE Special Edition,https://pcpartpicker.com/product/DryH99/keychron-k2-he-special-edition-rgb-wirelessbluetoothwired-standard-keyboard-k2h-q1,125.99,Standard,Gateron Magnetic Nebula,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Brown
Razer BlackWidow V3,https://pcpartpicker.com/product/8dKKHx/razer-blackwidow-v3-rgb-wired-gaming-keyboard-rz03-03491800-r3m1,97.99,Gaming,Razer Yellow,RGB,true,Wired,Black
Razer BlackWidow V4 X,https://pcpartpicker.com/product/BbWJ7P/razer-blackwidow-v4-x-rgb-wired-gaming-keyboard-rz03-04700200-r3u1,159.99,Gaming,Razer Green,RGB,false,Wired,Black
Razer Huntsman V3 Pro,https://pcpartpicker.com/product/LDTZxr/razer-huntsman-v3-pro-rgb-wired-gaming-keyboard-rz03-04970100-r3u1,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
Logitech MK120,https://pcpartpicker.com/product/w7Lypg/logitech-keyboard-920002565,21.99,Slim,,,false,Wired,Black
Logitech MX Keys Advanced,https://pcpartpicker.com/product/QnLwrH/logitech-mx-keys-advanced-wireless-slim-keyboard-920-009295,141.99,Slim,,White,false,Wireless,Black
Logitech G915 Lightspeed,https://pcpartpicker.com/product/rdXYcf/logitech-g915-lightspeed-rgb-wireless-gaming-keyboard-920-009103,258.99,Gaming,Logitech GL Clicky,RGB,false,Wireless,Black
Corsair K70 RGB MK.2,https://pcpartpicker.com/product/jpWfrH/corsair-k70-rgb-mk2-wired-gaming-keyboard-ch-9109010-na,,Gaming,Cherry MX Red,RGB,false,Wired,Black
Redragon S113,https://pcpartpicker.com/product/brsnTW/redragon-s113-rgb-wired-gaming-keyboard-with-optical-mouse-k552-ba-de,,Gaming,Outemu Brown,RGB,true,Wired,Black
HP HyperX Alloy Origins Core,https://pcpartpicker.com/product/tdwkcf/hp-hyperx-alloy-origins-core-rgb-wired-gaming-keyboard-hx-kb7aqx-us,102.98,Gaming,HyperX Aqua,RGB,true,Wired,Black
Corsair K65 60%,https://pcpartpicker.com/product/r6RYcf/corsair-k65-60-rgb-wired-mini-keyboard-ch-9194014-na,109.99,Mini,Cherry MX Speed Silver,RGB,true,Wired,Black
Logitech G915 X LIGHTSPEED,https://pcpartpicker.com/product/Lh4Zxr/logitech-g915-x-lightspeed-rgb-wiredwirelessbluetooth-gaming-keyboard-920-012685,267.99,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech PRO X RAPID,https://pcpartpicker.com/product/bFcgXL/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013132,189.99,Gaming,Logitech Magnetic Analog,RGB,true,Wired,White
Verbatim 98121,https://pcpartpicker.com/product/GF7v6h/verbatim-98121-wired-standard-keyboard-98121,22.17,Standard,,,false,Wired,Black
Tecware Phantom+ Elite,https://pcpartpicker.com/product/ztgZxr/tecware-phantom-elite-rgb-bluetoothwirelesswired-gaming-keyboard-twkb-pe87pzt-bkwrd,91.48,Gaming,Tecware Wraith Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Logitech PRO X 60,https://pcpartpicker.com/product/vpcgXL/logitech-pro-x-60-rgb-bluetoothwirelesswired-mini-keyboard-920-011921,141.99,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Corsair K55 RGB,https://pcpartpicker.com/product/q7648d/corsair-k55-rgb-wired-gaming-keyboard-ch-9206015-na,,Gaming,,RGB,false,Wired,Black
Logitech G512 CARBON,https://pcpartpicker.com/product/2PNv6h/logitech-g512-carbon-wired-gaming-keyboard-920-008723,109.94,Gaming,Romer-G Tactile,RGB,false,Wired,Black
Razer BlackWidow V4,https://pcpartpicker.com/product/x7GhP6/razer-blackwidow-v4-rgb-wired-gaming-keyboard-rz03-04691900-r3u1,114.99,Gaming,Razer Yellow,RGB,false,Wired,Black
Logitech PRO X 60,https://pcpartpicker.com/product/PRWJ7P/logitech-pro-x-60-rgb-bluetoothwirelesswired-mini-keyboard-920-011902,153.99,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Keychron K10 Pro QMK/VIA,https://pcpartpicker.com/product/zb26Mp/keychron-k10-pro-qmkvia-rgb-bluetoothwired-standard-keyboard-hs-k10p-h3,109.49,Standard,Keychron K Pro Brown,RGB,false,"Wired, Bluetooth Wireless",Black / Gray
Corsair K60 Pro,https://pcpartpicker.com/product/6CjBD3/corsair-k60-pro-rgb-wired-gaming-keyboard-ch-911d01a-na,90.42,Gaming,Corsair OPX,RGB,true,Wired,Black
Logitech K845,https://pcpartpicker.com/product/hDCFf7/logitech-k845-wired-standard-keyboard-920009859,54.99,Standard,TTC Red,White,false,Wired,Black
Corsair K70 PRO TKL ABS,https://pcpartpicker.com/product/dC26Mp/corsair-k70-pro-tkl-abs-rgb-wired-gaming-keyboard-ch-911911g-na,182.99,Gaming,Corsair MGX V2,RGB,true,Wired,Black
Razer Ornata V3,https://pcpartpicker.com/product/8dkWGX/razer-ornata-v3-rgb-wired-gaming-keyboard-rz03-04460200-r3u1,80.98,Gaming,,RGB,false,Wired,Black
Corsair Vengeance K70,https://pcpartpicker.com/product/WJh9TW/corsair-keyboard-ch9000011na,,Gaming,Cherry MX Red,Red,false,Wired,Black
SteelSeries Apex 9 Mini,https://pcpartpicker.com/product/2XjBD3/steelseries-apex-9-mini-rgb-wired-gaming-keyboard-64837,141,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
SteelSeries Apex 7 TKL,https://pcpartpicker.com/product/DKZzK8/steelseries-apex-7-tkl-wired-gaming-keyboard-64646,113.86,Gaming,SteelSeries QX2 Red,RGB,true,Wired,Black
Logitech G413 SE,https://pcpartpicker.com/product/WL3gXL/logitech-g413-se-wired-gaming-keyboard-920-010434,,Gaming,Kailh LT Brown,White,false,Wired,Black
Womier SK75,https://pcpartpicker.com/product/6fXV3C/womier-sk75-rgb-wiredwirelessbluetooth-mini-keyboard-40855557898311,134.99,Mini,Womier Mint Blizzard Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Razer BlackWidow V4 Low-Profile HyperSpeed,https://pcpartpicker.com/product/D4vscf/razer-blackwidow-v4-low-profile-hyperspeed-rgb-bluetoothwirelesswired-gaming-keyboard-rz03-05270200-r3u1,233.99,Gaming,Razer Green Low-Profile Clicky,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Aula SHIHUNZAN,https://pcpartpicker.com/product/xTWrxr/aula-keyboard-shihunzan,,Gaming,,Blue,false,Wired,Black
SteelSeries Apex 3,https://pcpartpicker.com/product/mtD7YJ/steelseries-apex-3-rgb-wired-gaming-keyboard-64831,37.99,Gaming,,RGB,true,Wired,Black
GameMax Pulse,https://pcpartpicker.com/product/Nb848d/gamemax-pulse-wired-gaming-keyboard-with-optical-mouse-gmx-pulse,,Gaming,,Multicolor,false,Wired,Black
HP 320K,https://pcpartpicker.com/product/9nmmP6/hp-320k-wired-standard-keyboard-9sr37aa,13.99,Standard,,,false,Wired,Black
Logitech G610,https://pcpartpicker.com/product/PpH48d/logitech-keyboard-920007839,153.79,Gaming,Cherry MX Red,White,false,Wired,Black
HP HyperX Alloy Origins,https://pcpartpicker.com/product/bTYQzy/hp-hyperx-alloy-origins-rgb-wired-gaming-keyboard-hx-kb6rdx-us,100.99,Gaming,HyperX Red,RGB,false,Wired,Black
Asus ROG Strix Scope,https://pcpartpicker.com/product/DCBhP6/asus-rog-strix-scope-rgb-wired-gaming-keyboard-90mp0240-bkua00,134.88,Gaming,ROG RX Red Optical,RGB,false,Wired,
Logitech Wave Keys,https://pcpartpicker.com/product/YqV2FT/logitech-wave-keys-wirelesswired-ergonomic-keyboard-920-011898,69.98,Ergonomic,,,false,"Wired, Wireless",Black
SIIG JK-WR0T12-S1,https://pcpartpicker.com/product/84c48d/siig-jk-wr0t12-s1-wireless-standard-keyboard-with-optical-mouse-jk-wr0t12-s1,13.99,Standard,,,false,Wireless,Black
RK Royal Kludge RK61,https://pcpartpicker.com/product/2pYRsY/rk-royal-kludge-rk61-bluetoothwirelesswired-mini-keyboard-42772957266141,59.99,Mini,RK Brown,White,true,"Wired, Wireless, Bluetooth Wireless",Black
Verbatim 70734,https://pcpartpicker.com/product/sRQcCJ/verbatim-70734-wired-standard-keyboard-with-laser-mouse-70734,15.99,Standard,,,false,Wired,Black
Logitech MX Keys,https://pcpartpicker.com/product/YVvdnQ/logitech-mx-keys-bluetoothwirelesswired-slim-keyboard-920-010116,153.99,Slim,,,false,"Wired, Wireless, Bluetooth Wireless",Black
SteelSeries Apex Pro TKL,https://pcpartpicker.com/product/CKZzK8/steelseries-apex-pro-tkl-wired-gaming-keyboard-64734,,Gaming,SteelSeries QX2 OmniPoint,RGB,true,Wired,Black
NZXT Function 2,https://pcpartpicker.com/product/JxKscf/nzxt-function-2-rgb-wired-gaming-keyboard-kb-002nb-uk,,Gaming,NZXT Swift Optical 40g,RGB,true,Wired,Black
Logitech MK295 Silent,https://pcpartpicker.com/product/NXqrxr/logitech-mk295-silent-wirelesswired-standard-keyboard-with-optical-mouse-920-009800,,Standard,,,false,"Wired, Wireless",Black
Razer Ornata Chroma,https://pcpartpicker.com/product/nxfmP6/razer-ornata-chroma-wired-gaming-keyboard-rz03-02040200-r3u1,,Gaming,,RGB,false,Wired,Black
Keychron Q6 HE QMK,https://pcpartpicker.com/product/Mwh2FT/keychron-q6-he-qmk-rgb-wiredwirelessbluetooth-standard-keyboard-q6h-m1,,Standard,Gateron Magnetic Nebula,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
WOBKEY Rainy 75 Pro,https://pcpartpicker.com/product/zN2j4D/wobkey-rainy-75-pro-rgb-bluetoothwirelesswired-standard-keyboard-pr75cbk,,Standard,Kailh Cocoa,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Lenovo 300,https://pcpartpicker.com/product/9KWfrH/lenovo-300-wired-slim-keyboard-gx30m39655,12.79,Slim,,,false,Wired,Black
MSI Vigor GK30,https://pcpartpicker.com/product/78PQzy/msi-vigor-gk30-rgb-wired-gaming-keyboard-with-optical-mouse-s11-04us319-cla,59.99,Gaming,,RGB,false,Wired,White
Razer BlackWidow V4 75%,https://pcpartpicker.com/product/WbHqqs/razer-blackwidow-v4-75-rgb-wired-mini-keyboard-rz03-05000200-r3u1,196.99,Mini,Razer Orange,RGB,true,Wired,Black
Logitech K120,https://pcpartpicker.com/product/mkcMnQ/logitech-keyboard-k120,17.98,Standard,,,false,Wired,Black
Corsair K70 RGB MK.2,https://pcpartpicker.com/product/WbGxFT/corsair-k70-rgb-mk2-wired-gaming-keyboard-ch-9109012-na,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Razer BlackWidow Lite,https://pcpartpicker.com/product/ckVD4D/razer-blackwidow-lite-wired-gaming-keyboard-rz03-02640200-r3u1,37.95,Gaming,Razer Orange,White,true,Wired,Black
Corsair K70 MAX RGB US,https://pcpartpicker.com/product/bM4Zxr/corsair-k70-max-rgb-us-wired-gaming-keyboard-ch-910961g-na,196.99,Gaming,Corsair MGX Steel Grey,RGB,false,Wired,Black
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/4BkH99/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-012535,195.99,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech MK540 Advanced,https://pcpartpicker.com/product/bN4Zxr/logitech-mk540-advanced-wirelesswired-standard-keyboard-with-optical-mouse-920-008671,67.99,Standard,,,false,"Wired, Wireless",Black
8BitDo Retro C64,https://pcpartpicker.com/product/FmsV3C/8bitdo-retro-c64-wiredbluetoothwireless-gaming-keyboard-6922621505266,117.99,Gaming,Kailh Box White V2,,true,"Wired, Wireless, Bluetooth Wireless",Brown / Beige
Logitech G915 X,https://pcpartpicker.com/product/wNRwrH/logitech-g915-x-rgb-wired-gaming-keyboard-920-012937,181.99,Gaming,Logitech GL Tactile,RGB,false,Wired,Black
Razer DeathStalker V2 Pro,https://pcpartpicker.com/product/QWFbt6/razer-deathstalker-v2-pro-rgb-wireless-gaming-keyboard-rz03-04360200-r3u1,249.9,Gaming,Razer Red Low-Profile Optical Linear,RGB,false,Wireless,Black
Asus ROG Falchion Ace,https://pcpartpicker.com/product/QfxxFT/asus-rog-falchion-ace-rgb-wired-gaming-keyboard-90mp0347-bkua01,136.99,Gaming,ROG NX Brown,RGB,true,Wired,Black
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/rW62FT/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-gaming-keyboard-q6m-m1,221.99,Gaming,Gateron Jupiter Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
HP 230,https://pcpartpicker.com/product/RPWzK8/hp-230-wirelesswired-standard-keyboard-3l1e7aaaba,21.99,Standard,,,false,"Wired, Wireless",Black
Razer Huntsman V2,https://pcpartpicker.com/product/MPcG3C/razer-huntsman-v2-rgb-wired-gaming-keyboard-rz03-03930400-r3u1,,Gaming,Razer Purple Optical Clicky,RGB,false,Wired,Black
Redragon K552-R KUMARA,https://pcpartpicker.com/product/RXTrxr/redragon-k552-r-kumara-wired-gaming-keyboard-k552-r-ca,,Gaming,Outemu Blue,RGB,true,Wired,Black
ENDORFY Thock,https://pcpartpicker.com/product/CZrp99/endorfy-thock-rgb-bluetoothwirelesswired-gaming-keyboard-ey5a080,,Gaming,Kailh Box Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Glorious GMMK,https://pcpartpicker.com/product/8dmmP6/glorious-pc-gaming-race-gmmk-rgb-wired-gaming-keyboard-gmmk-compact-brn,190.82,Gaming,Gateron Brown,RGB,true,Wired,Black
Keychron K2 V2 Aluminum,https://pcpartpicker.com/product/rBM48d/keychron-k2-v2-aluminum-rgb-wireless-standard-keyboard-k2-c2,,Standard,Gateron G Pro Blue,RGB,true,Wireless,Black / Gray
Razer Huntsman V3 Pro,https://pcpartpicker.com/product/GfCZxr/razer-huntsman-v3-pro-rgb-wired-gaming-keyboard-rz03-04970300-r3w1,,Gaming,Razer Analog Optical Switch Gen-2,RGB,false,Wired,Black
be quiet! Dark Mount,https://pcpartpicker.com/product/DKh2FT/be-quiet-dark-mount-rgb-wired-gaming-keyboard-bt002us,256.9,Gaming,be quiet! Silent Black Tactile,RGB,false,Wired,Black
Das Keyboard Model S Professional,https://pcpartpicker.com/product/XwW9TW/das-keyboard-keyboard-dask3mkprosil,152.78,Standard,Cherry MX Brown,,false,Wired,Black
Keychron Q1 QMK V2 Knob,https://pcpartpicker.com/product/yNqNnQ/keychron-q1-qmk-v2-knob-wired-mini-keyboard-q1-p3,193.99,Mini,Gateron G Pro Brown,,true,Wired,White
Corsair K57 RGB,https://pcpartpicker.com/product/28MTwP/corsair-k57-rgb-bluetooth-wireless-gaming-keyboard-ch-925c015-na,,Gaming,,RGB,false,Bluetooth Wireless,Black
Keychron Q1 HE QMK PBT,https://pcpartpicker.com/product/WMfxFT/keychron-q1-he-qmk-pbt-rgb-wirelessbluetoothwired-standard-keyboard-q1h-m1-bo,,Standard,Gateron Magnetic Nebula,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / White
Logitech G915 TKL,https://pcpartpicker.com/product/fY4BD3/logitech-g915-tkl-rgb-wirelessbluetoothwired-gaming-keyboard-920-009660,169.95,Gaming,GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Dell KM300C,https://pcpartpicker.com/product/zVstt6/dell-km300c-wired-standard-keyboard-with-optical-mouse-dell-km300c-us,32.77,Standard,,,false,Wired,Black
Thermaltake Commander Combo V2,https://pcpartpicker.com/product/Vxstt6/thermaltake-commander-combo-v2-wired-gaming-keyboard-with-optical-mouse-cmcmcwlxxmbus,37.99,Gaming,,Multicolor,false,Wired,Black
Logitech G815 Lightsync RGB,https://pcpartpicker.com/product/86snTW/logitech-g815-lightsync-rgb-wired-gaming-keyboard-920-008984,267.95,Gaming,GL Tactile,RGB,false,Wired,Black
Logitech K270,https://pcpartpicker.com/product/gzDwrH/logitech-keyboard-920003051,25.98,Standard,,,false,Wireless,Black
iBuypower MEK 4,https://pcpartpicker.com/product/CbmNnQ/ibuypower-mek-4-rgb-wired-gaming-keyboard-848604046365,47.99,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Corsair K70 CORE,https://pcpartpicker.com/product/HssV3C/corsair-k70-core-rgb-wired-gaming-keyboard-ch-910991e-na,83.99,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Gray / Black
Keychron C2,https://pcpartpicker.com/product/3YkWGX/keychron-c2-wired-standard-keyboard-c2-a3-usa,,Standard,Gateron G Pro Brown,White,false,Wired,Black / White
SteelSeries Apex 9 TKL,https://pcpartpicker.com/product/b7mmP6/steelseries-apex-9-tkl-rgb-wired-gaming-keyboard-64847,109.99,Gaming,SteelSeries OptiPoint Linear,RGB,true,Wired,Black
Zalman ZM-K400G,https://pcpartpicker.com/product/t6YXsY/zalman-zm-k400g-wired-gaming-keyboard-zm-k400g,19.98,Gaming,,Multicolor,false,Wired,Black
Corsair K68,https://pcpartpicker.com/product/L9gPxr/corsair-k68-wired-gaming-keyboard-ch-9102020-na,,Gaming,Cherry MX Red,Red,false,Wired,Black
Logitech MK470,https://pcpartpicker.com/product/sshmP6/logitech-mk470-wirelesswired-slim-keyboard-with-optical-mouse-920-009437,42.88,Slim,,,false,"Wired, Wireless",Black / Gray
Redragon K580 VATA,https://pcpartpicker.com/product/KLbCmG/redragon-k580-vata-wired-gaming-keyboard-k580,,Gaming,Outemu Blue,RGB,false,Wired,Black
Logitech G413 SE,https://pcpartpicker.com/product/zdZ9TW/logitech-g413-se-wired-gaming-keyboard-920-010437,,Gaming,Kailh LT Brown,White,false,Wired,Black
SteelSeries Apex 3 (2020),https://pcpartpicker.com/product/QMyqqs/steelseries-apex-3-2020-rgb-wired-gaming-keyboard-64795,52.99,Gaming,,RGB,false,Wired,Black
Asus ROG Falchion Ace,https://pcpartpicker.com/product/K26NnQ/asus-rog-falchion-ace-rgb-wired-gaming-keyboard-90mp0346-bkua01,119.99,Gaming,ROG NX Red,RGB,true,Wired,Black
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/KK7scf/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04680200-r3u1,211.99,Gaming,Razer Yellow,RGB,false,Wired,Black
Logitech MK235,https://pcpartpicker.com/product/vzc48d/logitech-mk235-wireless-standard-keyboard-woptical-mouse-920-007897,32.99,Standard,,,false,Wireless,Black
Logitech K270,https://pcpartpicker.com/product/8J7CmG/logitech-keyboard-k270,27.97,Gaming,,,false,Wireless,Black
Razer Cynosa V2,https://pcpartpicker.com/product/QJzFf7/razer-cynosa-v2-rgb-wired-gaming-keyboard-rz03-03400200-r3u1,,Gaming,,RGB,false,Wired,Black
Corsair K95 RGB PLATINUM,https://pcpartpicker.com/product/MYtWGX/corsair-k95-rgb-platinum-wired-gaming-keyboard-ch-9127014-na,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Razer Huntsman Elite,https://pcpartpicker.com/product/9WjJ7P/razer-huntsman-elite-wired-gaming-keyboard-rz03-01870200-r3u1,,Gaming,Razer Purple,RGB,false,Wired,Black
Asus ROG Strix Flare II Animate,https://pcpartpicker.com/product/NZytt6/asus-rog-strix-flare-ii-animate-rgb-wired-gaming-keyboard-xa07-strix-flare-ii-aninxrduspbt,,Gaming,ROG NX Red,RGB,false,Wired,Black
NZXT Function 2,https://pcpartpicker.com/product/sYCZxr/nzxt-function-2-rgb-wired-gaming-keyboard-kb-001nw-de,,Gaming,NZXT Swift Optical 40g,RGB,false,Wired,White
Corsair K65 PLUS,https://pcpartpicker.com/product/LkKscf/corsair-k65-plus-rgb-wiredwireless-gaming-keyboard-ch-91d401l-uk,,Gaming,Corsair MLX Red Linear,RGB,true,"Wired, Wireless",Black
HP HyperX Alloy Rise 75,https://pcpartpicker.com/product/pZ4Zxr/hp-hyperx-alloy-rise-75-rgb-wired-gaming-keyboard-7g7a4aaaba,177.99,Gaming,HyperX Red,RGB,true,Wired,Black
Logitech G Pro,https://pcpartpicker.com/product/QPWrxr/logitech-g-pro-wired-gaming-keyboard-920-008290,,Gaming,Romer-G Tactile,RGB,true,Wired,Black
Corsair K70 RGB RAPIDFIRE,https://pcpartpicker.com/product/KW4NnQ/corsair-k70-rgb-rapidfire-wired-gaming-keyboard-ch-9101014-na,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Asus ROG Falchion Ace,https://pcpartpicker.com/product/wrJgXL/asus-rog-falchion-ace-rgb-wired-gaming-keyboard-90mp0347-bkua11,141.99,Gaming,ROG NX Brown,RGB,true,Wired,White
Ducky One 2 Mini,https://pcpartpicker.com/product/Vfc48d/ducky-one-2-mini-wired-standard-keyboard-dkon1861st-buspdazt1,,Standard,Cherry MX Brown,RGB,true,Wired,White / Black
Gigabyte AORUS K1,https://pcpartpicker.com/product/HGZ9TW/gigabyte-aorus-k1-rgb-wired-gaming-keyboard-aorus-k1,,Gaming,Cherry MX Red,RGB,false,Wired,Black
GMMK Glorious Modular Mechanical Gaming Keyboard,https://pcpartpicker.com/product/2WyV3C/gmmk-glorious-modular-mechanical-gaming-keyboard-wired-gaming-keyboard-gmmk-tkl-brn,,Gaming,Gateron Brown,RGB,true,Wired,Black
Logitech G915 X LIGHTSPEED,https://pcpartpicker.com/product/nZsV3C/logitech-g915-x-lightspeed-rgb-wiredwirelessbluetooth-gaming-keyboard-920-012696,269.99,Gaming,Logitech Low-Profile GL Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Asus TUF Gaming K1,https://pcpartpicker.com/product/YKzhP6/asus-tuf-gaming-k1-rgb-wired-gaming-keyboard-ra04-tuf-gaming-k1us,,Gaming,,RGB,false,Wired,Black
Cobra Polygon,https://pcpartpicker.com/product/dXTmP6/cobra-keyboard-ekm075bk,,Gaming,,,false,Wired,Black / Blue
SteelSeries Apex Pro Mini,https://pcpartpicker.com/product/3X6p99/steelseries-apex-pro-mini-rgb-wired-gaming-keyboard-64820,180,Gaming,SteelSeries OmniPoint 2.0,RGB,true,Wired,Black
NZXT Function 2,https://pcpartpicker.com/product/D3QKHx/nzxt-function-2-rgb-wired-gaming-keyboard-kb-001nb-uk,,Gaming,NZXT Swift Optical 40g,RGB,false,Wired,Black
Razer Cynosa Lite,https://pcpartpicker.com/product/GmFmP6/razer-cynosa-lite-rgb-wired-gaming-keyboard-rz03-02740700-r3u1,39.99,Gaming,,RGB,false,Wired,Black
Keychron V1 Max,https://pcpartpicker.com/product/vDgrxr/keychron-v1-max-bluetoothwirelesswired-mini-keyboard-v1m-d4,,Mini,Gateron Jupiter Banana,,true,"Wired, Wireless, Bluetooth Wireless",Black / Blue
Razer BlackWidow V3 Mini HyperSpeed,https://pcpartpicker.com/product/wH3gXL/razer-blackwidow-v3-mini-hyperspeed-rgb-wireless-gaming-keyboard-rz03-03891500-r3u1,149,Gaming,Razer Green,RGB,true,Wireless,Black
Logitech G413 Carbon,https://pcpartpicker.com/product/CqGj4D/logitech-g413-carbon-wired-gaming-keyboard-920-008300,,Gaming,Romer-G Tactile,Red,false,Wired,Black
Razer Huntsman Tournament Edition,https://pcpartpicker.com/product/tBqBD3/razer-huntsman-tournament-edition-wired-gaming-keyboard-rz03-03080200-r3u1,,Gaming,Razer Red Optical Linear,RGB,true,Wired,Black
Ducky ONE 3,https://pcpartpicker.com/product/KLjRsY/ducky-one-3-rgb-wired-gaming-keyboard-dkon2108st-cuspdclaw,129,Gaming,Cherry MX Blue RGB,RGB,false,Wired,Black
Logitech G515,https://pcpartpicker.com/product/FB88TW/logitech-g515-rgb-wired-gaming-keyboard-920-012868,104.99,Gaming,Logitech Low-Profile GL Tactile,RGB,true,Wired,Black
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/KY4Zxr/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012743,243.99,Gaming,Logitech Low-Profile GL Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
