name,part_url,type,efficiency,wattage,modular,color,manufacturer,part_number,length,atx_4_pin_connectors,eps_8_pin_connectors,pcie_16_pin_12vhpwr_12v_2x6_connectors,pcie_12_pin_connectors,pcie_8_pin_connectors,pcie_6_2_pin_connectors,pcie_6_pin_connectors,sata_connectors,amp_molex_4_pin_connectors
Rosewill Capstone G750,https://pcpartpicker.com/product/vHhj4D/rosewill-power-supply-capstoneg750,ATX,gold,750,Semi,,Rosewill,Capstone G750,160.0,0,2,0,0,0,4,0,8,4
Rosewill G650,https://pcpartpicker.com/product/HkdFf7/rosewill-power-supply-capstoneg650,ATX,gold,650,Semi,,Rosewill,Capstone G650,160.0,0,1,0,0,0,2,0,8,4
G.Skill PS1250P,https://pcpartpicker.com/product/M6ZFf7/gskill-ripjaws-platinum-1250w-80-platinum-certified-fully-modular-atx-power-supply-gp-pl1250a-cwv1,ATX,platinum,1250,Full,Black,G.Skill,GP-PL1250A-CWV1,200.0,0,2,0,0,0,8,0,14,8
EVGA SuperNOVA 1050 GS,https://pcpartpicker.com/product/QG38TW/evga-supernova-1050-gs-1050-w-80-gold-certified-fully-modular-atx-power-supply-220-gs-1050-v1,ATX,gold,1050,Full,,EVGA,220-GS-1050-V1|220-GS-0850-V2|220-GS-0850-V3,170.0,0,2,0,0,0,10,0,16,5
Fractal Design Tesla R2,https://pcpartpicker.com/product/PtPfrH/fractal-design-power-supply-fdpsuts2b1000w,ATX,gold,1000,false,,Fractal Design,FD-PSU-TS2B-1000W,165.0,0,1,0,0,0,6,0,9,2
FSP Group Raider S 650,https://pcpartpicker.com/product/mdK7YJ/fsp-group-power-supply-raiders650,ATX,silver,650,false,,FSP Group,Raider S 650,140.0,0,1,0,0,0,2,0,6,3
LC-Power LC1000 V2.4,https://pcpartpicker.com/product/yg8bt6/lc-power-lc1000-v24-1000-w-80-platinum-certified-fully-modular-atx-power-supply-lc1000-v24,ATX,platinum,1000,Full,Black,LC-Power,LC1000 V2.4,190.0,0,2,0,0,0,8,0,9,6
LC-Power LC1200 V2.4,https://pcpartpicker.com/product/dH6p99/lc-power-lc1200-v24-1200-w-80-platinum-certified-fully-modular-atx-power-supply-lc1200-v24,ATX,platinum,1200,Full,Black,LC-Power,LC1200 V2.4,190.0,0,2,0,0,0,10,0,9,6
Cooler Master RS,https://pcpartpicker.com/product/Rc3RsY/cooler-master-power-supply-rs650acaab1us,ATX,bronze,650,false,,Cooler Master,RS650-ACAAB1-US,140.0,0,1,0,0,0,2,0,6,3
Thermalright TPFX750,https://pcpartpicker.com/product/7rkH99/thermalright-tpfx750-750-w-80-platinum-certified-fully-modular-sfx-power-supply-tpfx750,SFX,platinum,750,Full,Black,Thermalright,TPFX750,100.0,0,1,1,0,0,4,0,6,3
SeaSonic SS-500ET Bronze,https://pcpartpicker.com/product/R6M323/seasonic-power-supply-ss500etbronze,ATX,bronze,500,false,,SeaSonic,SS-500ET Bronze,140.0,1,1,0,0,0,0,0,0,0
SeaSonic SS-500ES Bronze,https://pcpartpicker.com/product/9p98TW/seasonic-power-supply-ss500esbronze,ATX,bronze,500,false,,SeaSonic,SS-500ES Bronze,140.0,1,1,0,0,0,0,0,0,0
Rosewill ARC 550,https://pcpartpicker.com/product/bBsKHx/rosewill-power-supply-arc550,ATX,bronze,550,false,,Rosewill,ARC 550,165.0,0,1,0,0,0,2,0,5,4
Antec Earthwatts,https://pcpartpicker.com/product/tsDwrH/antec-power-supply-ea500green,ATX,bronze,500,false,,Antec,EA-500 Green,139.0,0,1,0,0,0,2,0,5,4
Fractal Design Integra M,https://pcpartpicker.com/product/fgX2FT/fractal-design-power-supply-fdpsuin3b750w,ATX,bronze,750,Semi,,Fractal Design,FD-PSU-IN3B-750W,140.0,0,1,0,0,0,2,0,6,2
OCZ ZS,https://pcpartpicker.com/product/jdh9TW/ocz-power-supply-oczzs750w,ATX,bronze,750,false,,OCZ,OCZ-ZS750W,160.0,0,1,0,0,0,2,2,8,4
Xilence XP530R8,https://pcpartpicker.com/product/DWKcCJ/xilence-xp530r8-530-w-80-bronze-certified-atx-power-supply-xn061,ATX,bronze,530,false,Black / Red,Xilence,XN061,140.0,0,1,0,0,0,2,0,6,4
Xilence XP830R8,https://pcpartpicker.com/product/sGdxFT/xilence-xp830r8-830-w-80-bronze-certified-atx-power-supply-xn064,ATX,bronze,830,false,Black / Red,Xilence,XN064,140.0,0,1,0,0,0,4,0,6,3
Fractal Design Tesla R2,https://pcpartpicker.com/product/Hjdqqs/fractal-design-power-supply-fdpsuts2b500w,ATX,gold,500,false,,Fractal Design,FD-PSU-TS2B-500W,165.0,0,1,0,0,0,2,0,5,2
Fractal Design Integra R2,https://pcpartpicker.com/product/pnxfrH/fractal-design-power-supply-fdpsuin2b750w,ATX,bronze,750,false,,Fractal Design,FD-PSU-IN2B-750W,139.0,0,1,0,0,0,4,0,6,2
Inter-Tech Coba Nitrox Nobility,https://pcpartpicker.com/product/mFP8TW/inter-tech-coba-nitrox-nobility-700-w-80-silver-certified-semi-modular-atx-power-supply-88882050,ATX,silver,700,Semi,Black / Orange,Inter-Tech,88882050,160.0,0,2,0,0,0,2,0,6,3
Deepcool GamerStorm DQ-M,https://pcpartpicker.com/product/38w7YJ/deepcool-gamerstorm-dq-m-850-w-80-gold-certified-fully-modular-atx-power-supply-dq850-m,ATX,gold,850,Full,Black / Silver,Deepcool,DQ850-M,160.0,0,2,0,0,0,4,0,7,5
be quiet! Straight Power 10,https://pcpartpicker.com/product/Qx648d/be-quiet-power-supply-bn230,ATX,gold,400,false,,be quiet!,BN230,160.0,0,1,0,0,0,2,0,6,3
GameMax GX-550 Modular,https://pcpartpicker.com/product/yZBzK8/gamemax-gx-550-modular-550-w-80-gold-certified-fully-modular-atx-power-supply-gx-550-modular,ATX,gold,550,Full,Black,GameMax,GX-550 Modular,160.0,0,2,0,0,0,2,0,4,2
Fractal Design Anode Bronze,https://pcpartpicker.com/product/Q8D7YJ/fractal-design-anode-bronze-750-w-80-bronze-certified-semi-modular-atx-power-supply-fd-p-aa1b-750,ATX,bronze,750,Semi,Black,Fractal Design,FD-P-AA1B-750|FD-P-AA1B-750-UK|FD-P-AA1B-750-EU,140.0,0,1,0,0,0,4,0,8,2
Cooler Master Silent Pro M2,https://pcpartpicker.com/product/4L3RsY/cooler-master-power-supply-rs850spm2d3us,ATX,silver,850,Semi,,Cooler Master,RS850-SPM2D3-US,180.0,0,2,0,0,0,6,0,12,5
Cougar COUGAR-RS650,https://pcpartpicker.com/product/j4bp99/cougar-power-supply-cougarrs650,ATX,plus,650,false,,Cougar,COUGAR-RS650,139.0,0,2,0,0,0,1,1,6,4
Apevia AR,https://pcpartpicker.com/product/w3hKHx/apevia-ar-500-w-atx-power-supply-atx-ar500w,ATX,,500,false,Black,Apevia,ATX-AR500W,140.0,1,0,0,0,0,1,0,3,4
Insignia NS-PCW5508,https://pcpartpicker.com/product/YF3H99/insignia-550-w-80-bronze-certified-atx-power-supply-ns-pcw5508,ATX,bronze,550,false,Black,Insignia,NS-PCW5508,160.0,0,1,0,0,0,2,0,4,4
Diablotek PSUL775,https://pcpartpicker.com/product/RkMFf7/diablotek-power-supply-psul775,ATX,,775,false,,Diablotek,PSUL775,160.0,0,2,0,0,0,4,0,6,6
Azza PSAZ-500B12,https://pcpartpicker.com/product/27Lypg/azza-power-supply-psaz500b12,ATX,,500,false,,Azza,PSAZ-500B12,,0,1,0,0,0,0,1,4,6
Thermaltake Smart BM2,https://pcpartpicker.com/product/c47G3C/thermaltake-smart-bm2-450-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0450mnfabu-1,ATX,bronze,450,Semi,Black,Thermaltake,PS-SPD-0450MNFABU-1|PS-SPD-0450MNFABA-1|PS-SPD-0450MNFABE-1|PS-SPD-0450MNFABK-1,160.0,0,2,0,0,0,2,0,6,4
Super Flower Leadex Gold,https://pcpartpicker.com/product/nXXfrH/super-flower-leadex-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14mg,ATX,gold,850,Full,,Super Flower,SF-850F14MG,200.0,0,2,0,0,0,8,0,10,5
Super Flower SF-1000F14MP White,https://pcpartpicker.com/product/G2qdnQ/super-flower-power-supply-sf1000f14mpwhite,ATX,platinum,1000,Full,,Super Flower,SF-1000F14MP white,200.0,0,2,0,0,0,4,1,10,5
SeaSonic G12 GM,https://pcpartpicker.com/product/ZRvD4D/seasonic-g12-gm-550-w-80-gold-certified-semi-modular-atx-power-supply-g12-gm-550,ATX,gold,550,Semi,Black / Blue,SeaSonic,G12-GM-550,140.0,0,1,0,0,0,2,0,6,3
SHARKOON Rebel P20 1200,https://pcpartpicker.com/product/msDQzy/sharkoon-rebel-p20-1200-1200-w-fully-modular-atx-power-supply-rebel-p20-1200,ATX,,1200,Full,Black,SHARKOON,Rebel P20 1200|4044951040643,140.0,0,2,1,0,0,4,0,11,1
SHARKOON Rebel P20 850,https://pcpartpicker.com/product/MXNscf/sharkoon-rebel-p20-850-850-w-fully-modular-atx-power-supply-rebel-p20-850-white,ATX,,850,Full,White,SHARKOON,Rebel P20 850 WHITE|4044951042418,140.0,0,2,1,0,0,4,0,11,1
Chieftec Polaris,https://pcpartpicker.com/product/BNwmP6/chieftec-polaris-850-w-80-gold-certified-fully-modular-atx-power-supply-pps-850fc,ATX,gold,850,Full,Black,Chieftec,PPS-850FC,160.0,0,2,0,0,0,4,0,12,4
Enermax Platimax D.F.,https://pcpartpicker.com/product/fGJtt6/enermax-platimax-df-1050-w-80-platinum-certified-fully-modular-atx-power-supply-epf1050ewt,ATX,platinum,1050,Full,Black,Enermax,EPF1050EWT,160.0,0,2,0,0,0,2,0,4,4
CoolMax CL-700B,https://pcpartpicker.com/product/KgW9TW/coolmax-power-supply-cl700b,ATX,,700,false,,CoolMax,CL-700B,160.0,0,1,0,0,0,1,1,4,4
XFX Black Edition,https://pcpartpicker.com/product/xqn2FT/xfx-black-edition-750-w-80-silver-certified-fully-modular-atx-power-supply-p1-750b-cag9,ATX,silver,750,Full,,XFX,P1-750B-CAG9,,0,2,0,0,0,4,0,4,3
SHARKOON Rebel P20 1000,https://pcpartpicker.com/product/wDFCmG/sharkoon-rebel-p20-1000-1000-w-fully-modular-atx-power-supply-rebel-p20-1000-white,ATX,,1000,Full,White,SHARKOON,Rebel P20 1000 WHITE|4044951042425,140.0,0,2,1,0,0,4,0,11,1
Super Flower Leadex Platinum,https://pcpartpicker.com/product/mW4Ycf/super-flower-leadex-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-sf-850f14mp,ATX,platinum,850,Full,Black,Super Flower,SF-850F14MP,165.0,0,2,0,0,0,4,0,10,5
BitFenix BFG GOLD ATX3.0,https://pcpartpicker.com/product/9XNYcf/bitfenix-bfg-gold-atx30-850-w-80-gold-certified-fully-modular-atx-power-supply-bp-bga850umag,ATX,gold,850,Full,Black,BitFenix,BP-BGA850UMAG,140.0,0,2,1,0,0,4,0,8,4
Rosewill VALENS-500,https://pcpartpicker.com/product/DkL7YJ/rosewill-power-supply-valens500,ATX,gold,500,false,,Rosewill,VALENS-500,160.0,0,1,0,0,0,2,0,5,4
Enermax MarbleBron RGB,https://pcpartpicker.com/product/zjC48d/enermax-marblebron-rgb-850-w-80-bronze-certified-semi-modular-atx-power-supply-emb850ewt-rgb,ATX,bronze,850,Semi,Black,Enermax,EMB850EWT-RGB,140.0,0,2,0,0,0,4,0,8,4
YEYIAN Pegasus,https://pcpartpicker.com/product/MmZXsY/yeyian-pegasus-1000-w-80-platinum-certified-fully-modular-atx-power-supply-yfp-1k031-01,ATX,platinum,1000,Full,Black,YEYIAN,YFP-1K031-01,160.0,0,2,0,0,0,2,0,9,3
Chieftec SILICON,https://pcpartpicker.com/product/kwFCmG/chieftec-silicon-750-w-80-bronze-certified-fully-modular-atx-power-supply-slc-750c,ATX,bronze,750,Full,Black / Red,Chieftec,SLC-750C,160.0,0,1,0,0,0,4,0,6,3
Deepcool PM700D,https://pcpartpicker.com/product/hDqrxr/deepcool-pm700d-700-w-80-gold-certified-atx-power-supply-r-pm700d-fa0b-us,ATX,gold,700,false,Black,Deepcool,R-PM700D-FA0B-US|R-PM700D-FA0B-AR|R-PM700D-FA0B-EU|R-PM700D-FA0B-UK|R-PM700D-FA0B-BR|R-PM700D-FA0B-WO|R-PM700D-FA0B-JP|R-PM700D-FA0B-BU|R-PM700D-FA0B-AU|R-PM700D-FA0B-CN,140.0,0,2,0,0,0,3,0,6,3
Thermaltake Toughpower,https://pcpartpicker.com/product/PHyFf7/thermaltake-toughpower-1500-w-80-silver-certified-semi-modular-atx-power-supply-tp-1500m,ATX,silver,1500,Semi,,Thermaltake,TP-1500M,220.0,0,2,0,0,0,8,0,12,8
LC-Power LC6450 V2.3,https://pcpartpicker.com/product/QJnypg/lc-power-lc6-v23-450-w-80-bronze-certified-atx-power-supply-lc6450v23,ATX,bronze,450,false,Black,LC-Power,LC6450V23,140.0,0,1,0,0,0,1,0,4,4
GALAX PGO1BGPFNAFB0,https://pcpartpicker.com/product/VqtLrH/galax-pgo1bgpfnafb0-1200-w-80-gold-certified-fully-modular-atx-power-supply-pgo1bgpfnafb0,ATX,gold,1200,Full,Black,GALAX,PGO1BGPFNAFB0,160.0,0,2,1,0,0,5,0,8,3
be quiet! POWER 2,https://pcpartpicker.com/product/C998TW/be-quiet-power-2-400-w-80-bronze-certified-sfx-power-supply-bn227,SFX,bronze,400,false,Black,be quiet!,BN227,100.0,1,0,0,0,0,1,0,4,1
Antec VP,https://pcpartpicker.com/product/bZL7YJ/antec-power-supply-vp550f,ATX,plus,550,false,,Antec,VP550F,140.0,0,1,0,0,0,2,0,5,4
Ultra X4,https://pcpartpicker.com/product/Yt648d/ultra-x4-750-w-80-bronze-certified-fully-modular-atx-power-supply-u12-41562,ATX,bronze,750,Full,,Ultra,U12-41562,,1,1,0,0,2,0,2,11,9
Kuroutoshikou KRPW-BR550W/85+,https://pcpartpicker.com/product/7KKscf/kuroutoshikou-krpw-br550w85-550-w-80-bronze-certified-atx-power-supply-krpw-br550w85,ATX,bronze,550,false,Black,Kuroutoshikou,KRPW-BR550W/85+,140.0,0,2,0,0,0,2,0,6,2
Rosewill Capstone,https://pcpartpicker.com/product/BstQzy/rosewill-capstone-1000w-80-gold-certified-semi-modular-atx-power-supply-capstone-1000m-2,ATX,gold,1000,Semi,Black,Rosewill,CAPSTONE 1000M-2,165.0,0,2,0,0,0,6,0,10,5
Aerocool PREMIER G1,https://pcpartpicker.com/product/NjKnTW/aerocool-premier-g1-750-w-80-gold-certified-fully-modular-atx-power-supply-acps-2503,ATX,gold,750,Full,Black,Aerocool,ACPS-2503,140.0,0,2,1,0,0,2,0,8,2
HEC HP485D,https://pcpartpicker.com/product/rfBv6h/compucase-power-supply-hp485d,ATX,,485,false,,HEC,HP485D,165.0,1,0,0,0,0,0,1,3,4
Thermaltake Toughpower,https://pcpartpicker.com/product/KVzv6h/thermaltake-toughpower-1200-w-80-certified-fully-modular-atx-power-supply-w0133ru,ATX,plus,1200,Full,,Thermaltake,W0133RU,200.0,0,2,0,0,3,0,3,8,8
OCZ ZT,https://pcpartpicker.com/product/6kMFf7/ocz-power-supply-oczzt750w,ATX,bronze,750,Full,,OCZ,OCZ-ZT750W,175.0,0,2,0,0,0,4,0,9,6
Thermaltake Smart,https://pcpartpicker.com/product/r2yFf7/thermaltake-smart-530-w-80-certified-atx-power-supply-sp-530p,ATX,plus,530,false,,Thermaltake,SP-530P,139.0,0,1,0,0,0,2,0,6,4
Thermaltake Toughpower XT,https://pcpartpicker.com/product/PtGkcf/thermaltake-power-supply-tpx1375m,ATX,gold,1375,Semi,,Thermaltake,TPX-1375M,199.0,0,2,0,0,2,6,0,16,8
HEC HEC200SAFX,https://pcpartpicker.com/product/8hH323/hec-power-supply-hec200safx,Mini ITX,,200,false,,HEC,HEC200SAFX,,1,0,0,0,0,0,0,1,3
Thortech Thunderbolt PLUS,https://pcpartpicker.com/product/Ypckcf/thortech-thunderbolt-plus-1000-w-80-gold-certified-fully-modular-atx-power-supply-ttbpk00g,ATX,gold,1000,Full,,Thortech,TTBPK00G,159.0,0,2,0,0,0,4,0,12,6
Corsair Vengeance 500,https://pcpartpicker.com/product/4Ms8TW/corsair-vengeance-500-500-w-80-bronze-certified-atx-power-supply-cp-9020107-de,ATX,bronze,500,false,,Corsair,CP-9020107-DE,140.0,0,1,0,0,0,2,0,4,3
Rosewill RD-Z,https://pcpartpicker.com/product/wGPgXL/rosewill-rd-z-450-w-80-certified-atx-power-supply-rd-450z,ATX,plus,450,false,Black,Rosewill,RD 450Z,140.0,0,1,0,0,0,1,0,4,2
Rosewill RD-Z,https://pcpartpicker.com/product/DpBhP6/rosewill-rd-z-500-w-80-certified-atx-power-supply-rd-500z,ATX,plus,500,false,Black,Rosewill,RD 500Z,140.0,0,1,0,0,0,2,0,5,3
Antec EDGE,https://pcpartpicker.com/product/sdCrxr/antec-power-supply-edge750,ATX,gold,750,Full,,Antec,EDGE 750|EDG750,170.0,0,2,0,0,0,6,0,9,6
Chieftec Polaris,https://pcpartpicker.com/product/TXzXsY/chieftec-polaris-1050-w-80-gold-certified-fully-modular-atx-power-supply-pps-1050fc,ATX,gold,1050,Full,Black,Chieftec,PPS-1050FC,160.0,0,2,0,0,0,6,0,12,4
Chieftec Polaris,https://pcpartpicker.com/product/Zkrqqs/chieftec-polaris-1250-w-80-gold-certified-fully-modular-atx-power-supply-pps-1250fc,ATX,gold,1250,Full,Black,Chieftec,PPS-1250FC,160.0,0,2,0,0,0,6,0,12,4
Cougar VTE X2,https://pcpartpicker.com/product/4BgFf7/cougar-vte-x2-700-w-80-certified-atx-power-supply-vte-x2-700,ATX,plus,700,false,Black,Cougar,VTE X2 700|31VX070.0001P|CGR VX-700,140.0,0,1,0,0,0,3,0,8,4
Zalman ZM600-HP,https://pcpartpicker.com/product/6bg323/zalman-zm600-hp-600-w-fully-modular-atx-power-supply-zm600-hp,ATX,,600,Full,,Zalman,ZM600-HP,165.0,0,1,0,0,0,0,2,6,7
Enermax TRIATHLOR,https://pcpartpicker.com/product/xzJwrH/enermax-power-supply-eta650awtm,ATX,bronze,650,Semi,,Enermax,ETA650AWT-M,139.0,0,1,0,0,0,4,0,9,5
Cooler Master Silent Pro Hybrid,https://pcpartpicker.com/product/f7xfrH/cooler-master-power-supply-rs850sphad3,ATX,gold,850,Full,,Cooler Master,RS-850-SPHA-D3,177.0,0,2,0,0,0,6,0,12,5
SeaSonic X,https://pcpartpicker.com/product/27xfrH/seasonic-power-supply-x1250,ATX,gold,1250,Full,,SeaSonic,X-1250|SS-1250XM|PSUSEAX1250WMGD,190.0,0,2,0,0,0,8,0,14,5
LEPA G,https://pcpartpicker.com/product/KfXfrH/lepa-power-supply-g1600ma,ATX,gold,1600,Full,,LEPA,G1600-MA,180.0,0,2,0,0,0,10,0,14,10
LEPA B850-MA,https://pcpartpicker.com/product/Qp7wrH/lepa-power-supply-b850ma,ATX,bronze,850,Semi,,LEPA,B850-MA,159.0,0,2,0,0,0,6,0,10,4
NZXT HALE82,https://pcpartpicker.com/product/zvMFf7/nzxt-hale82-850-w-80-bronze-certified-semi-modular-atx-power-supply-hale82-850-m,ATX,bronze,850,Semi,,NZXT,HALE82-850-M,160.0,0,2,0,0,0,4,2,8,6
Cougar RX600,https://pcpartpicker.com/product/P2vRsY/cougar-power-supply-rx600,ATX,plus,600,false,,Cougar,RX600,160.0,0,1,0,0,0,1,1,5,3
Cougar RX500,https://pcpartpicker.com/product/d3Lypg/cougar-power-supply-rx500,ATX,plus,500,false,,Cougar,RX500,160.0,0,1,0,0,0,1,1,5,3
Antec High Current Pro,https://pcpartpicker.com/product/BJ9KHx/antec-power-supply-hcp1200,ATX,gold,1200,false,,Antec,HCP-1200,180.0,0,2,0,0,0,8,0,12,9
Antec Signature,https://pcpartpicker.com/product/4hphP6/antec-power-supply-sg850,ATX,bronze,850,Full,,Antec,SG-850,180.0,1,1,0,0,0,2,2,6,6
HEC HEC200SA2FX,https://pcpartpicker.com/product/mHg323/compucase-power-supply-hec200sa2fx,Mini ITX,,200,false,,HEC,HEC200SA2FX,,1,0,0,0,0,0,0,1,0
Cooler Master eXtreme Power Plus,https://pcpartpicker.com/product/cvxfrH/cooler-master-power-supply-rs700pcaae3us,ATX,,700,false,,Cooler Master,RS700-PCAAE3-US,139.0,0,1,0,0,0,2,0,6,3
Enermax ERV1020EWT,https://pcpartpicker.com/product/tdQypg/enermax-power-supply-erv1020ewt,ATX,silver,1020,Full,,Enermax,ERV1020EWT,,0,2,0,0,0,6,0,12,6
Enermax ERV920EWT,https://pcpartpicker.com/product/gxMFf7/enermax-power-supply-erv920ewt,ATX,silver,920,Full,,Enermax,ERV920EWT,,0,2,0,0,0,6,0,12,6
OCZ StealthXstream II,https://pcpartpicker.com/product/mpsKHx/ocz-power-supply-ocz600sxs2,ATX,plus,600,false,,OCZ,OCZ600SXS2,139.0,0,1,0,0,0,1,1,3,5
OCZ EliteXStream,https://pcpartpicker.com/product/rsNp99/ocz-power-supply-ocz800exs,ATX,plus,800,false,,OCZ,OCZ800EXS,160.0,0,1,0,0,0,4,0,8,8
Rosewill Stallion,https://pcpartpicker.com/product/czckcf/rosewill-power-supply-rd5002db,ATX,,500,false,,Rosewill,RD500-2DB,140.0,1,1,0,0,0,0,2,4,2
Rosewill RV2-700,https://pcpartpicker.com/product/hLTmP6/rosewill-power-supply-rv2700,ATX,,700,false,,Rosewill,RV2-700,139.0,0,1,0,0,0,1,1,6,5
Rosewill RV350-2,https://pcpartpicker.com/product/pLTmP6/rosewill-power-supply-rv3502,ATX,,350,false,,Rosewill,RV350-2,140.0,1,0,0,0,0,0,0,2,6
Rosewill SL-300TFX,https://pcpartpicker.com/product/q8Bv6h/rosewill-sl-300tfx-300-w-tfx-power-supply-sl-300tfx,TFX,,300,false,Silver,Rosewill,SL-300TFX,146.0,1,0,0,0,0,0,0,1,2
Silverstone Strider,https://pcpartpicker.com/product/zwQypg/silverstone-power-supply-st75ef,ATX,bronze,750,false,,Silverstone,ST75EF,160.0,0,1,0,0,1,0,4,6,6
Silverstone Strider,https://pcpartpicker.com/product/TTh9TW/silverstone-power-supply-st85fp,ATX,silver,850,Full,,Silverstone,ST85F-P|SST-ST85F-P,160.0,0,2,0,0,0,2,2,6,6
Sunbeam PSU-ECO750-US-BL,https://pcpartpicker.com/product/NHg323/sunbeam-power-supply-psueco750usbl,ATX,plus,750,false,,Sunbeam,PSU-ECO750-US-BL,160.0,0,1,0,0,0,4,0,6,6
Thermaltake TR2,https://pcpartpicker.com/product/tYGkcf/thermaltake-power-supply-trx650m,ATX,,650,Full,,Thermaltake,TRX-650M,160.0,0,1,0,0,0,2,2,6,6
Thermaltake TR2,https://pcpartpicker.com/product/gcK7YJ/thermaltake-power-supply-w0070ruc,ATX,,430,false,,Thermaltake,W0070RUC,160.0,0,1,0,0,0,0,1,2,6
Zalman ZM500-RS,https://pcpartpicker.com/product/WvxfrH/zalman-zm500-rs-500-w-80-certified-atx-power-supply-zm500-rs,ATX,plus,500,false,,Zalman,ZM500-RS,140.0,0,1,0,0,0,1,1,4,4
Silverstone Strider,https://pcpartpicker.com/product/cg6BD3/silverstone-power-supply-sstst75fgevolution,ATX,gold,750,Full,,Silverstone,SST-ST75F-G Evolution,180.0,0,2,0,0,0,2,2,8,6
be quiet! System Power U9,https://pcpartpicker.com/product/TKvbt6/be-quiet-system-power-u9-700-w-80-bronze-certified-atx-power-supply-bn289,ATX,bronze,700,false,Black,be quiet!,BN289|BN609,140.0,0,1,0,0,0,4,0,6,2
Thermaltake Toughpower iRGB PLUS 850 Platinum,https://pcpartpicker.com/product/k6DJ7P/thermaltake-toughpower-irgb-plus-850-platinum-850-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpi-0850f2fdpu-1,ATX,platinum,850,Full,Black,Thermaltake,PS-TPI-0850F2FDPU-1|PS-TPI-0850F2FDPE-1,160.0,0,2,0,0,0,6,0,12,4
Enermax NAXN ADV.,https://pcpartpicker.com/product/YrZQzy/enermax-naxn-adv-550-w-80-bronze-certified-atx-power-supply-etl550awt,ATX,bronze,550,false,,Enermax,ETL550AWT,139.0,0,1,0,0,0,1,1,5,4
Enermax NAXN ADV.,https://pcpartpicker.com/product/4CNp99/enermax-power-supply-etl650awt,ATX,bronze,650,Semi,,Enermax,ETL650AWT,139.0,0,1,0,0,0,2,0,7,4
SeaSonic SSP-450RT,https://pcpartpicker.com/product/Cb7wrH/seasonic-power-supply-ssp450rt,ATX,gold,450,false,,SeaSonic,SSP-450RT,139.0,0,1,0,0,0,2,0,0,0
Raidmax XT,https://pcpartpicker.com/product/QRGj4D/raidmax-power-supply-rx500xt,ATX,,500,false,,Raidmax,RX-500XT,140.0,0,1,0,0,0,1,1,5,2
GameMax GM,https://pcpartpicker.com/product/hzNgXL/gamemax-gm-1650-w-80-gold-certified-atx-power-supply-gm-1650,ATX,gold,1650,false,Black,GameMax,GM-1650,178.0,0,1,0,0,0,16,0,7,5
CoolMax ZU-600B,https://pcpartpicker.com/product/vYxfrH/coolmax-power-supply-zu600b,ATX,bronze,600,Semi,,CoolMax,ZU-600B,165.0,0,1,0,0,0,1,1,5,5
Rosewill SMG650,https://pcpartpicker.com/product/QLFbt6/rosewill-smg650-650-w-80-gold-certified-fully-modular-atx-power-supply-smg650,ATX,gold,650,Full,Black,Rosewill,SMG650,160.0,0,1,0,0,0,4,0,8,4
Antec NeoECO 550 Gold,https://pcpartpicker.com/product/f2qhP6/antec-neoeco-gold-550-w-80-gold-certified-semi-modular-atx-power-supply-ne550g,ATX,gold,550,Semi,Black,Antec,NE550G,140.0,0,1,0,0,0,2,0,6,3
Antec Earthwatts Green,https://pcpartpicker.com/product/8zM323/antec-power-supply-ea350green,ATX,bronze,350,false,,Antec,EA-350 Green,140.0,0,1,0,0,0,1,0,3,3
be quiet! Pure Power L7,https://pcpartpicker.com/product/ndBv6h/be-quiet-pure-power-l7-350-w-80-certified-atx-power-supply-bn104,ATX,plus,350,false,,be quiet!,BN104,140.0,1,0,0,0,0,1,0,4,3
Enermax CYBERBRON,https://pcpartpicker.com/product/FB848d/enermax-cyberbron-700-w-80-bronze-certified-atx-power-supply-ecb700awt,ATX,bronze,700,false,Black / Silver,Enermax,ECB700AWT,140.0,0,2,0,0,0,4,0,8,4
Antec High Current Pro,https://pcpartpicker.com/product/qMh9TW/antec-power-supply-hcp1000,ATX,platinum,1000,Full,,Antec,HCP-1000|HCP-1000 PLATINUM|0-761345-06249-7,190.0,0,2,0,0,0,6,0,9,6
Thermaltake Toughpower DPS G RGB Gold,https://pcpartpicker.com/product/RZQRsY/thermaltake-toughpower-dps-g-rgb-gold-850w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0850dpcgus-r,ATX,gold,850,Full,,Thermaltake,PS-TPG-0850DPCGUS-R|TPG-850DH3FCG-R|TPG-0850D-R,180.0,0,1,0,0,0,6,0,12,8
Thermalright AG-1000,https://pcpartpicker.com/product/m7Hp99/thermalright-ag-1000-1000-w-80-gold-certified-fully-modular-atx-power-supply-ag-1000,ATX,gold,1000,Full,Black,Thermalright,AG-1000|TR-AG1000,140.0,0,2,1,0,0,4,0,8,4
Enermax Platimax,https://pcpartpicker.com/product/C8rcCJ/enermax-power-supply-epm500awt,ATX,platinum,500,Semi,,Enermax,EPM500AWT,160.0,0,1,0,0,0,2,0,6,6
