name,part_url,type,efficiency,wattage,modular,color,manufacturer,part_number,length,atx_4_pin_connectors,eps_8_pin_connectors,pcie_16_pin_12vhpwr_12v_2x6_connectors,pcie_12_pin_connectors,pcie_8_pin_connectors,pcie_6_2_pin_connectors,pcie_6_pin_connectors,sata_connectors,amp_molex_4_pin_connectors
Asus ROG THOR 850P,https://pcpartpicker.com/product/6s448d/asus-rog-thor-850p-850-w-80-platinum-certified-fully-modular-atx-power-supply-rog-thor-850p,ATX,platinum,850,Full,Black / Red,Asus,ROG-THOR-850P|90YE0090-B001N0|90YE0090-B001A0|90YE0090-B001W0,160.0,0,2,0,0,0,4,0,12,5
SeaSonic Focus GX V4 ATX 3 (2024),https://pcpartpicker.com/product/BkCZxr/seasonic-focus-gx-v4-atx-3-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750-v4-white,ATX,gold,750,Full,White,SeaSonic,FOCUS-GX-750-V4-WHITE|Focus V4 GX-750 White,140.0,0,2,1,0,0,2,0,8,3
Aerocool Integrator Gold,https://pcpartpicker.com/product/kMLdnQ/aerocool-integrator-gold-750-w-80-gold-certified-fully-modular-atx-power-supply-acpg-im75fkc31,ATX,gold,750,Full,Black,Aerocool,ACPG-IM75FKC.31,140.0,0,2,0,0,0,4,0,6,3
GameMax RGB Rainbow,https://pcpartpicker.com/product/CRkgXL/gamemax-rgb-550-w-80-gold-certified-fully-modular-atx-power-supply-rgb-550,ATX,gold,550,Full,Black,GameMax,RGB-550,165.0,0,1,0,0,0,1,0,6,3
Cooler Master MWE 500,https://pcpartpicker.com/product/76KcCJ/cooler-master-mwe-500w-80-certified-atx-power-supply-mpw-5002-acabw-eu,ATX,plus,500,false,Black,Cooler Master,MPW-5002-ACABW-EU|MPW-5002-ACABW-AU|MPW-5002-ACABW-UK,140.0,0,1,0,0,0,2,0,6,3
Super Flower LEADEX VII XG,https://pcpartpicker.com/product/RdHqqs/super-flower-leadex-vii-xg-850-w-80-gold-certified-fully-modular-atx-power-supply-sf-850f14xg,ATX,gold,850,Full,Black,Super Flower,SF-850F14XG,150.0,0,2,1,0,0,4,0,12,4
EVGA SuperNOVA 650 GA,https://pcpartpicker.com/product/Xsn8TW/evga-supernova-650-ga-650-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0650-x1,ATX,gold,650,Full,Black,EVGA,220-GA-0650-X1,150.0,0,1,0,0,0,6,0,9,4
Lian Li RB,https://pcpartpicker.com/product/6vCCmG/lian-li-rb-750-w-80-bronze-certified-atx-power-supply-rb0750b,ATX,bronze,750,false,Black,Lian Li,RB0750B|G9P.RB0750B.B000|G9P.RB0750B.B000.EU,150.0,0,2,1,0,0,3,0,5,2
Antec GSK ATX3.1,https://pcpartpicker.com/product/63hv6h/antec-gsk-atx31-850-w-80-gold-certified-fully-modular-atx-power-supply-0-761345-20047-9,ATX,gold,850,Full,Black,Antec,0-761345-20047-9|0-761345-20049-3|0-761345-20050-9|0-761345-20048-6|0-761345-20051-6,140.0,0,2,1,0,0,4,0,8,4
MSI MPG A650GF,https://pcpartpicker.com/product/bq6qqs/msi-mpg-a650gf-650-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a650gf,ATX,gold,650,Full,Black,MSI,MPG A650GF|306-7ZP0A11-CE0|MSI-MPG-A650GF,160.0,0,2,0,0,0,6,0,8,5
Cooler Master M2000,https://pcpartpicker.com/product/L6YmP6/cooler-master-m2000-2000-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-k001-affbp-uk,ATX,platinum,2000,Full,Black,Cooler Master,MPZ-K001-AFFBP-UK|MPZ-K001-AFFBP-EU|MPZ-K001-AFFBP-KR|MPZ-K001-AFFBP-BC|MPZ-K001-AFFBP-BR|MPZ-K001-AFFBP-AU|MPZ-K001-AFFBP-NL|MPZ-K001-AFFBP-CN|MPZ-K001-AFFBP-HK|MPZ-K001-AFFBP-KB|MPZ-K001-AFFBP,180.0,0,2,0,0,0,18,0,12,3
Silverstone SX-G,https://pcpartpicker.com/product/Gx448d/silverstone-sx-g-700-w-80-gold-certified-fully-modular-sfx-power-supply-sx700-g,SFX,gold,700,Full,Black,Silverstone,SX700-G|SST-SX700-G,100.0,0,1,0,0,0,4,0,6,3
ASRock Challenger CL-650B,https://pcpartpicker.com/product/k7rqqs/asrock-challenger-cl-650b-650-w-80-bronze-certified-atx-power-supply-cl-650b,ATX,bronze,650,false,Black,ASRock,CL-650B,140.0,0,1,0,0,0,2,0,4,2
NZXT C1200,https://pcpartpicker.com/product/RHfnTW/nzxt-c1200-1200-w-80-gold-certified-fully-modular-atx-power-supply-pa-2g1bb-us,ATX,gold,1200,Full,Black,NZXT,PA-2G1BB-US|PA-2G1BB-AU|PA-2G1BB-EU|PA-2G1BB-UK|PA-2G1BB-JP|PA-2G1BB-WO,150.0,0,2,1,0,0,4,0,8,4
Deepcool PN750M,https://pcpartpicker.com/product/PFkH99/deepcool-pn750m-750-w-80-gold-certified-fully-modular-atx-power-supply-r-pn750m-fc0b-us,ATX,gold,750,Full,Black,Deepcool,R-PN750M-FC0B-US|PN750M|R-PN750M-FC0B-WO|R-PN750M-FC0B-UK|R-PN750M-FC0B-EU|PN750M-AMAZON,140.0,0,2,1,0,0,3,0,8,2
Corsair CX750M V2 (2017 Edition),https://pcpartpicker.com/product/JFc48d/corsair-cx750m-v2-2017-edition-750-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020154-na,ATX,bronze,750,Semi,Black / White,Corsair,CP-9020154-NA,140.0,0,1,0,0,0,4,0,8,6
Corsair HX1500i SHIFT,https://pcpartpicker.com/product/hLKnTW/corsair-hx1500i-shift-1500-w-fully-modular-side-interface-atx-power-supply-cp-9020269-na,ATX,,1500,Full / Side,Black,Corsair,CP-9020269-NA|CP-9020269-WW|CP-9020269-KR|CP-9020268-AU|CP-9020269-UK|CP-9020269-JP|CP-9020269-EU|CP-9020269-TW,200.0,0,2,2,0,0,6,0,12,8
Athena Power AP-MFATX40P8,https://pcpartpicker.com/product/tqvRsY/athena-power-ap-mfatx40p8-400-w-80-bronze-certified-flex-atx-power-supply-ap-mfatx40p8,Flex ATX,bronze,400,false,Silver,Athena Power,AP-MFATX40P8,150.0,1,1,0,0,0,2,0,3,2
Corsair CX650F,https://pcpartpicker.com/product/Rz2bt6/corsair-cx650f-650-w-80-bronze-certified-fully-modular-atx-power-supply-cp-9020217-na,ATX,bronze,650,Full,Black,Corsair,CP-9020217-NA,140.0,0,2,0,0,0,4,0,7,4
be quiet! System Power 9 700 CM,https://pcpartpicker.com/product/HHRgXL/be-quiet-system-power-9-cm-700-w-80-bronze-certified-semi-modular-atx-power-supply-bn303,ATX,bronze,700,Semi,Black,be quiet!,BN303,140.0,0,1,0,0,0,4,0,10,2
EVGA SuperNOVA 850 G5,https://pcpartpicker.com/product/927p99/evga-supernova-850-g5-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0850-x1,ATX,gold,850,Full,Black / Green,EVGA,220-G5-0850-X1|220-G5-0850-X2|220-G5-0850-X3,150.0,0,2,0,0,0,6,0,9,4
MSI MAG A850GN PCIE5,https://pcpartpicker.com/product/g2m2FT/msi-mag-a850gn-pcie5-850-w-80-gold-certified-atx-power-supply-mag-a850gn-pcie5,ATX,gold,850,false,Black,MSI,MAG A850GN PCIE5,140.0,0,2,1,0,0,2,0,4,2
GAMDIAS KRATOS M1 B,https://pcpartpicker.com/product/gprYcf/gamdias-kratos-m1-b-750-w-80-bronze-certified-atx-power-supply-kratos-m1-750b,ATX,bronze,750,false,Black,GAMDIAS,KRATOS M1 750B,160.0,0,1,0,0,0,2,0,5,2
SeaSonic S12III,https://pcpartpicker.com/product/FL3H99/seasonic-s12iii-500-w-80-bronze-certified-atx-power-supply-ssr-500gb3,ATX,bronze,500,false,Black,SeaSonic,SSR-500GB3,140.0,0,1,0,0,0,2,0,4,3
ASRock Phantom Gaming PG-1000G,https://pcpartpicker.com/product/MDCZxr/asrock-phantom-gaming-pg-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-pg-1000g,ATX,gold,1000,Full,Black,ASRock,PG-1000G|90-UXP100-GFEAAB|90-UXP100-GFGAAB,150.0,0,2,1,0,0,5,0,9,3
EVGA 850 BQ,https://pcpartpicker.com/product/kGL7YJ/evga-850-bq-850-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0850-v1,ATX,bronze,850,Semi,,EVGA,110-BQ-0850-V1|110-BQ-0850-V2|110-BQ-0850-V3,140.0,0,2,0,0,0,3,3,10,5
Corsair CS650M,https://pcpartpicker.com/product/sbqdnQ/corsair-cs650m-650-w-80-gold-certified-semi-modular-atx-power-supply-cs650m,ATX,gold,650,Semi,,Corsair,CS650M|CP-9020077-UK|CP-9020077-NA|CP-9020077-EU,139.0,0,1,0,0,0,4,0,6,4
Corsair AX1000,https://pcpartpicker.com/product/nhHRsY/corsair-ax1000-1000-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020152-na,ATX,titanium,1000,Full,Black / Silver,Corsair,CP-9020152-NA|CP-9020152-UK|AX1000,170.0,0,2,0,0,0,8,0,16,8
be quiet! System Power 11 U,https://pcpartpicker.com/product/8L7MnQ/be-quiet-system-power-11-u-550-w-80-bronze-certified-atx-power-supply-bp010us,ATX,bronze,550,false,Black,be quiet!,BP010US|BP010U2,140.0,1,1,1,0,0,2,0,5,1
Phanteks AMP GH,https://pcpartpicker.com/product/DjZWGX/phanteks-amp-gh-850-w-80-gold-certified-fully-modular-atx-power-supply-ph-p850gh_wt01,ATX,gold,850,Full,White,Phanteks,PH-P850GH_WT01|PH-P850GH_WT01_UK|PH-P850GH_WT01_EU,140.0,0,2,1,0,0,3,0,10,2
Super Flower Leadex III Gold UP,https://pcpartpicker.com/product/3RjRsY/super-flower-leadex-iii-gold-up-750-w-80-gold-certified-fully-modular-atx-power-supply-sf-750f14ge,ATX,gold,750,Full,Black,Super Flower,SF-750F14GE,150.0,0,2,1,0,0,2,0,6,4
SeaSonic PRIME TX,https://pcpartpicker.com/product/tFvdnQ/seasonic-prime-tx-1600-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-1600,ATX,titanium,1600,Full,Black / Silver,SeaSonic,PRIME TX-1600,210.0,0,3,2,0,0,8,0,16,3
MSI MAG A600DN,https://pcpartpicker.com/product/jystt6/msi-mag-a600dn-600-w-80-certified-atx-power-supply-mag-a600dn,ATX,plus,600,false,Black,MSI,MAG A600DN,140.0,0,1,0,0,0,2,0,5,2
Corsair VS650 (2018),https://pcpartpicker.com/product/2cMwrH/corsair-vs650-2018-650-w-80-certified-atx-power-supply-cp-9020172-na,ATX,plus,650,false,,Corsair,CP-9020172-NA|CP-9020172-UK,125.0,0,1,0,0,0,2,0,6,4
Corsair RM750x White,https://pcpartpicker.com/product/WHPzK8/corsair-rm750x-white-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020155-na,ATX,gold,750,Full,White / Black,Corsair,CP-9020155-NA|CP-9020155-UK|CP-9020155-EU|CP-9020155-AU|CP-9020155-CN|CP-9020155-JP|CP-9020155-KR|CP-9020155-WW|CP-9020155-TW,180.0,0,1,0,0,0,4,0,8,7
SAMA P1000,https://pcpartpicker.com/product/c3vscf/sama-p1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-p1000-whpff001-us,ATX,platinum,1000,Full,White,SAMA,P1000-WHPFF001-US,150.0,0,2,1,0,0,3,0,8,4
Gigabyte UD1000GM PG5 (rev. 2.0),https://pcpartpicker.com/product/4fV2FT/gigabyte-ud1000gm-pg5-rev-20-1000-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud1000gm-pg5-20,ATX,gold,1000,Full,Black,Gigabyte,GP-UD1000GM PG5 2.0|GP-UD1000GM PG5 REV 2.0,140.0,0,2,1,0,0,4,0,8,3
ADATA XPG CYBERCORE,https://pcpartpicker.com/product/2BBG3C/adata-xpg-cybercore-1300-w-80-platinum-certified-fully-modular-atx-power-supply-cybercore1300-bkcus,ATX,platinum,1300,Full,Black / Silver,ADATA,CYBERCORE1300P-BKCUS,160.0,0,2,0,0,0,10,0,16,8
Montech TITAN PLA,https://pcpartpicker.com/product/H4CCmG/montech-titan-pla-1000-w-80-platinum-certified-fully-modular-atx-power-supply-titan-pla-1000w,ATX,platinum,1000,Full,White,Montech,TITAN PLA 1000W|TITAN PLA 1000,160.0,0,2,1,0,0,3,0,12,4
Deepcool PF750 230V,https://pcpartpicker.com/product/FKqrxr/deepcool-pf750-230v-750-w-80-certified-atx-power-supply-r-pf750d-ha0b-us,ATX,plus,750,false,Black,Deepcool,R-PF750D-HA0B-US|R-PF750D-HA0B-WO|R-PF750D-HA0B-BP|R-PF750D-HA0B-UK|R-PF750D-HA0B-EU|R-PF750D-HA0B-AU|R-PF750D-HA0B-CN|R-PF750D-HA0B-AR,140.0,0,2,0,0,0,4,0,6,2
Corsair SF850L,https://pcpartpicker.com/product/LxsV3C/corsair-sf850l-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020245-na,SFX,gold,850,Full,Black,Corsair,CP-9020245-NA|CP-9020245-UK|CP-9020245-DE,130.0,0,2,1,0,0,4,0,8,3
Corsair SF1000L,https://pcpartpicker.com/product/GMbRsY/corsair-sf1000l-1000-w-80-gold-certified-fully-modular-sfx-power-supply-cp-9020246-na,SFX,gold,1000,Full,Black,Corsair,CP-9020246-NA|CP-9020246-WW|CP-9020246-AU|CP-9020246-UK|CP-9020246-EU,130.0,0,2,1,0,0,5,0,8,3
Corsair RM650 (2023),https://pcpartpicker.com/product/GdwmP6/corsair-rm650-2023-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020280-na,ATX,gold,650,Full,Black,Corsair,CP-9020280-NA|CP-9020280-WW|CP-9020280-EU|CP-9020280-AU|CP-9020280-UK,140.0,0,2,0,0,0,2,0,7,4
EVGA SuperNOVA 750 GA,https://pcpartpicker.com/product/4ZFKHx/evga-supernova-750-ga-750-w-80-gold-certified-fully-modular-atx-power-supply-220-ga-0750-x1,ATX,gold,750,Full,Black,EVGA,220-GA-0750-X1,150.0,0,2,0,0,0,3,0,6,4
Vida Lite,https://pcpartpicker.com/product/2MjRsY/vida-lite-750-w-atx-power-supply-aa-750-yy,ATX,,750,false,Black,Vida,AA-750-YY,140.0,0,1,0,0,0,1,0,6,3
Silverstone DA750R-GMA,https://pcpartpicker.com/product/KxjRsY/silverstone-da750r-gma-750-w-80-gold-certified-fully-modular-atx-power-supply-sst-da750r-gma,ATX,gold,750,Full,Black,Silverstone,SST-DA750R-GMA,140.0,0,2,1,0,0,4,0,8,4
EVGA SuperNOVA 1600 T2,https://pcpartpicker.com/product/v7PzK8/evga-supernova-1600-t2-1600-w-80-titanium-certified-fully-modular-atx-power-supply-220-t2-1600-x1,ATX,titanium,1600,Full,,EVGA,220-T2-1600-X1|220-T2-1600-X3|220-T2-1600-X2,220.0,0,2,0,0,0,9,5,16,6
ARESGAME AGV,https://pcpartpicker.com/product/fHYQzy/aresgame-agv-650-w-80-bronze-certified-atx-power-supply-agv650,ATX,bronze,650,false,Black,ARESGAME,AGV650,140.0,0,2,0,0,0,2,0,6,3
SeaSonic Prime Fanless PX-500,https://pcpartpicker.com/product/P6PgXL/seasonic-prime-fanless-px-500-500-w-80-platinum-certified-fully-modular-fanless-atx-power-supply-prime-fanless-px-500,ATX,platinum,500,Full,Black,SeaSonic,PRIME FANLESS PX-500|SSR-500PL|PRIME-PX-500,140.0,0,2,0,0,0,2,0,8,5
Corsair HX1200i,https://pcpartpicker.com/product/dFdFf7/corsair-hx1200i-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020070-na,ATX,platinum,1200,Full,,Corsair,CP-9020070-NA|CP-9020070-UK|HX1200i|CP-9020070-EU|CP-9020070,200.0,0,2,0,0,0,6,0,12,12
EVGA SuperNOVA 650 G5,https://pcpartpicker.com/product/3gJmP6/evga-supernova-650-g5-650-w-80-gold-certified-fully-modular-atx-power-supply-220-g5-0650-x1,ATX,gold,650,Full,Black / Green,EVGA,220-G5-0650-X1|220-G5-0650-X2|220-G5-0650-X3,150.0,0,1,0,0,0,3,0,6,4
ASRock Phantom Gaming PG-1300G,https://pcpartpicker.com/product/wpjRsY/asrock-phantom-gaming-pg-1300g-1300-w-80-gold-certified-fully-modular-atx-power-supply-pg-1300g,ATX,gold,1300,Full,Black,ASRock,PG-1300G|90-UXP130-GFGAAB|90-UXP130-GFEAAB|90-UXP130-GFUAAB,180.0,0,2,2,0,0,6,0,9,3
Aerocool LUX RGB 750M (230V EU),https://pcpartpicker.com/product/NKhmP6/aerocool-lux-rgb-m-750-w-80-bronze-certified-semi-modular-atx-power-supply-lux-rgb-750m,ATX,bronze,750,Semi,Black,Aerocool,LUX RGB 750M,160.0,0,1,0,0,0,2,0,5,3
Silverstone HELA 1300R,https://pcpartpicker.com/product/FVLdnQ/silverstone-hela-1300r-1300-w-80-platinum-certified-fully-modular-atx-power-supply-sst-ha1300r-pm,ATX,platinum,1300,Full,Black,Silverstone,SST-HA1300R-PM,140.0,0,2,1,0,0,8,0,8,6
In Win IP-S200DF1-0,https://pcpartpicker.com/product/Hxzv6h/in-win-ip-s200df1-0-200-w-tfx-power-supply-ip-s200df1-0,TFX,,200,false,Silver,In Win,IP-S200DF1-0,,1,0,0,0,0,0,0,3,1
Cooler Master MWE Gold 650,https://pcpartpicker.com/product/J7F48d/cooler-master-mwe-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-mpy-6501-afaag-us,ATX,gold,650,Full,Black,Cooler Master,MPY-6501-AFAAG-US,160.0,0,1,0,0,0,4,0,8,6
Corsair CX430,https://pcpartpicker.com/product/dnxfrH/corsair-cx430-430-w-80-bronze-certified-atx-power-supply-cx430,ATX,bronze,430,false,,Corsair,CX430|CP-9020046-EU,139.0,0,1,0,0,0,1,0,4,3
Phanteks AMP GH,https://pcpartpicker.com/product/qZV2FT/phanteks-amp-gh-1000-w-80-platinum-certified-fully-modular-atx-power-supply-ph-p1000gh_bk01,ATX,platinum,1000,Full,Black,Phanteks,PH-P1000GH_BK01|PH-P1000GH_BK01_UK|PH-P1000GH_BK01_EU,140.0,0,2,1,0,0,4,0,14,2
Asus ROG THOR P2 Gaming EVA Edition,https://pcpartpicker.com/product/ZkpzK8/asus-rog-thor-p2-gaming-eva-edition-1000-w-80-platinum-certified-fully-modular-atx-power-supply-90ye00l3-b0aa00,ATX,platinum,1000,Full,Black / Silver,Asus,90YE00L3-B0AA00|ROG-THOR-1000P2-EVA-GAMING|90YE00L3-B0WA00|90YE00L3-B0NA00|90YE00L6-B0NA00|90YE00L6-B0AA00,190.0,0,2,0,0,0,8,0,12,6
1STPLAYER NGDP,https://pcpartpicker.com/product/VfFCmG/1stplayer-ngdp-750-w-80-gold-certified-fully-modular-atx-power-supply-ngdp-gld-750-bk-us,ATX,gold,750,Full,Black,1STPLAYER,NGDP-GLD-750-BK-US,140.0,0,2,1,0,0,2,0,8,4
EVGA 850 B5,https://pcpartpicker.com/product/ZCgQzy/evga-850-b5-850-w-80-bronze-certified-fully-modular-atx-power-supply-220-b5-0850-v1,ATX,bronze,850,Full,Black,EVGA,220-B5-0850-V1,150.0,0,2,0,0,0,6,0,9,3
Corsair CX500,https://pcpartpicker.com/product/hgGkcf/corsair-cx500-500-w-80-bronze-certified-atx-power-supply-cx500,ATX,bronze,500,false,,Corsair,CX500|CP-9020047-UK|CP-9020047-AU|CP-9020047-US|CP-9020047-EU,139.0,0,1,0,0,0,2,0,5,4
Antec GSK ATX3.1,https://pcpartpicker.com/product/W2hv6h/antec-gsk-atx31-750-w-80-gold-certified-fully-modular-atx-power-supply-0-761345-20053-0,ATX,gold,750,Full,Black,Antec,0-761345-20053-0|0-761345-20054-7|0-761345-20056-1|0-761345-20055-4|0-761345-20057-8,140.0,0,2,1,0,0,4,0,8,4
MSI MAG A500DN,https://pcpartpicker.com/product/6sRYcf/msi-mag-a500dn-500-w-80-certified-atx-power-supply-mag-a500dn,ATX,plus,500,false,Black,MSI,MAG A500DN,140.0,0,1,0,0,0,2,0,5,2
SeaSonic SSP-300SFG,https://pcpartpicker.com/product/MJbkcf/seasonic-ssp-300sfg-300-w-80-gold-certified-sfx-power-supply-ssp-300sfg,SFX,gold,300,false,Silver,SeaSonic,SSP-300SFG,100.0,0,1,0,0,0,0,0,3,1
SeaSonic PRIME Fanless,https://pcpartpicker.com/product/JxkgXL/seasonic-prime-fanless-700-w-80-titanium-certified-fully-modular-fanless-atx-power-supply-prime-fanless-tx-700,ATX,titanium,700,Full,Black,SeaSonic,PRIME FANLESS TX-700|PRIME-TX-700|Prime TX 700 Fanless|SSR-700TL,170.0,0,2,0,0,0,4,0,10,5
GameMax Rampage,https://pcpartpicker.com/product/hnCCmG/gamemax-rampage-600-w-80-bronze-certified-atx-power-supply-gmxrpg600wht,ATX,bronze,600,false,White,GameMax,GMXRPG600WHT|PSUGMXRPG600WHT,160.0,0,1,0,0,0,2,0,6,2
MSI MPG A850GF,https://pcpartpicker.com/product/WxZzK8/msi-mpg-a850gf-850-w-80-gold-certified-fully-modular-atx-power-supply-mpg-a850gf,ATX,gold,850,Full,Black,MSI,MPG A850GF|306-7ZP0C11-CE0|306-7ZP0C18-CE0,160.0,0,2,0,0,0,6,0,8,5
be quiet! Pure Power 11 600,https://pcpartpicker.com/product/F9ddnQ/be-quiet-pure-power-11-600-600-w-80-gold-certified-atx-power-supply-bn294,ATX,gold,600,false,Black,be quiet!,BN294|BN627,150.0,0,1,0,0,0,4,0,6,3
Silverstone DA850R-GMA,https://pcpartpicker.com/product/3BJp99/silverstone-da850r-gma-850-w-80-gold-certified-fully-modular-atx-power-supply-sst-da850r-gma-www,ATX,gold,850,Full,White,Silverstone,SST-DA850R-GMA-WWW,140.0,0,2,1,0,0,4,0,8,4
Vetroo CP-PSU-VT-850W-SFX (PK),https://pcpartpicker.com/product/wHbypg/vetroo-cp-psu-vt-850w-sfx-pk-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-pk,SFX,gold,850,Full,Pink,Vetroo,CP-PSU-VT-850W-SFX (PK),100.0,0,2,1,0,0,4,0,4,3
Corsair RM850x White,https://pcpartpicker.com/product/rZVBD3/corsair-rm850x-white-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020156-na,ATX,gold,850,Full,White / Black,Corsair,CP-9020156-NA|CP-9020156-UK|CP-9020156-EU|CP-9020156-AU|CP-9020156-CN|CP-9020156-JP|CP-9020156-KR|CP-9020156-WW|CP-9020156-TW,180.0,0,2,0,0,0,6,0,10,8
EVGA 500 BQ,https://pcpartpicker.com/product/8P7CmG/evga-500-bq-500-w-80-bronze-certified-semi-modular-atx-power-supply-110-bq-0500-k1,ATX,bronze,500,Semi,,EVGA,110-BQ-0500-K1|110-BQ-0500-K2|110-BQ-0500-K3,140.0,0,1,0,0,0,2,0,6,3
Silverstone TX500-G,https://pcpartpicker.com/product/bc2WGX/silverstone-tx500-g-500-w-80-gold-certified-tfx-power-supply-sst-tx500-g,TFX,gold,500,false,Black,Silverstone,SST-TX500-G|TX500-G,175.0,0,1,0,0,0,2,0,4,4
FSP Group FSP300-57FCB,https://pcpartpicker.com/product/fXTzK8/fsp-group-fsp300-57fcb-300-w-80-gold-certified-fully-modular-flex-atx-power-supply-fsp300-57fcb,Flex ATX,gold,300,Full,Black,FSP Group,FSP300-57FCB|PPA3004302,150.0,0,1,0,0,0,0,0,5,1
ADATA XPG CYBERCORE,https://pcpartpicker.com/product/rtD7YJ/adata-xpg-cybercore-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cybercore1000-bkcus,ATX,platinum,1000,Full,Black / Silver,ADATA,CYBERCORE1000P-BKCUS,160.0,0,2,0,0,0,6,0,12,4
Enermax REVOLUTION III,https://pcpartpicker.com/product/WcFCmG/enermax-revolution-iii-750-w-80-gold-certified-fully-modular-atx-power-supply-erv750g-ahg-mac,ATX,gold,750,Full,Black / Gold,Enermax,ERV750G-AHG-MAC|ERV750G-AHG-MAV,140.0,0,3,1,0,0,3,0,9,3
Silverstone SFX,https://pcpartpicker.com/product/kv38TW/silverstone-sfx-700-w-80-platinum-certified-fully-modular-sfx-power-supply-sx700-lpt,SFX,platinum,700,Full,Black,Silverstone,SX700-LPT|SST-SX700-LPT,130.0,0,1,0,0,0,4,0,9,3
Sparkle FSP300-60ATV,https://pcpartpicker.com/product/bYGkcf/sparkle-power-supply-fsp30060atv,ATX,,300,false,,Sparkle,FSP300-60ATV,,1,0,0,0,0,0,0,0,6
be quiet! System Power 9 CM,https://pcpartpicker.com/product/fwvdnQ/be-quiet-system-power-9-cm-400-w-80-bronze-certified-semi-modular-atx-power-supply-bn300,ATX,bronze,400,Semi,Black,be quiet!,BN300,140.0,0,1,0,0,0,2,0,5,2
Antec CSK,https://pcpartpicker.com/product/8RcG3C/antec-csk-750-w-80-bronze-certified-semi-modular-atx-power-supply-csk750h,ATX,bronze,750,Semi,Black / Yellow,Antec,CSK750H|X5000A257HC-20|0-761345-11769-2|0-761345-11768-5,140.0,0,2,0,0,0,4,0,8,3
EVGA SuperNOVA 1000 P2,https://pcpartpicker.com/product/dJ6BD3/evga-supernova-1000-p2-1000-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-1000-xr,ATX,platinum,1000,Full,,EVGA,220-P2-1000-XR|220-P2-1000-X2|220-P2-1000-X3,200.0,0,2,0,0,0,6,2,10,5
Apevia ATX-ES700-RGB,https://pcpartpicker.com/product/2fqrxr/apevia-atx-es700-rgb-700-w-semi-modular-atx-power-supply-atx-es700-rgb,ATX,,700,Semi,Black,Apevia,ATX-ES700-RGB,160.0,0,1,0,0,0,2,0,4,4
ARESGAME AGV,https://pcpartpicker.com/product/nHYQzy/aresgame-agv-750-w-80-bronze-certified-semi-modular-atx-power-supply-agv750,ATX,bronze,750,Semi,Black,ARESGAME,AGV750,140.0,0,2,0,0,0,4,0,6,3
Rosewill CMG1200G5,https://pcpartpicker.com/product/7BjRsY/rosewill-cmg1200g5-1200-w-80-gold-certified-fully-modular-atx-power-supply-cmg1200g5,ATX,gold,1200,Full,Black,Rosewill,CMG1200G5,140.0,0,2,1,0,0,4,0,8,4
Super Flower LEADEX VII XG,https://pcpartpicker.com/product/2jKnTW/super-flower-leadex-vii-xg-1300-w-80-gold-certified-fully-modular-atx-power-supply-sf-1300f14xg-wh,ATX,gold,1300,Full,White,Super Flower,SF-1300F14XG (WH),150.0,0,2,1,0,0,4,0,12,4
EVGA SuperNOVA 1000 G3,https://pcpartpicker.com/product/JBzZxr/evga-supernova-1000-g3-1000-w-80-gold-certified-fully-modular-atx-power-supply-220-g3-1000,ATX,gold,1000,Full,,EVGA,220-G3-1000|220-G3-1000-X1|220-G3-1000-X2|220-G3-1000-X3,150.0,0,2,0,0,0,4,0,12,4
ENDORFY Supremo FM6,https://pcpartpicker.com/product/JpNscf/endorfy-supremo-fm6-850-w-80-gold-certified-fully-modular-atx-power-supply-ey7a012-u1,ATX,gold,850,Full,Black,ENDORFY,EY7A012-U1|EY7A012,140.0,0,2,1,0,0,3,0,4,2
PowerSpec PSX 850GFM,https://pcpartpicker.com/product/9rFKHx/powerspec-850-w-80-gold-certified-fully-modular-atx-power-supply-psx-850gfm,ATX,gold,850,Full,Black,PowerSpec,PSX 850GFM,160.0,0,2,0,0,0,2,0,12,4
be quiet! System Power 10,https://pcpartpicker.com/product/ZcWzK8/be-quiet-system-power-10-650-w-80-bronze-certified-atx-power-supply-bn328,ATX,bronze,650,false,Black,be quiet!,BN328,140.0,1,1,0,0,0,4,0,5,1
