name,part_url,rpm,color,size,manufacturer,part_number,height,supported_sockets,water_cooled_size,is_water_cooled
Thermalright Assassin X 120 R Digital ARGB,https://pcpartpicker.com/product/tWbypg/thermalright-assassin-x-120-r-digital-argb-7084-cfm-cpu-cooler-assassin-x-120-r-digital-argb-black,2000,Black,,Thermalright,Assassin X 120 R Digital ARGB BLACK,151.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Asus ROG Ryujin III ARGB Extreme,https://pcpartpicker.com/product/88MXsY/asus-rog-ryujin-iii-argb-extreme-8973-cfm-liquid-cpu-cooler-90rc0132-m0aay0,"1,2800",White,360.0,Asus,90RC0132-M0AAY0|ROG RYUJIN III 360 ARGB EXTREME WHT|90RC0132-M0EAY0,108.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Lian Li Hydroshift II LCD-C TL,https://pcpartpicker.com/product/rWzp99/lian-li-hydroshift-ii-lcd-c-tl-901-cfm-liquid-cpu-cooler-ghs2lcd36tb,"200,2600",Black,360.0,Lian Li,GHS2LCD36TB|G89.GHS2LCD36TB.00|HS2LCD36TB,69.0,AM4|AM5|LGA1700|LGA1851,360.0,True
Iceberg Thermal IceFLOE T95,https://pcpartpicker.com/product/qrWzK8/iceberg-thermal-icefloe-t95-41-cfm-cpu-cooler-icefloe95-00a,"1000,2200",Teal / Silver,,Iceberg Thermal,ICEFLOE95-00A,78.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366,,False
NZXT Kraken Z73,https://pcpartpicker.com/product/htkgXL/nzxt-kraken-z73-7311-cfm-liquid-cpu-cooler-rl-krz73-01,"500,1800",Black,360.0,NZXT,RL-KRZ73-01,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Corsair iCUE LINK H100i RGB,https://pcpartpicker.com/product/CYWJ7P/corsair-icue-link-h100i-rgb-631-cfm-liquid-cpu-cooler-cw-9061001-ww,"480,2400",Black,240.0,Corsair,CW-9061001-WW,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Noctua NH-D15 G2,https://pcpartpicker.com/product/8c88TW/noctua-nh-d15-g2-9158-cfm-cpu-cooler-nh-d15-g2,1500,Brown / Silver,,Noctua,NH-D15 G2,168.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermalright AXP90-X47,https://pcpartpicker.com/product/RYFbt6/thermalright-axp90-x47-4258-cfm-cpu-cooler-axp90-x47-full,2700,Orange / Brown,,Thermalright,AXP90-X47 FULL,47.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
TRYX PANORAMA ARGB (2025),https://pcpartpicker.com/product/Pw7MnQ/tryx-panorama-argb-2025-6564-cfm-liquid-cpu-cooler-l-p360a-as3m-g1w,"500,1850",White,360.0,TRYX,L-P360A-AS3M-G1W,118.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Thermalright Frozen Notte ARGB,https://pcpartpicker.com/product/ccFmP6/thermalright-frozen-notte-argb-7237-cfm-liquid-cpu-cooler-frozen-notte-240-white-argb,2000,White,240.0,Thermalright,Frozen Notte 240 WHITE ARGB,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright AQUA ELITE ARGB V4,https://pcpartpicker.com/product/jpKnTW/thermalright-aqua-elite-argb-v4-6617-cfm-liquid-cpu-cooler-aqua-elite-360-white-argb-v4,1550,White,360.0,Thermalright,AQUA ELITE 360 WHITE ARGB V4,48.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Noctua NH-U12S chromax.black,https://pcpartpicker.com/product/dMVG3C/noctua-nh-u12s-chromaxblack-55-cfm-cpu-cooler-nh-u12s-chromaxblack,"300,1500",Black,,Noctua,NH-U12S chromax.black|NH-U12S CH.BK|NH-U12S-CH-BK,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
NZXT Kraken Elite 360 RGB (2024),https://pcpartpicker.com/product/HfNYcf/nzxt-kraken-elite-360-rgb-2024-7512-cfm-liquid-cpu-cooler-rl-kr36e-b2,"500,2400",Black,360.0,NZXT,RL-KR36E-B2,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
ID-COOLING SE-214-XT ARGB,https://pcpartpicker.com/product/YwbTwP/id-cooling-se-214-xt-argb-682-cfm-cpu-cooler-se-214-xt-argb-white,"500,1500",White,,ID-COOLING,SE-214-XT ARGB WHITE,150.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
NZXT Kraken 360 RGB,https://pcpartpicker.com/product/hqmNnQ/nzxt-kraken-360-rgb-7802-cfm-liquid-cpu-cooler-rl-kr360-b1,"500,1800",Black,360.0,NZXT,RL-KR360-B1,56.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Thermalright Peerless Assassin 120 SE,https://pcpartpicker.com/product/79bRsY/thermalright-peerless-assassin-120-se-6617-cfm-cpu-cooler-pa120se-black,1550,Black,,Thermalright,PA120SE BLACK|Peerless Assassin 120 SE BLACK|THR-PEERLESS-ASSASSIN-120-SE-BLACK,155.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Deepcool AK620 ZERO DARK,https://pcpartpicker.com/product/7J6p99/deepcool-ak620-zero-dark-6899-cfm-cpu-cooler-r-ak620-bknnmt-g-1,"500,1850",Black,,Deepcool,R-AK620-BKNNMT-G-1|AK620 ZERO DARK,160.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ARCTIC Liquid Freezer III Pro,https://pcpartpicker.com/product/V8xTwP/arctic-liquid-freezer-iii-pro-110-cfm-liquid-cpu-cooler-acfre00179a,"400,2500",Black,280.0,ARCTIC,ACFRE00179A,68.0,AM4|AM5|LGA1700|LGA1851,280.0,True
Noctua NH-D15S chromax.black,https://pcpartpicker.com/product/R6kgXL/noctua-nh-d15s-chromaxblack-8251-cfm-cpu-cooler-nh-d15s-chromaxblack,"300,1500",Black,,Noctua,NH-D15S chromax.black|NH-D15S CH.BK,160.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermalright Frozen Warframe ARGB,https://pcpartpicker.com/product/sxP8TW/thermalright-frozen-warframe-argb-7084-cfm-liquid-cpu-cooler-frozen-warframe-360-black-argb,2000,Black,360.0,Thermalright,Frozen Warframe 360 BLACK ARGB|FW360 BLACK ARGB-Ying-D5,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Lian Li Galahad II Lite RGB,https://pcpartpicker.com/product/PKXMnQ/lian-li-galahad-ii-lite-rgb-79-cfm-liquid-cpu-cooler-ga2l36rb,"300,2500",Black,360.0,Lian Li,GA2L36RB|G89.GA2L36RB.00,67.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Asus ROG STRIX LC II ARGB,https://pcpartpicker.com/product/KV8bt6/asus-rog-strix-lc-ii-argb-8095-cfm-liquid-cpu-cooler-rog-strix-lc-ii-360-argb,"800,2500",Black,360.0,Asus,ROG STRIX LC II 360 ARGB|90RC00F1-M0AAY0|90RC00F1-M0UAY1|90RC00F1-M0UAY4|90RC00F1-M0UAY0,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011-3 Narrow,360.0,True
Lian Li Hydroshift II LCD-C TL,https://pcpartpicker.com/product/2TpD4D/lian-li-hydroshift-ii-lcd-c-tl-901-cfm-liquid-cpu-cooler-ghs2lcd36tw,"200,2600",White,360.0,Lian Li,GHS2LCD36TW|G89.GHS2LCD36TW.00|HS2LCD36TW,69.0,AM4|AM5|LGA1700|LGA1851,360.0,True
be quiet! Silent Loop 3,https://pcpartpicker.com/product/Lt8Pxr/be-quiet-silent-loop-3-784-cfm-liquid-cpu-cooler-bw026,1900,Black,420.0,be quiet!,BW026,94.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,420.0,True
be quiet! Dark Rock 5,https://pcpartpicker.com/product/FKwmP6/be-quiet-dark-rock-5-935-cfm-cpu-cooler-bk035,2100,Black,,be quiet!,BK035,161.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Corsair iCUE H150i ELITE CAPELLIX,https://pcpartpicker.com/product/8jFKHx/corsair-icue-h150i-elite-capellix-75-cfm-liquid-cpu-cooler-cw-9060048-ww,2400,Black,360.0,Corsair,CW-9060048-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Noctua NH-L12S,https://pcpartpicker.com/product/hbnG3C/noctua-nh-l12s-5544-cfm-cpu-cooler-nh-l12s,"450,1850",,,Noctua,NH-L12S,70.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Thermalright Peerless Assassin 140,https://pcpartpicker.com/product/w8n9TW/thermalright-peerless-assassin-140-778-cfm-cpu-cooler-peerless-assassin-140-black,1500,Black,,Thermalright,Peerless Assassin 140 BLACK|PA140 BLACK,158.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Cooler Master MASTERLIQUID ML240L RGB V2,https://pcpartpicker.com/product/fLFKHx/cooler-master-masterliquid-ml240l-rgb-v2-6559-cfm-liquid-cpu-cooler-mlw-d24m-a18pc-r2,"650,1800",Black,240.0,Cooler Master,MLW-D24M-A18PC-R2,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
EK EK-Nucleus AIO CR360 Lux D-RGB,https://pcpartpicker.com/product/tQ3gXL/ek-ek-nucleus-aio-cr360-lux-d-rgb-72-cfm-liquid-cpu-cooler-ek-nucleus-aio-cr360-lux-d-rgb,"550,2300",Black,360.0,EK,EK-Nucleus AIO CR360 Lux D-RGB|3831109851685,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
MSI MAG CORELIQUID A13,https://pcpartpicker.com/product/gPyH99/msi-mag-coreliquid-a13-626-cfm-liquid-cpu-cooler-mag-coreliquid-a13-360-white,,White,360.0,MSI,MAG CORELIQUID A13 360 WHITE|306-7ZWDA21-L80,57.0,AM4|AM5|LGA1700|LGA1851,360.0,True
ID-COOLING SE-224-XTS BLACK,https://pcpartpicker.com/product/jr2WGX/id-cooling-se-224-xts-black-70-cfm-cpu-cooler-se-224-xts-black,"600,1500",Black,,ID-COOLING,SE-224-XTS BLACK,151.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ARCTIC Freezer 36 A-RGB,https://pcpartpicker.com/product/L9dG3C/arctic-freezer-36-a-rgb-cpu-cooler-acfre00124a,"200,2000",Black,,ARCTIC,ACFRE00124A,159.0,AM4|AM5|LGA1700|LGA1851,,False
be quiet! Pure Rock Slim 2,https://pcpartpicker.com/product/JcqPxr/be-quiet-pure-rock-slim-2-cpu-cooler-bk030,,Black / Silver,,be quiet!,BK030,135.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Montech HyperFlow ARGB 360,https://pcpartpicker.com/product/8bJp99/montech-hyperflow-argb-360-762-cfm-liquid-cpu-cooler-hyperflow-argb-360-black,2200,Black,360.0,Montech,HyperFlow ARGB 360 Black|Hyperflow ARGB 360 (B)|HYPERFLOW-360-ARGB-B|HYPERFLOWARGB360B|HyperFlow ARGB 360,,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermalright Assassin X 120 R Digital ARGB,https://pcpartpicker.com/product/gPnXsY/thermalright-assassin-x-120-r-digital-argb-7084-cfm-cpu-cooler-assassin-x-120-r-digital-argb-white,2000,White,,Thermalright,Assassin X 120 R Digital ARGB WHITE,151.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
NZXT Kraken 240 RGB,https://pcpartpicker.com/product/sJMMnQ/nzxt-kraken-240-rgb-7802-cfm-liquid-cpu-cooler-rl-kr240-w1,"500,1800",White,240.0,NZXT,RL-KR240-W1,56.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,240.0,True
Thermalright Aqua Elite ARGB V6,https://pcpartpicker.com/product/k7ZWGX/thermalright-aqua-elite-argb-v6-7084-cfm-liquid-cpu-cooler-aqua-elite-360-argb-black-v6,2000,Black,360.0,Thermalright,Aqua Elite 360 ARGB BLACK V6|AQUA ELITE 360 V6 ARGB Black|AE360 V6 ARGB B D6,54.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Corsair NAUTILUS 360 RS LCD,https://pcpartpicker.com/product/DFxTwP/corsair-nautilus-360-rs-lcd-728-cfm-liquid-cpu-cooler-cw-9061034-ww,2100,White,360.0,Corsair,CW-9061034-WW,125.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Lian Li Galahad II Trinity SL-INF,https://pcpartpicker.com/product/HH88TW/lian-li-galahad-ii-trinity-sl-inf-613-cfm-liquid-cpu-cooler-ga2t36inw,2100,White,360.0,Lian Li,GA2T36INW|G89.GA2T36INW.00,69.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Noctua NH-L9i chromax.black,https://pcpartpicker.com/product/vbLwrH/noctua-nh-l9i-chromaxblack-3384-cfm-cpu-cooler-nh-l9i-chromaxblack,"600,2500",Black,,Noctua,NH-L9i chromax.black|NH-L9i CH.BK|NH-L9I-CH-BK,37.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
Asus ProArt LC 420,https://pcpartpicker.com/product/nrhv6h/asus-proart-lc-420-107-cfm-liquid-cpu-cooler-proart-lc-420,"800,2000",Black,420.0,Asus,ProArt LC 420|90RC00N0-M0CAY0|90RC00N0-M0UAY0|90RC00N0-M0JAY0|90RC00N0-M0AAY0|90RC00N0-M0TAY0,49.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,420.0,True
be quiet! Dark Rock Pro 4,https://pcpartpicker.com/product/F3gzK8/be-quiet-dark-rock-pro-4-505-cfm-cpu-cooler-bk022,1500,Black,,be quiet!,BK022,163.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
Corsair iCUE H150i ELITE LCD XT,https://pcpartpicker.com/product/3sYRsY/corsair-icue-h150i-elite-lcd-xt-6557-cfm-liquid-cpu-cooler-cw-9060075-ww,"550,2100",Black,360.0,Corsair,CW-9060075-WW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Corsair NAUTILUS 240 RS,https://pcpartpicker.com/product/LfKscf/corsair-nautilus-240-rs-7437-cfm-liquid-cpu-cooler-cw-9060088-ww,2100,Black,240.0,Corsair,CW-9060088-WW,,AM4|AM5|LGA1700|LGA1851,240.0,True
NZXT Kraken Elite 360 RGB,https://pcpartpicker.com/product/pbKscf/nzxt-kraken-elite-360-rgb-7802-cfm-liquid-cpu-cooler-rl-kr36e-w1,"500,1800",White,360.0,NZXT,RL-KR36E-W1,60.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Cooler Master Hyper 212 EVO,https://pcpartpicker.com/product/hmtCmG/cooler-master-cpu-cooler-rr212e20pkr2,"600,2000",,,Cooler Master,RR-212E-20PK-R2|RR-212E-16PK-R1,159.0,AM2|AM2+|AM3|AM3+|AM4|FM1|FM2|FM2+|LGA775|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,,False
Thermalright Assassin Spirit 120 EVO DARK,https://pcpartpicker.com/product/khJp99/thermalright-assassin-spirit-120-evo-dark-704-cfm-cpu-cooler-as120-evo-dark-d6-de,1850,Black,,Thermalright,AS120 EVO DARK D6-DE|AS120 EVO DARK|AS120 EVO DARK D6,156.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Thermalright Aqua Elite V3,https://pcpartpicker.com/product/hTqrxr/thermalright-aqua-elite-v3-6617-cfm-liquid-cpu-cooler-aqua-elite-120-v3,1500,Black,120.0,Thermalright,Aqua Elite 120 V3,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,120.0,True
Lian Li Hydroshift II LCD-S 360 TL,https://pcpartpicker.com/product/sqgZxr/lian-li-hydroshift-ii-lcd-s-360-tl-901-cfm-liquid-cpu-cooler-ghs2lcds36tw,"200,2600",White,360.0,Lian Li,GHS2LCDS36TW|HS2LCDS36TW|G89.GHS2LCDS36TW.00,62.0,AM4|AM5|LGA1700|LGA1851,360.0,True
Thermalright Assassin X Refined SE RGB V2,https://pcpartpicker.com/product/Wfn9TW/thermalright-assassin-x-refined-se-rgb-v2-6617-cfm-cpu-cooler-ax120r-se-v2-d6,1550,Black / Silver,,Thermalright,AX120R SE V2 D6|AX120 REFINED SE V2,148.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Noctua NH-U12A,https://pcpartpicker.com/product/ZLtQzy/noctua-nh-u12a-6009-cfm-cpu-cooler-nh-u12a,"450,2000",Brown,,Noctua,nh-u12a,158.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
NZXT Kraken 280,https://pcpartpicker.com/product/M8rqqs/nzxt-kraken-280-9968-cfm-liquid-cpu-cooler-rl-kn280-b1,"500,1500",Black,280.0,NZXT,RL-KN280-B1,56.0,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,280.0,True
Asus ROG STRIX LC 360 RGB White Edition,https://pcpartpicker.com/product/7RXYcf/asus-rog-strix-lc-360-rgb-white-edition-8095-cfm-liquid-cpu-cooler-rog-strix-lc-360-rgb-white,"800,2500",White,360.0,Asus,ROG STRIX LC 360 RGB White|ROG Strix LC 360 RGB White Edition|90RC0072-M0AAY0|90RC0072-M0UAY0,,AM4|AM5|sTR4|sTRX4|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA2011|LGA2011-3|LGA2066,360.0,True
Asus ROG RYUO IV 360 ARGB Hatsune Miku Edition,https://pcpartpicker.com/product/vrh2FT/asus-rog-ryuo-iv-360-argb-hatsune-miku-edition-7144-cfm-liquid-cpu-cooler-90rc01p1-b0aay0,"800,2650",Teal,360.0,Asus,90RC01P1-B0AAY0,133.0,AM4|AM5|LGA1700|LGA1851,360.0,True
Razer Hanbo Chroma,https://pcpartpicker.com/product/L9pzK8/razer-hanbo-chroma-liquid-cpu-cooler-rc21-01770100-r3m1,,Black,240.0,Razer,RC21-01770100-R3M1|RC21-01770100-R3U1,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
ARCTIC Liquid Freezer III 240,https://pcpartpicker.com/product/vHZXsY/arctic-liquid-freezer-iii-240-563-cfm-liquid-cpu-cooler-acfre00134a,"200,1800",Black,240.0,ARCTIC,ACFRE00134A,,AM4|AM5|LGA1700|LGA1851,240.0,True
Noctua NH-L9i,https://pcpartpicker.com/product/xxphP6/noctua-nh-l9i-3384-cfm-cpu-cooler-nh-l9i,"600,2500",Brown,,Noctua,NH-L9i,37.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200,,False
NZXT Kraken Elite RGB (2025),https://pcpartpicker.com/product/gdrp99/nzxt-kraken-elite-rgb-2025-9861-cfm-liquid-cpu-cooler-rl-kr42e-w2,"500,2000",White,420.0,NZXT,RL-KR42E-W2,65.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,420.0,True
Phanteks Glacier One 360M25 G2,https://pcpartpicker.com/product/dFdMnQ/phanteks-glacier-one-360m25-g2-7272-cfm-liquid-cpu-cooler-ph-go360m25g2_dbk02,"350,2000",Black,360.0,Phanteks,PH-GO360M25G2_DBK02|PH-G0360M25G2_DBK02,69.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
ARCTIC Liquid Freezer III 240 A-RGB,https://pcpartpicker.com/product/D6grxr/arctic-liquid-freezer-iii-240-a-rgb-4882-cfm-liquid-cpu-cooler-acfre00150a,"200,2000",White,240.0,ARCTIC,ACFRE00150A,,AM4|AM5|LGA1700|LGA1851,240.0,True
Thermalright Frozen Prism ARGB,https://pcpartpicker.com/product/7Phv6h/thermalright-frozen-prism-argb-704-cfm-liquid-cpu-cooler-frozen-prism-360-black-argb,1850,Black,360.0,Thermalright,Frozen Prism 360 BLACK ARGB|FP360 BLACK ARGB D6,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,360.0,True
Thermalright Assassin King SE ARGB,https://pcpartpicker.com/product/7TddnQ/thermalright-assassin-king-se-argb-6617-cfm-cpu-cooler-ak120-se-white-argb-d6-2,1550,White,,Thermalright,AK120 SE WHITE ARGB-D6-2|TL-AK120 SE White|TL-AK120 SE WHITE ARGB,148.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Deepcool LE360 V2,https://pcpartpicker.com/product/spRnTW/deepcool-le360-v2-7589-cfm-liquid-cpu-cooler-r-le360-bkammc-g-2,"500,2100",Black,360.0,Deepcool,R-LE360-BKAMMC-G-2,65.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Corsair NAUTILUS 240 RS ARGB,https://pcpartpicker.com/product/w8hv6h/corsair-nautilus-240-rs-argb-7437-cfm-liquid-cpu-cooler-cw-9060094-ww,2100,White,240.0,Corsair,CW-9060094-WW,,AM4|AM5|LGA1700|LGA1851,240.0,True
Corsair iCUE LINK TITAN 360 RX RGB,https://pcpartpicker.com/product/nR26Mp/corsair-icue-link-titan-360-rx-rgb-735-cfm-liquid-cpu-cooler-cw-9061021-ww,"300,2100",White,360.0,Corsair,CW-9061021-WW,,AM4|AM5|LGA1700|LGA1851,360.0,True
NZXT Kraken Plus 360 RGB,https://pcpartpicker.com/product/pxbypg/nzxt-kraken-plus-360-rgb-7505-cfm-liquid-cpu-cooler-rl-kr360-w2,"500,2400",White,360.0,NZXT,RL-KR360-W2,56.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
Noctua NH-U9S chromax.black,https://pcpartpicker.com/product/9pfFf7/noctua-nh-u9s-chromaxblack-464-cfm-cpu-cooler-nh-u9s-chromaxblack,"400,2000",Black,,Noctua,NH-U9S chromax.black|NH-U9S CH.BK|NH-U9S-CH-BK,125.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,,False
ENDORFY Spartan 5,https://pcpartpicker.com/product/42GhP6/endorfy-spartan-5-cpu-cooler-ey3a001,"250,1500",Black / Silver,,ENDORFY,EY3A001,146.0,AM2|AM2+|AM3|AM3+|AM4|AM5|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
ID-COOLING FROSTFLOW X,https://pcpartpicker.com/product/wx2bt6/id-cooling-frostflow-x-745-cfm-liquid-cpu-cooler-frostflow-x-240-snow,"700,1800",,240.0,ID-COOLING,FROSTFLOW X 240 SNOW,,AM2|AM2+|AM3|AM3+|AM4|AM5|sTR4|sTRX4|FM1|FM2|FM2+|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1366|LGA1700|LGA1851|LGA2011|LGA2011-3|LGA2066,240.0,True
Thermalright Assassin X Refined SE RGB,https://pcpartpicker.com/product/Js2WGX/thermalright-assassin-x-refined-se-argb-6617-cfm-cpu-cooler-ax120-refined-se-argb,1550,Black / Silver,,Thermalright,AX120 Refined SE ARGB,148.0,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,,False
Lian Li Galahad II LCD SL-INF,https://pcpartpicker.com/product/LKGhP6/lian-li-galahad-ii-lcd-sl-inf-799-cfm-liquid-cpu-cooler-ga2alcd36inb,,Black,360.0,Lian Li,GA2ALCD36INB|G89.GA2ALCD36INB.00,,AM4|AM5|LGA1150|LGA1151|LGA1155|LGA1156|LGA1200|LGA1700|LGA1851,360.0,True
